County,stateAbbrev,Total_Deaths,Total,Positive_by_State_Public_Health_Laboratory,Positive_by_Commercial_or_Other_Laboratory,pullTime
Pulaski,MO,,11.0,2020-04-09 19:52:07.310490
Putnam,MO,,0.0,2020-04-09 19:52:07.310490
Ralls,MO,,1.0,2020-04-09 19:52:07.310490
Randolph,MO,,7.0,2020-04-09 19:52:07.310490
Ray,MO,,7.0,2020-04-09 19:52:07.310490
Reynolds,MO,,2.0,2020-04-09 19:52:07.310490
Ripley,MO,,2.0,2020-04-09 19:52:07.310490
Saline,MO,,11.0,2020-04-09 19:52:07.310490
Schuyler,MO,,0.0,2020-04-09 19:52:07.310490
Scotland,MO,,1.0,2020-04-09 19:52:07.310490
Scott,MO,,13.0,2020-04-09 19:52:07.310490
Shannon,MO,,0.0,2020-04-09 19:52:07.310490
Shelby,MO,,1.0,2020-04-09 19:52:07.310490
St. Charles,MO,,274.0,2020-04-09 19:52:07.310490
St. Clair,MO,,2.0,2020-04-09 19:52:07.310490
Stoddard,MO,,9.0,2020-04-09 19:52:07.310490
Stone,MO,,4.0,2020-04-09 19:52:07.310490
Sullivan,MO,,0.0,2020-04-09 19:52:07.310490
Texas,MO,,0.0,2020-04-09 19:52:07.310490
Vernon,MO,,1.0,2020-04-09 19:52:07.310490
Warren,MO,,12.0,2020-04-09 19:52:07.310490
Washington,MO,,1.0,2020-04-09 19:52:07.310490
Wayne,MO,,0.0,2020-04-09 19:52:07.310490
Webster,MO,,3.0,2020-04-09 19:52:07.310490
Worth,MO,,1.0,2020-04-09 19:52:07.310490
Wright,MO,,7.0,2020-04-09 19:52:07.310490
Boone,MO,1.0,77.0,2020-04-10 20:21:13.383716
Buchanan,MO,1.0,20.0,2020-04-10 20:21:13.383716
Callaway,MO,1.0,21.0,2020-04-10 20:21:13.383716
Camden,MO,1.0,26.0,2020-04-10 20:21:13.383716
Cape Girardeau,MO,1.0,26.0,2020-04-10 20:21:13.383716
Carter,MO,1.0,3.0,2020-04-10 20:21:13.383716
Cass,MO,1.0,27.0,2020-04-10 20:21:13.383716
Clay,MO,1.0,40.0,2020-04-10 20:21:13.383716
Cole,MO,1.0,35.0,2020-04-10 20:21:13.383716
Franklin,MO,3.0,68.0,2020-04-10 20:21:13.383716
Greene,MO,7.0,71.0,2020-04-10 20:21:13.383716
Henry,MO,1.0,2.0,2020-04-10 20:21:13.383716
Jackson,MO,4.0,193.0,2020-04-10 20:21:13.383716
Jefferson,MO,3.0,107.0,2020-04-10 20:21:13.383716
Kansas City,MO,7.0,283.0,2020-04-10 20:21:13.383716
Lafayette,MO,1.0,28.0,2020-04-10 20:21:13.383716
Lincoln,MO,1.0,25.0,2020-04-10 20:21:13.383716
Pulaski,MO,1.0,10.0,2020-04-10 20:21:13.383716
St. Charles County,MO,10.0,,2020-04-10 20:21:13.383716
St. Francois,MO,1.0,20.0,2020-04-10 20:21:13.383716
St. Louis City,MO,14.0,536.0,2020-04-10 20:21:13.383716
St. Louis County,MO,32.0,1498.0,2020-04-10 20:21:13.383716
Ste. Genevieve,MO,1.0,6.0,2020-04-10 20:21:13.383716
Taney,MO,1.0,7.0,2020-04-10 20:21:13.383716
TBD,MO,0.0,0.0,2020-04-10 20:21:13.383716
Adair,MO,,11.0,2020-04-10 20:21:13.383716
Andrew,MO,,0.0,2020-04-10 20:21:13.383716
Atchison,MO,,1.0,2020-04-10 20:21:13.383716
Audrain,MO,,0.0,2020-04-10 20:21:13.383716
Barry,MO,,2.0,2020-04-10 20:21:13.383716
Barton,MO,,0.0,2020-04-10 20:21:13.383716
Bates,MO,,6.0,2020-04-10 20:21:13.383716
Benton,MO,,3.0,2020-04-10 20:21:13.383716
Bollinger,MO,,3.0,2020-04-10 20:21:13.383716
Butler,MO,,10.0,2020-04-10 20:21:13.383716
Caldwell,MO,,1.0,2020-04-10 20:21:13.383716
Carroll,MO,,0.0,2020-04-10 20:21:13.383716
Cedar,MO,,5.0,2020-04-10 20:21:13.383716
Chariton,MO,,4.0,2020-04-10 20:21:13.383716
Christian,MO,,17.0,2020-04-10 20:21:13.383716
Clark,MO,,1.0,2020-04-10 20:21:13.383716
Clinton,MO,,10.0,2020-04-10 20:21:13.383716
Cooper,MO,,3.0,2020-04-10 20:21:13.383716
Crawford,MO,,4.0,2020-04-10 20:21:13.383716
Dade,MO,,0.0,2020-04-10 20:21:13.383716
Dallas,MO,,2.0,2020-04-10 20:21:13.383716
Daviess,MO,,0.0,2020-04-10 20:21:13.383716
DeKalb,MO,,3.0,2020-04-10 20:21:13.383716
Dent,MO,,0.0,2020-04-10 20:21:13.383716
Douglas,MO,,0.0,2020-04-10 20:21:13.383716
Dunklin,MO,,12.0,2020-04-10 20:21:13.383716
Gasconade,MO,,2.0,2020-04-10 20:21:13.383716
Gentry,MO,,1.0,2020-04-10 20:21:13.383716
Grundy,MO,,0.0,2020-04-10 20:21:13.383716
Harrison,MO,,6.0,2020-04-10 20:21:13.383716
Hickory,MO,,0.0,2020-04-10 20:21:13.383716
Holt,MO,,0.0,2020-04-10 20:21:13.383716
Howard,MO,,1.0,2020-04-10 20:21:13.383716
Howell,MO,,4.0,2020-04-10 20:21:13.383716
Iron,MO,,0.0,2020-04-10 20:21:13.383716
Jasper,MO,,13.0,2020-04-10 20:21:13.383716
Johnson,MO,,36.0,2020-04-10 20:21:13.383716
Joplin,MO,,5.0,2020-04-10 20:21:13.383716
Knox,MO,,0.0,2020-04-10 20:21:13.383716
Laclede,MO,,0.0,2020-04-10 20:21:13.383716
Lawrence,MO,,0.0,2020-04-10 20:21:13.383716
Lewis,MO,,0.0,2020-04-10 20:21:13.383716
Linn,MO,,3.0,2020-04-10 20:21:13.383716
Livingston,MO,,1.0,2020-04-10 20:21:13.383716
Macon,MO,,2.0,2020-04-10 20:21:13.383716
Madison,MO,,1.0,2020-04-10 20:21:13.383716
Maries,MO,,2.0,2020-04-10 20:21:13.383716
Marion,MO,,0.0,2020-04-10 20:21:13.383716
McDonald,MO,,3.0,2020-04-10 20:21:13.383716
Mercer,MO,,0.0,2020-04-10 20:21:13.383716
Miller,MO,,0.0,2020-04-10 20:21:13.383716
Mississippi,MO,,0.0,2020-04-10 20:21:13.383716
Moniteau,MO,,3.0,2020-04-10 20:21:13.383716
Monroe,MO,,0.0,2020-04-10 20:21:13.383716
Montgomery,MO,,6.0,2020-04-10 20:21:13.383716
Morgan,MO,,1.0,2020-04-10 20:21:13.383716
New Madrid,MO,,6.0,2020-04-10 20:21:13.383716
Newton,MO,,7.0,2020-04-10 20:21:13.383716
Nodaway,MO,,2.0,2020-04-10 20:21:13.383716
Oregon,MO,,1.0,2020-04-10 20:21:13.383716
Osage,MO,,4.0,2020-04-10 20:21:13.383716
Ozark,MO,,0.0,2020-04-10 20:21:13.383716
Pemiscot,MO,,4.0,2020-04-10 20:21:13.383716
Perry,MO,,31.0,2020-04-10 20:21:13.383716
Pettis,MO,,4.0,2020-04-10 20:21:13.383716
Phelps,MO,,1.0,2020-04-10 20:21:13.383716
Pike,MO,,5.0,2020-04-10 20:21:13.383716
Platte,MO,,23.0,2020-04-10 20:21:13.383716
Polk,MO,,1.0,2020-04-10 20:21:13.383716
Putnam,MO,,0.0,2020-04-10 20:21:13.383716
Ralls,MO,,1.0,2020-04-10 20:21:13.383716
Randolph,MO,,8.0,2020-04-10 20:21:13.383716
Ray,MO,,7.0,2020-04-10 20:21:13.383716
Reynolds,MO,,2.0,2020-04-10 20:21:13.383716
Ripley,MO,,3.0,2020-04-10 20:21:13.383716
Saline,MO,,18.0,2020-04-10 20:21:13.383716
Schuyler,MO,,0.0,2020-04-10 20:21:13.383716
Scotland,MO,,2.0,2020-04-10 20:21:13.383716
Scott,MO,,13.0,2020-04-10 20:21:13.383716
Shannon,MO,,0.0,2020-04-10 20:21:13.383716
Shelby,MO,,1.0,2020-04-10 20:21:13.383716
St. Charles,MO,,298.0,2020-04-10 20:21:13.383716
St. Clair,MO,,2.0,2020-04-10 20:21:13.383716
Stoddard,MO,,9.0,2020-04-10 20:21:13.383716
Stone,MO,,3.0,2020-04-10 20:21:13.383716
Sullivan,MO,,0.0,2020-04-10 20:21:13.383716
Texas,MO,,0.0,2020-04-10 20:21:13.383716
Vernon,MO,,3.0,2020-04-10 20:21:13.383716
Warren,MO,,11.0,2020-04-10 20:21:13.383716
Washington,MO,,1.0,2020-04-10 20:21:13.383716
Wayne,MO,,0.0,2020-04-10 20:21:13.383716
Webster,MO,,3.0,2020-04-10 20:21:13.383716
Worth,MO,,1.0,2020-04-10 20:21:13.383716
Wright,MO,,7.0,2020-04-10 20:21:13.383716
Boone,MO,1.0,79.0,2020-04-11 19:53:51.889613
Buchanan,MO,1.0,20.0,2020-04-11 19:53:51.889613
Callaway,MO,1.0,20.0,2020-04-11 19:53:51.889613
Camden,MO,1.0,26.0,2020-04-11 19:53:51.889613
Cape Girardeau,MO,1.0,28.0,2020-04-11 19:53:51.889613
Carter,MO,1.0,3.0,2020-04-11 19:53:51.889613
Cass,MO,1.0,32.0,2020-04-11 19:53:51.889613
Clay,MO,1.0,46.0,2020-04-11 19:53:51.889613
Cole,MO,1.0,36.0,2020-04-11 19:53:51.889613
Franklin,MO,3.0,75.0,2020-04-11 19:53:51.889613
Greene,MO,7.0,71.0,2020-04-11 19:53:51.889613
Henry,MO,1.0,4.0,2020-04-11 19:53:51.889613
Jackson,MO,6.0,208.0,2020-04-11 19:53:51.889613
Jefferson,MO,3.0,115.0,2020-04-11 19:53:51.889613
Kansas City,MO,7.0,298.0,2020-04-11 19:53:51.889613
Lafayette,MO,1.0,27.0,2020-04-11 19:53:51.889613
Lincoln,MO,1.0,26.0,2020-04-11 19:53:51.889613
Pulaski,MO,1.0,10.0,2020-04-11 19:53:51.889613
St. Charles County,MO,10.0,,2020-04-11 19:53:51.889613
St. Francois,MO,1.0,21.0,2020-04-11 19:53:51.889613
St. Louis City,MO,14.0,585.0,2020-04-11 19:53:51.889613
St. Louis County,MO,42.0,1568.0,2020-04-11 19:53:51.889613
Ste. Genevieve,MO,1.0,,2020-04-11 19:53:51.889613
Taney,MO,1.0,7.0,2020-04-11 19:53:51.889613
TBD,MO,1.0,0.0,2020-04-11 19:53:51.889613
Adair,MO,,11.0,2020-04-11 19:53:51.889613
Andrew,MO,,1.0,2020-04-11 19:53:51.889613
Atchison,MO,,1.0,2020-04-11 19:53:51.889613
Barry,MO,,2.0,2020-04-11 19:53:51.889613
Bates,MO,,6.0,2020-04-11 19:53:51.889613
Benton,MO,,3.0,2020-04-11 19:53:51.889613
Bollinger,MO,,3.0,2020-04-11 19:53:51.889613
Butler,MO,,13.0,2020-04-11 19:53:51.889613
Caldwell,MO,,1.0,2020-04-11 19:53:51.889613
Cedar,MO,,5.0,2020-04-11 19:53:51.889613
Chariton,MO,,4.0,2020-04-11 19:53:51.889613
Christian,MO,,17.0,2020-04-11 19:53:51.889613
Clark,MO,,1.0,2020-04-11 19:53:51.889613
Clinton,MO,,11.0,2020-04-11 19:53:51.889613
Cooper,MO,,4.0,2020-04-11 19:53:51.889613
Crawford,MO,,4.0,2020-04-11 19:53:51.889613
Dallas,MO,,2.0,2020-04-11 19:53:51.889613
Dekalb,MO,,3.0,2020-04-11 19:53:51.889613
Dunklin,MO,,13.0,2020-04-11 19:53:51.889613
Gasconade,MO,,2.0,2020-04-11 19:53:51.889613
Gentry,MO,,1.0,2020-04-11 19:53:51.889613
Harrison,MO,,6.0,2020-04-11 19:53:51.889613
Howard,MO,,1.0,2020-04-11 19:53:51.889613
Howell,MO,,4.0,2020-04-11 19:53:51.889613
Iron,MO,,1.0,2020-04-11 19:53:51.889613
Jasper,MO,,13.0,2020-04-11 19:53:51.889613
Johnson,MO,,37.0,2020-04-11 19:53:51.889613
Joplin,MO,,4.0,2020-04-11 19:53:51.889613
Linn,MO,,3.0,2020-04-11 19:53:51.889613
Livingston,MO,,1.0,2020-04-11 19:53:51.889613
Macon,MO,,2.0,2020-04-11 19:53:51.889613
Madison,MO,,1.0,2020-04-11 19:53:51.889613
Maries,MO,,2.0,2020-04-11 19:53:51.889613
McDonald,MO,,3.0,2020-04-11 19:53:51.889613
Moniteau,MO,,3.0,2020-04-11 19:53:51.889613
Montgomery,MO,,6.0,2020-04-11 19:53:51.889613
Morgan,MO,,1.0,2020-04-11 19:53:51.889613
New Madrid,MO,,6.0,2020-04-11 19:53:51.889613
Newton,MO,,8.0,2020-04-11 19:53:51.889613
Nodaway,MO,,2.0,2020-04-11 19:53:51.889613
Oregon,MO,,1.0,2020-04-11 19:53:51.889613
Osage,MO,,4.0,2020-04-11 19:53:51.889613
Pemiscot,MO,,4.0,2020-04-11 19:53:51.889613
Perry,MO,,34.0,2020-04-11 19:53:51.889613
Pettis,MO,,3.0,2020-04-11 19:53:51.889613
Phelps,MO,,1.0,2020-04-11 19:53:51.889613
Pike,MO,,6.0,2020-04-11 19:53:51.889613
Platte,MO,,25.0,2020-04-11 19:53:51.889613
Polk,MO,,1.0,2020-04-11 19:53:51.889613
Ralls,MO,,1.0,2020-04-11 19:53:51.889613
Randolph,MO,,8.0,2020-04-11 19:53:51.889613
Ray,MO,,7.0,2020-04-11 19:53:51.889613
Reynolds,MO,,2.0,2020-04-11 19:53:51.889613
Ripley,MO,,3.0,2020-04-11 19:53:51.889613
Saline,MO,,22.0,2020-04-11 19:53:51.889613
Scotland,MO,,3.0,2020-04-11 19:53:51.889613
Scott,MO,,14.0,2020-04-11 19:53:51.889613
Shelby,MO,,1.0,2020-04-11 19:53:51.889613
St. Charles,MO,,320.0,2020-04-11 19:53:51.889613
St. Clair,MO,,2.0,2020-04-11 19:53:51.889613
Ste Genevieve,MO,,6.0,2020-04-11 19:53:51.889613
Stoddard,MO,,9.0,2020-04-11 19:53:51.889613
Stone,MO,,3.0,2020-04-11 19:53:51.889613
Vernon,MO,,3.0,2020-04-11 19:53:51.889613
Warren,MO,,11.0,2020-04-11 19:53:51.889613
Washington,MO,,1.0,2020-04-11 19:53:51.889613
Webster,MO,,4.0,2020-04-11 19:53:51.889613
Worth,MO,,1.0,2020-04-11 19:53:51.889613
Wright,MO,,7.0,2020-04-11 19:53:51.889613
Boone,MO,1.0,80.0,2020-04-12 20:39:46.568415
Buchanan,MO,1.0,20.0,2020-04-12 20:39:46.568415
Callaway,MO,1.0,20.0,2020-04-12 20:39:46.568415
Camden,MO,1.0,26.0,2020-04-12 20:39:46.568415
Cape Girardeau,MO,1.0,28.0,2020-04-12 20:39:46.568415
Carter,MO,1.0,3.0,2020-04-12 20:39:46.568415
Cass,MO,1.0,32.0,2020-04-12 20:39:46.568415
Clay,MO,1.0,48.0,2020-04-12 20:39:46.568415
Cole,MO,1.0,36.0,2020-04-12 20:39:46.568415
Franklin,MO,3.0,81.0,2020-04-12 20:39:46.568415
Greene,MO,7.0,71.0,2020-04-12 20:39:46.568415
Henry,MO,1.0,4.0,2020-04-12 20:39:46.568415
Jackson,MO,6.0,213.0,2020-04-12 20:39:46.568415
Jefferson,MO,3.0,115.0,2020-04-12 20:39:46.568415
Kansas City,MO,7.0,308.0,2020-04-12 20:39:46.568415
Lafayette,MO,1.0,27.0,2020-04-12 20:39:46.568415
Lincoln,MO,1.0,26.0,2020-04-12 20:39:46.568415
Pulaski,MO,1.0,10.0,2020-04-12 20:39:46.568415
St. Charles County,MO,10.0,,2020-04-12 20:39:46.568415
St. Francois,MO,1.0,23.0,2020-04-12 20:39:46.568415
St. Louis City,MO,15.0,614.0,2020-04-12 20:39:46.568415
St. Louis County,MO,42.0,1633.0,2020-04-12 20:39:46.568415
Ste. Genevieve,MO,1.0,,2020-04-12 20:39:46.568415
Taney,MO,1.0,7.0,2020-04-12 20:39:46.568415
TBD,MO,1.0,0.0,2020-04-12 20:39:46.568415
Adair,MO,,11.0,2020-04-12 20:39:46.568415
Andrew,MO,,1.0,2020-04-12 20:39:46.568415
Atchison,MO,,1.0,2020-04-12 20:39:46.568415
Barry,MO,,2.0,2020-04-12 20:39:46.568415
Bates,MO,,6.0,2020-04-12 20:39:46.568415
Benton,MO,,3.0,2020-04-12 20:39:46.568415
Bollinger,MO,,3.0,2020-04-12 20:39:46.568415
Butler,MO,,13.0,2020-04-12 20:39:46.568415
Caldwell,MO,,1.0,2020-04-12 20:39:46.568415
Cedar,MO,,5.0,2020-04-12 20:39:46.568415
Chariton,MO,,4.0,2020-04-12 20:39:46.568415
Christian,MO,,17.0,2020-04-12 20:39:46.568415
Clark,MO,,1.0,2020-04-12 20:39:46.568415
Clinton,MO,,11.0,2020-04-12 20:39:46.568415
Cooper,MO,,4.0,2020-04-12 20:39:46.568415
Crawford,MO,,4.0,2020-04-12 20:39:46.568415
Dallas,MO,,2.0,2020-04-12 20:39:46.568415
Dekalb,MO,,3.0,2020-04-12 20:39:46.568415
Dunklin,MO,,14.0,2020-04-12 20:39:46.568415
Gasconade,MO,,2.0,2020-04-12 20:39:46.568415
Gentry,MO,,1.0,2020-04-12 20:39:46.568415
Harrison,MO,,6.0,2020-04-12 20:39:46.568415
Howard,MO,,1.0,2020-04-12 20:39:46.568415
Howell,MO,,4.0,2020-04-12 20:39:46.568415
Iron,MO,,1.0,2020-04-12 20:39:46.568415
Jasper,MO,,13.0,2020-04-12 20:39:46.568415
Johnson,MO,,37.0,2020-04-12 20:39:46.568415
Joplin,MO,,5.0,2020-04-12 20:39:46.568415
Linn,MO,,3.0,2020-04-12 20:39:46.568415
Livingston,MO,,1.0,2020-04-12 20:39:46.568415
Macon,MO,,2.0,2020-04-12 20:39:46.568415
Madison,MO,,1.0,2020-04-12 20:39:46.568415
Maries,MO,,2.0,2020-04-12 20:39:46.568415
McDonald,MO,,3.0,2020-04-12 20:39:46.568415
Moniteau,MO,,3.0,2020-04-12 20:39:46.568415
Montgomery,MO,,6.0,2020-04-12 20:39:46.568415
Morgan,MO,,1.0,2020-04-12 20:39:46.568415
New Madrid,MO,,8.0,2020-04-12 20:39:46.568415
Newton,MO,,8.0,2020-04-12 20:39:46.568415
Nodaway,MO,,2.0,2020-04-12 20:39:46.568415
Oregon,MO,,1.0,2020-04-12 20:39:46.568415
Osage,MO,,4.0,2020-04-12 20:39:46.568415
Pemiscot,MO,,4.0,2020-04-12 20:39:46.568415
Perry,MO,,35.0,2020-04-12 20:39:46.568415
Pettis,MO,,3.0,2020-04-12 20:39:46.568415
Phelps,MO,,1.0,2020-04-12 20:39:46.568415
Pike,MO,,6.0,2020-04-12 20:39:46.568415
Platte,MO,,25.0,2020-04-12 20:39:46.568415
Polk,MO,,1.0,2020-04-12 20:39:46.568415
Ralls,MO,,1.0,2020-04-12 20:39:46.568415
Randolph,MO,,8.0,2020-04-12 20:39:46.568415
Ray,MO,,7.0,2020-04-12 20:39:46.568415
Reynolds,MO,,2.0,2020-04-12 20:39:46.568415
Ripley,MO,,3.0,2020-04-12 20:39:46.568415
Saline,MO,,22.0,2020-04-12 20:39:46.568415
Scotland,MO,,3.0,2020-04-12 20:39:46.568415
Scott,MO,,15.0,2020-04-12 20:39:46.568415
Shelby,MO,,1.0,2020-04-12 20:39:46.568415
St. Charles,MO,,328.0,2020-04-12 20:39:46.568415
St. Clair,MO,,2.0,2020-04-12 20:39:46.568415
Ste Genevieve,MO,,7.0,2020-04-12 20:39:46.568415
Stoddard,MO,,9.0,2020-04-12 20:39:46.568415
Stone,MO,,3.0,2020-04-12 20:39:46.568415
Vernon,MO,,3.0,2020-04-12 20:39:46.568415
Warren,MO,,12.0,2020-04-12 20:39:46.568415
Washington,MO,,1.0,2020-04-12 20:39:46.568415
Webster,MO,,4.0,2020-04-12 20:39:46.568415
Worth,MO,,1.0,2020-04-12 20:39:46.568415
Wright,MO,,7.0,2020-04-12 20:39:46.568415
County,stateAbbrev,Total_Deaths,Total,pullTime
Bates,MO,1.0,6.0,2020-04-13 21:05:46.822142
Boone,MO,1.0,82.0,2020-04-13 21:05:46.822142
Buchanan,MO,1.0,22.0,2020-04-13 21:05:46.822142
Callaway,MO,1.0,20.0,2020-04-13 21:05:46.822142
Camden,MO,1.0,26.0,2020-04-13 21:05:46.822142
Cape Girardeau,MO,1.0,30.0,2020-04-13 21:05:46.822142
Carter,MO,1.0,3.0,2020-04-13 21:05:46.822142
Cass,MO,2.0,36.0,2020-04-13 21:05:46.822142
Clay,MO,1.0,51.0,2020-04-13 21:05:46.822142
Cole,MO,1.0,37.0,2020-04-13 21:05:46.822142
Franklin,MO,3.0,84.0,2020-04-13 21:05:46.822142
Greene,MO,7.0,71.0,2020-04-13 21:05:46.822142
Henry,MO,1.0,4.0,2020-04-13 21:05:46.822142
Jackson,MO,6.0,223.0,2020-04-13 21:05:46.822142
Jefferson,MO,3.0,129.0,2020-04-13 21:05:46.822142
Kansas City,MO,7.0,329.0,2020-04-13 21:05:46.822142
Lafayette,MO,1.0,27.0,2020-04-13 21:05:46.822142
Lincoln,MO,1.0,26.0,2020-04-13 21:05:46.822142
Linn,MO,1.0,4.0,2020-04-13 21:05:46.822142
Pulaski,MO,1.0,10.0,2020-04-13 21:05:46.822142
St. Charles County,MO,10.0,,2020-04-13 21:05:46.822142
St. Francois,MO,1.0,23.0,2020-04-13 21:05:46.822142
St. Louis City,MO,17.0,639.0,2020-04-13 21:05:46.822142
St. Louis County,MO,42.0,1724.0,2020-04-13 21:05:46.822142
Ste. Genevieve,MO,1.0,7.0,2020-04-13 21:05:46.822142
Taney,MO,1.0,8.0,2020-04-13 21:05:46.822142
TBD,MO,0.0,1.0,2020-04-13 21:05:46.822142
Adair,MO,,11.0,2020-04-13 21:05:46.822142
Andrew,MO,,1.0,2020-04-13 21:05:46.822142
Atchison,MO,,1.0,2020-04-13 21:05:46.822142
Audrain,MO,,0.0,2020-04-13 21:05:46.822142
Barry,MO,,2.0,2020-04-13 21:05:46.822142
Barton,MO,,0.0,2020-04-13 21:05:46.822142
Benton,MO,,3.0,2020-04-13 21:05:46.822142
Bollinger,MO,,3.0,2020-04-13 21:05:46.822142
Butler,MO,,16.0,2020-04-13 21:05:46.822142
Caldwell,MO,,1.0,2020-04-13 21:05:46.822142
Carroll,MO,,0.0,2020-04-13 21:05:46.822142
Cedar,MO,,5.0,2020-04-13 21:05:46.822142
Chariton,MO,,4.0,2020-04-13 21:05:46.822142
Christian,MO,,17.0,2020-04-13 21:05:46.822142
Clark,MO,,1.0,2020-04-13 21:05:46.822142
Clinton,MO,,11.0,2020-04-13 21:05:46.822142
Cooper,MO,,4.0,2020-04-13 21:05:46.822142
Crawford,MO,,4.0,2020-04-13 21:05:46.822142
Dade,MO,,0.0,2020-04-13 21:05:46.822142
Dallas,MO,,2.0,2020-04-13 21:05:46.822142
Daviess,MO,,0.0,2020-04-13 21:05:46.822142
Dekalb,MO,,3.0,2020-04-13 21:05:46.822142
Dent,MO,,0.0,2020-04-13 21:05:46.822142
Douglas,MO,,0.0,2020-04-13 21:05:46.822142
Dunklin,MO,,16.0,2020-04-13 21:05:46.822142
Gasconade,MO,,2.0,2020-04-13 21:05:46.822142
Gentry,MO,,1.0,2020-04-13 21:05:46.822142
Grundy,MO,,0.0,2020-04-13 21:05:46.822142
Harrison,MO,,6.0,2020-04-13 21:05:46.822142
Hickory,MO,,0.0,2020-04-13 21:05:46.822142
Holt,MO,,0.0,2020-04-13 21:05:46.822142
Howard,MO,,2.0,2020-04-13 21:05:46.822142
Howell,MO,,4.0,2020-04-13 21:05:46.822142
Iron,MO,,1.0,2020-04-13 21:05:46.822142
Jasper,MO,,15.0,2020-04-13 21:05:46.822142
Johnson,MO,,39.0,2020-04-13 21:05:46.822142
Joplin,MO,,5.0,2020-04-13 21:05:46.822142
Knox,MO,,0.0,2020-04-13 21:05:46.822142
Laclede,MO,,0.0,2020-04-13 21:05:46.822142
Lawrence,MO,,0.0,2020-04-13 21:05:46.822142
Lewis,MO,,0.0,2020-04-13 21:05:46.822142
Livingston,MO,,1.0,2020-04-13 21:05:46.822142
Macon,MO,,2.0,2020-04-13 21:05:46.822142
Madison,MO,,1.0,2020-04-13 21:05:46.822142
Maries,MO,,2.0,2020-04-13 21:05:46.822142
Marion,MO,,0.0,2020-04-13 21:05:46.822142
McDonald,MO,,4.0,2020-04-13 21:05:46.822142
Mercer,MO,,0.0,2020-04-13 21:05:46.822142
Miller,MO,,0.0,2020-04-13 21:05:46.822142
Mississippi,MO,,0.0,2020-04-13 21:05:46.822142
Moniteau,MO,,3.0,2020-04-13 21:05:46.822142
Monroe,MO,,0.0,2020-04-13 21:05:46.822142
Montgomery,MO,,6.0,2020-04-13 21:05:46.822142
Morgan,MO,,1.0,2020-04-13 21:05:46.822142
New Madrid,MO,,8.0,2020-04-13 21:05:46.822142
Newton,MO,,8.0,2020-04-13 21:05:46.822142
Nodaway,MO,,2.0,2020-04-13 21:05:46.822142
Oregon,MO,,1.0,2020-04-13 21:05:46.822142
Osage,MO,,4.0,2020-04-13 21:05:46.822142
Ozark,MO,,0.0,2020-04-13 21:05:46.822142
Pemiscot,MO,,8.0,2020-04-13 21:05:46.822142
Perry,MO,,36.0,2020-04-13 21:05:46.822142
Pettis,MO,,3.0,2020-04-13 21:05:46.822142
Phelps,MO,,1.0,2020-04-13 21:05:46.822142
Pike,MO,,6.0,2020-04-13 21:05:46.822142
Platte,MO,,25.0,2020-04-13 21:05:46.822142
Polk,MO,,1.0,2020-04-13 21:05:46.822142
Putnam,MO,,0.0,2020-04-13 21:05:46.822142
Ralls,MO,,1.0,2020-04-13 21:05:46.822142
Randolph,MO,,8.0,2020-04-13 21:05:46.822142
Ray,MO,,7.0,2020-04-13 21:05:46.822142
Reynolds,MO,,2.0,2020-04-13 21:05:46.822142
Ripley,MO,,3.0,2020-04-13 21:05:46.822142
Saline,MO,,23.0,2020-04-13 21:05:46.822142
Schuyler,MO,,0.0,2020-04-13 21:05:46.822142
Scotland,MO,,3.0,2020-04-13 21:05:46.822142
Scott,MO,,24.0,2020-04-13 21:05:46.822142
Shannon,MO,,0.0,2020-04-13 21:05:46.822142
Shelby,MO,,1.0,2020-04-13 21:05:46.822142
St. Charles,MO,,346.0,2020-04-13 21:05:46.822142
St. Clair,MO,,2.0,2020-04-13 21:05:46.822142
Stoddard,MO,,11.0,2020-04-13 21:05:46.822142
Stone,MO,,3.0,2020-04-13 21:05:46.822142
Sullivan,MO,,0.0,2020-04-13 21:05:46.822142
Texas,MO,,0.0,2020-04-13 21:05:46.822142
Vernon,MO,,3.0,2020-04-13 21:05:46.822142
Warren,MO,,12.0,2020-04-13 21:05:46.822142
Washington,MO,,1.0,2020-04-13 21:05:46.822142
Wayne,MO,,0.0,2020-04-13 21:05:46.822142
Webster,MO,,4.0,2020-04-13 21:05:46.822142
Worth,MO,,1.0,2020-04-13 21:05:46.822142
Wright,MO,,8.0,2020-04-13 21:05:46.822142
County,stateAbbrev,Total_Deaths,Total,pullTime
Bates,MO,1.0,6.0,2020-04-13 21:09:40.883451
Boone,MO,1.0,82.0,2020-04-13 21:09:40.883451
Buchanan,MO,1.0,22.0,2020-04-13 21:09:40.883451
Callaway,MO,1.0,20.0,2020-04-13 21:09:40.883451
Camden,MO,1.0,26.0,2020-04-13 21:09:40.883451
Cape Girardeau,MO,1.0,30.0,2020-04-13 21:09:40.883451
Carter,MO,1.0,3.0,2020-04-13 21:09:40.883451
Cass,MO,2.0,36.0,2020-04-13 21:09:40.883451
Clay,MO,1.0,51.0,2020-04-13 21:09:40.883451
Cole,MO,1.0,37.0,2020-04-13 21:09:40.883451
Franklin,MO,3.0,84.0,2020-04-13 21:09:40.883451
Greene,MO,7.0,71.0,2020-04-13 21:09:40.883451
Henry,MO,1.0,4.0,2020-04-13 21:09:40.883451
Jackson,MO,6.0,223.0,2020-04-13 21:09:40.883451
Jefferson,MO,3.0,129.0,2020-04-13 21:09:40.883451
