Report Date,Race,Number of Cases,Number of Hospitalizations,Number of Deaths,Health District Name,Scrape_Time
Mount Rogers,5/7/2020,Other,6,1,0,2020-05-07 20:58:15.766223
Crater,5/7/2020,White,44,12,5,2020-05-07 20:58:15.766223
Alleghany,5/7/2020,Not Reported,35,1,0,2020-05-07 20:58:15.766223
Arlington,5/7/2020,Other,227,69,12,2020-05-07 20:58:15.766223
Piedmont,5/7/2020,White,128,4,2,2020-05-07 20:58:15.766223
Cumberland Plateau,5/7/2020,Other,0,0,0,2020-05-07 20:58:15.766223
Pittsylvania-Danville,5/7/2020,White,25,12,2,2020-05-07 20:58:15.766223
Roanoke,5/7/2020,Black or African American,14,4,0,2020-05-07 20:58:15.766223
Alleghany,5/7/2020,Black or African American,5,1,0,2020-05-07 20:58:15.766223
Richmond,5/7/2020,Not Reported,72,1,0,2020-05-07 20:58:15.766223
Central Virginia,5/7/2020,Other,0,0,0,2020-05-07 20:58:15.766223
Rappahannock,5/7/2020,Other,136,24,0,2020-05-07 20:58:15.766223
Roanoke,5/7/2020,Other,1,0,0,2020-05-07 20:58:15.766223
Piedmont,5/7/2020,Black or African American,128,19,1,2020-05-07 20:58:15.766223
Chesterfield,5/7/2020,Other,53,1,0,2020-05-07 20:58:15.766223
Portsmouth,5/7/2020,Black or African American,94,25,6,2020-05-07 20:58:15.766223
Portsmouth,5/7/2020,Not Reported,47,3,1,2020-05-07 20:58:15.766223
Norfolk,5/7/2020,Not Reported,35,0,0,2020-05-07 20:58:15.766223
Eastern Shore,5/7/2020,White,169,7,4,2020-05-07 20:58:15.766223
Eastern Shore,5/7/2020,Not Reported,51,0,0,2020-05-07 20:58:15.766223
Roanoke,5/7/2020,White,54,2,1,2020-05-07 20:58:15.766223
Three Rivers,5/7/2020,Other,9,1,0,2020-05-07 20:58:15.766223
Fairfax,5/7/2020,Other,1879,379,36,2020-05-07 20:58:15.766223
Henrico,5/7/2020,Not Reported,170,0,1,2020-05-07 20:58:15.766223
Lord Fairfax,5/7/2020,Other,71,8,0,2020-05-07 20:58:15.766223
Piedmont,5/7/2020,Other,2,0,0,2020-05-07 20:58:15.766223
Lenowisco,5/7/2020,Black or African American,0,0,0,2020-05-07 20:58:15.766223
Arlington,5/7/2020,White,305,63,22,2020-05-07 20:58:15.766223
Hampton,5/7/2020,Black or African American,79,22,3,2020-05-07 20:58:15.766223
Alexandria,5/7/2020,White,370,51,19,2020-05-07 20:58:15.766223
Hampton,5/7/2020,Not Reported,24,1,0,2020-05-07 20:58:15.766223
Mount Rogers,5/7/2020,White,115,14,4,2020-05-07 20:58:15.766223
Alexandria,5/7/2020,Not Reported,347,11,4,2020-05-07 20:58:15.766223
Chickahominy,5/7/2020,Black or African American,47,22,6,2020-05-07 20:58:15.766223
Chesapeake,5/7/2020,Black or African American,110,35,4,2020-05-07 20:58:15.766223
Western Tidewater,5/7/2020,Not Reported,110,1,1,2020-05-07 20:58:15.766223
Cumberland Plateau,5/7/2020,Not Reported,0,0,0,2020-05-07 20:58:15.766223
Western Tidewater,5/7/2020,Other,18,1,1,2020-05-07 20:58:15.766223
Loudoun,5/7/2020,Black or African American,60,7,0,2020-05-07 20:58:15.766223
Virginia Beach,5/7/2020,White,234,48,13,2020-05-07 20:58:15.766223
Chickahominy,5/7/2020,Other,4,2,0,2020-05-07 20:58:15.766223
New River,5/7/2020,Black or African American,6,1,0,2020-05-07 20:58:15.766223
Virginia Beach,5/7/2020,Not Reported,72,2,0,2020-05-07 20:58:15.766223
Rappahannock Rapidan,5/7/2020,Other,24,9,0,2020-05-07 20:58:15.766223
Piedmont,5/7/2020,Not Reported,88,3,0,2020-05-07 20:58:15.766223
Portsmouth,5/7/2020,Other,10,2,0,2020-05-07 20:58:15.766223
Pittsylvania-Danville,5/7/2020,Not Reported,8,2,0,2020-05-07 20:58:15.766223
West Piedmont,5/7/2020,Not Reported,7,0,0,2020-05-07 20:58:15.766223
Norfolk,5/7/2020,White,66,15,2,2020-05-07 20:58:15.766223
Hampton,5/7/2020,White,24,4,0,2020-05-07 20:58:15.766223
Western Tidewater,5/7/2020,Black or African American,200,31,9,2020-05-07 20:58:15.766223
Prince William,5/7/2020,Not Reported,1409,20,0,2020-05-07 20:58:15.766223
Fairfax,5/7/2020,White,1533,279,102,2020-05-07 20:58:15.766223
Lenowisco,5/7/2020,Other,1,0,0,2020-05-07 20:58:15.766223
Rappahannock Rapidan,5/7/2020,Not Reported,231,7,2,2020-05-07 20:58:15.766223
Three Rivers,5/7/2020,Black or African American,98,5,0,2020-05-07 20:58:15.766223
Henrico,5/7/2020,Black or African American,413,76,49,2020-05-07 20:58:15.766223
Lenowisco,5/7/2020,Not Reported,9,1,1,2020-05-07 20:58:15.766223
Chesapeake,5/7/2020,Other,28,5,3,2020-05-07 20:58:15.766223
Crater,5/7/2020,Not Reported,64,2,1,2020-05-07 20:58:15.766223
Chickahominy,5/7/2020,Not Reported,95,3,1,2020-05-07 20:58:15.766223
Eastern Shore,5/7/2020,Black or African American,379,21,5,2020-05-07 20:58:15.766223
Alexandria,5/7/2020,Other,184,28,1,2020-05-07 20:58:15.766223
Chesterfield,5/7/2020,Black or African American,189,31,7,2020-05-07 20:58:15.766223
Roanoke,5/7/2020,Not Reported,19,0,0,2020-05-07 20:58:15.766223
Rappahannock,5/7/2020,Black or African American,89,18,2,2020-05-07 20:58:15.766223
Lord Fairfax,5/7/2020,White,443,41,12,2020-05-07 20:58:15.766223
Three Rivers,5/7/2020,White,120,15,2,2020-05-07 20:58:15.766223
Central Virginia,5/7/2020,Not Reported,92,3,0,2020-05-07 20:58:15.766223
Eastern Shore,5/7/2020,Other,13,1,1,2020-05-07 20:58:15.766223
Crater,5/7/2020,Black or African American,158,48,7,2020-05-07 20:58:15.766223
Mount Rogers,5/7/2020,Black or African American,0,0,0,2020-05-07 20:58:15.766223
Central Shenandoah,5/7/2020,White,625,43,18,2020-05-07 20:58:15.766223
Southside,5/7/2020,White,39,9,5,2020-05-07 20:58:15.766223
Southside,5/8/2020,Not Reported,66,8,2,2020-05-08 22:05:44.102120
Chesapeake,5/8/2020,White,119,25,1,2020-05-08 22:05:44.102120
New River,5/8/2020,Other,0,0,0,2020-05-08 22:05:44.102120
Norfolk,5/8/2020,Black or African American,159,31,3,2020-05-08 22:05:44.102120
Central Shenandoah,5/8/2020,Other,169,9,2,2020-05-08 22:05:44.102120
Southside,5/8/2020,Other,23,1,2,2020-05-08 22:05:44.102120
Pittsylvania-Danville,5/8/2020,Other,0,0,0,2020-05-08 22:05:44.102120
Cumberland Plateau,5/8/2020,White,17,2,0,2020-05-08 22:05:44.102120
Rappahannock Rapidan,5/8/2020,Black or African American,20,5,1,2020-05-08 22:05:44.102120
Fairfax,5/8/2020,Not Reported,1379,87,66,2020-05-08 22:05:44.102120
Chesapeake,5/8/2020,Not Reported,55,3,1,2020-05-08 22:05:44.102120
Thomas Jefferson,5/8/2020,White,193,23,8,2020-05-08 22:05:44.102120
Richmond,5/8/2020,Other,76,15,1,2020-05-08 22:05:44.102120
Peninsula,5/8/2020,Black or African American,100,30,8,2020-05-08 22:05:44.102120
Henrico,5/8/2020,Other,70,9,3,2020-05-08 22:05:44.102120
Cumberland Plateau,5/8/2020,Black or African American,11,0,0,2020-05-08 22:05:44.102120
Loudoun,5/8/2020,Other,219,33,3,2020-05-08 22:05:44.102120
Crater,5/8/2020,Other,4,2,1,2020-05-08 22:05:44.102120
Arlington,5/8/2020,Black or African American,88,28,11,2020-05-08 22:05:44.102120
Alexandria,5/8/2020,Black or African American,168,37,5,2020-05-08 22:05:44.102120
Richmond,5/8/2020,Black or African American,244,54,16,2020-05-08 22:05:44.102120
Lord Fairfax,5/8/2020,Not Reported,96,2,2,2020-05-08 22:05:44.102120
Fairfax,5/8/2020,Black or African American,374,101,14,2020-05-08 22:05:44.102120
Thomas Jefferson,5/8/2020,Black or African American,99,32,4,2020-05-08 22:05:44.102120
West Piedmont,5/8/2020,White,36,4,0,2020-05-08 22:05:44.102120
Rappahannock,5/8/2020,Not Reported,243,19,0,2020-05-08 22:05:44.102120
Central Shenandoah,5/8/2020,Not Reported,183,2,1,2020-05-08 22:05:44.102120
Peninsula,5/8/2020,White,215,67,20,2020-05-08 22:05:44.102120
Rappahannock Rapidan,5/8/2020,White,168,16,6,2020-05-08 22:05:44.102120
Prince William,5/8/2020,White,595,142,30,2020-05-08 22:05:44.102120
New River,5/8/2020,Not Reported,28,1,0,2020-05-08 22:05:44.102120
Chesterfield,5/8/2020,Not Reported,345,3,8,2020-05-08 22:05:44.102120
Alleghany,5/8/2020,Other,1,0,0,2020-05-08 22:05:44.102120
Lenowisco,5/8/2020,White,31,13,2,2020-05-08 22:05:44.102120
Western Tidewater,5/8/2020,White,133,21,13,2020-05-08 22:05:44.102120
Hampton,5/8/2020,Other,5,1,0,2020-05-08 22:05:44.102120
Alleghany,5/8/2020,White,93,15,3,2020-05-08 22:05:44.102120
Prince William,5/8/2020,Other,627,92,6,2020-05-08 22:05:44.102120
Arlington,5/8/2020,Not Reported,646,64,8,2020-05-08 22:05:44.102120
West Piedmont,5/8/2020,Black or African American,7,2,0,2020-05-08 22:05:44.102120
Peninsula,5/8/2020,Other,20,6,1,2020-05-08 22:05:44.102120
Norfolk,5/8/2020,Other,15,4,0,2020-05-08 22:05:44.102120
Lord Fairfax,5/8/2020,Black or African American,26,3,1,2020-05-08 22:05:44.102120
Mount Rogers,5/8/2020,Not Reported,10,1,0,2020-05-08 22:05:44.102120
Central Virginia,5/8/2020,Black or African American,16,1,0,2020-05-08 22:05:44.102120
West Piedmont,5/8/2020,Other,2,1,1,2020-05-08 22:05:44.102120
Portsmouth,5/8/2020,White,44,7,1,2020-05-08 22:05:44.102120
Thomas Jefferson,5/8/2020,Not Reported,12,0,0,2020-05-08 22:05:44.102120
Three Rivers,5/8/2020,Not Reported,84,6,3,2020-05-08 22:05:44.102120
Virginia Beach,5/8/2020,Black or African American,102,17,2,2020-05-08 22:05:44.102120
Prince William,5/8/2020,Black or African American,253,52,14,2020-05-08 22:05:44.102120
Loudoun,5/8/2020,Not Reported,350,3,3,2020-05-08 22:05:44.102120
Loudoun,5/8/2020,White,439,65,23,2020-05-08 22:05:44.102120
Peninsula,5/8/2020,Not Reported,72,2,0,2020-05-08 22:05:44.102120
Pittsylvania-Danville,5/8/2020,Black or African American,23,6,0,2020-05-08 22:05:44.102120
Henrico,5/8/2020,White,380,63,57,2020-05-08 22:05:44.102120
Richmond,5/8/2020,White,95,15,1,2020-05-08 22:05:44.102120
Southside,5/8/2020,Black or African American,22,8,1,2020-05-08 22:05:44.102120
Chickahominy,5/8/2020,White,129,33,15,2020-05-08 22:05:44.102120
Thomas Jefferson,5/8/2020,Other,33,6,1,2020-05-08 22:05:44.102120
Virginia Beach,5/8/2020,Other,54,18,2,2020-05-08 22:05:44.102120
Central Shenandoah,5/8/2020,Black or African American,48,3,2,2020-05-08 22:05:44.102120
Chesterfield,5/8/2020,White,228,28,17,2020-05-08 22:05:44.102120
Central Virginia,5/8/2020,White,48,7,2,2020-05-08 22:05:44.102120
Rappahannock,5/8/2020,White,221,44,9,2020-05-08 22:05:44.102120
New River,5/8/2020,White,47,10,1,2020-05-08 22:05:44.102120
Mount Rogers,5/8/2020,Other,8,1,0,2020-05-08 22:05:44.102120
Crater,5/8/2020,White,44,12,5,2020-05-08 22:05:44.102120
Alleghany,5/8/2020,Not Reported,33,1,0,2020-05-08 22:05:44.102120
Arlington,5/8/2020,Other,237,71,14,2020-05-08 22:05:44.102120
Piedmont,5/8/2020,White,126,4,3,2020-05-08 22:05:44.102120
Cumberland Plateau,5/8/2020,Other,0,0,0,2020-05-08 22:05:44.102120
Pittsylvania-Danville,5/8/2020,White,25,13,2,2020-05-08 22:05:44.102120
Roanoke,5/8/2020,Black or African American,14,4,0,2020-05-08 22:05:44.102120
Alleghany,5/8/2020,Black or African American,5,1,0,2020-05-08 22:05:44.102120
Richmond,5/8/2020,Not Reported,79,1,0,2020-05-08 22:05:44.102120
Central Virginia,5/8/2020,Other,2,1,0,2020-05-08 22:05:44.102120
Rappahannock,5/8/2020,Other,160,30,0,2020-05-08 22:05:44.102120
Roanoke,5/8/2020,Other,2,0,0,2020-05-08 22:05:44.102120
Piedmont,5/8/2020,Black or African American,128,20,1,2020-05-08 22:05:44.102120
Chesterfield,5/8/2020,Other,60,1,0,2020-05-08 22:05:44.102120
Portsmouth,5/8/2020,Black or African American,92,25,6,2020-05-08 22:05:44.102120
Portsmouth,5/8/2020,Not Reported,43,3,1,2020-05-08 22:05:44.102120
Norfolk,5/8/2020,Not Reported,29,0,0,2020-05-08 22:05:44.102120
Eastern Shore,5/8/2020,White,170,7,5,2020-05-08 22:05:44.102120
Eastern Shore,5/8/2020,Not Reported,37,0,0,2020-05-08 22:05:44.102120
Roanoke,5/8/2020,White,58,2,1,2020-05-08 22:05:44.102120
Three Rivers,5/8/2020,Other,21,2,0,2020-05-08 22:05:44.102120
Fairfax,5/8/2020,Other,2104,419,43,2020-05-08 22:05:44.102120
Henrico,5/8/2020,Not Reported,168,0,1,2020-05-08 22:05:44.102120
Lord Fairfax,5/8/2020,Other,83,8,0,2020-05-08 22:05:44.102120
Piedmont,5/8/2020,Other,8,1,0,2020-05-08 22:05:44.102120
Lenowisco,5/8/2020,Black or African American,0,0,0,2020-05-08 22:05:44.102120
Arlington,5/8/2020,White,310,64,24,2020-05-08 22:05:44.102120
Hampton,5/8/2020,Black or African American,78,22,3,2020-05-08 22:05:44.102120
Alexandria,5/8/2020,White,384,51,19,2020-05-08 22:05:44.102120
Hampton,5/8/2020,Not Reported,27,1,0,2020-05-08 22:05:44.102120
Mount Rogers,5/8/2020,White,115,14,4,2020-05-08 22:05:44.102120
Alexandria,5/8/2020,Not Reported,367,11,4,2020-05-08 22:05:44.102120
Chickahominy,5/8/2020,Black or African American,48,22,6,2020-05-08 22:05:44.102120
Chesapeake,5/8/2020,Black or African American,113,35,4,2020-05-08 22:05:44.102120
Western Tidewater,5/8/2020,Not Reported,111,1,1,2020-05-08 22:05:44.102120
Cumberland Plateau,5/8/2020,Not Reported,0,0,0,2020-05-08 22:05:44.102120
Western Tidewater,5/8/2020,Other,25,2,1,2020-05-08 22:05:44.102120
Loudoun,5/8/2020,Black or African American,62,8,0,2020-05-08 22:05:44.102120
Virginia Beach,5/8/2020,White,238,47,13,2020-05-08 22:05:44.102120
Chickahominy,5/8/2020,Other,9,4,0,2020-05-08 22:05:44.102120
New River,5/8/2020,Black or African American,5,1,0,2020-05-08 22:05:44.102120
Virginia Beach,5/8/2020,Not Reported,75,2,0,2020-05-08 22:05:44.102120
Rappahannock Rapidan,5/8/2020,Other,28,9,0,2020-05-08 22:05:44.102120
Piedmont,5/8/2020,Not Reported,88,3,0,2020-05-08 22:05:44.102120
Portsmouth,5/8/2020,Other,15,2,0,2020-05-08 22:05:44.102120
Pittsylvania-Danville,5/8/2020,Not Reported,8,2,0,2020-05-08 22:05:44.102120
West Piedmont,5/8/2020,Not Reported,7,0,0,2020-05-08 22:05:44.102120
Norfolk,5/8/2020,White,71,15,2,2020-05-08 22:05:44.102120
Hampton,5/8/2020,White,25,4,0,2020-05-08 22:05:44.102120
Western Tidewater,5/8/2020,Black or African American,197,30,9,2020-05-08 22:05:44.102120
Prince William,5/8/2020,Not Reported,1468,21,0,2020-05-08 22:05:44.102120
Fairfax,5/8/2020,White,1557,289,111,2020-05-08 22:05:44.102120
Lenowisco,5/8/2020,Other,1,0,0,2020-05-08 22:05:44.102120
Rappahannock Rapidan,5/8/2020,Not Reported,245,8,2,2020-05-08 22:05:44.102120
Three Rivers,5/8/2020,Black or African American,96,5,0,2020-05-08 22:05:44.102120
Henrico,5/8/2020,Black or African American,414,76,49,2020-05-08 22:05:44.102120
Lenowisco,5/8/2020,Not Reported,9,1,1,2020-05-08 22:05:44.102120
Chesapeake,5/8/2020,Other,29,5,3,2020-05-08 22:05:44.102120
Crater,5/8/2020,Not Reported,64,2,1,2020-05-08 22:05:44.102120
Chickahominy,5/8/2020,Not Reported,95,3,1,2020-05-08 22:05:44.102120
Eastern Shore,5/8/2020,Black or African American,389,23,6,2020-05-08 22:05:44.102120
Alexandria,5/8/2020,Other,191,30,1,2020-05-08 22:05:44.102120
Chesterfield,5/8/2020,Black or African American,191,32,7,2020-05-08 22:05:44.102120
Roanoke,5/8/2020,Not Reported,17,0,0,2020-05-08 22:05:44.102120
Rappahannock,5/8/2020,Black or African American,83,18,2,2020-05-08 22:05:44.102120
Lord Fairfax,5/8/2020,White,459,42,14,2020-05-08 22:05:44.102120
Three Rivers,5/8/2020,White,110,15,3,2020-05-08 22:05:44.102120
Central Virginia,5/8/2020,Not Reported,88,3,0,2020-05-08 22:05:44.102120
Eastern Shore,5/8/2020,Other,16,1,1,2020-05-08 22:05:44.102120
Crater,5/8/2020,Black or African American,156,47,7,2020-05-08 22:05:44.102120
Mount Rogers,5/8/2020,Black or African American,0,0,0,2020-05-08 22:05:44.102120
Central Shenandoah,5/8/2020,White,607,43,18,2020-05-08 22:05:44.102120
Southside,5/8/2020,White,37,10,5,2020-05-08 22:05:44.102120
Crater,5/9/2020,White,44,12,5,2020-05-09 20:29:19.043236
Alleghany,5/9/2020,Not Reported,34,1,0,2020-05-09 20:29:19.043236
Arlington,5/9/2020,Other,255,88,16,2020-05-09 20:29:19.043236
Piedmont,5/9/2020,White,127,4,3,2020-05-09 20:29:19.043236
Cumberland Plateau,5/9/2020,Other,0,0,0,2020-05-09 20:29:19.043236
Pittsylvania-Danville,5/9/2020,White,25,13,2,2020-05-09 20:29:19.043236
Roanoke,5/9/2020,Black or African American,14,4,0,2020-05-09 20:29:19.043236
Alleghany,5/9/2020,Black or African American,5,1,0,2020-05-09 20:29:19.043236
Richmond,5/9/2020,Not Reported,79,1,0,2020-05-09 20:29:19.043236
Central Virginia,5/9/2020,Other,2,1,0,2020-05-09 20:29:19.043236
Rappahannock,5/9/2020,Other,168,33,0,2020-05-09 20:29:19.043236
Roanoke,5/9/2020,Other,2,0,0,2020-05-09 20:29:19.043236
Piedmont,5/9/2020,Black or African American,130,21,1,2020-05-09 20:29:19.043236
Chesterfield,5/9/2020,Other,64,1,0,2020-05-09 20:29:19.043236
Portsmouth,5/9/2020,Black or African American,95,26,6,2020-05-09 20:29:19.043236
Portsmouth,5/9/2020,Not Reported,47,3,1,2020-05-09 20:29:19.043236
Norfolk,5/9/2020,Not Reported,33,0,0,2020-05-09 20:29:19.043236
Eastern Shore,5/9/2020,White,180,8,5,2020-05-09 20:29:19.043236
Eastern Shore,5/9/2020,Not Reported,63,0,0,2020-05-09 20:29:19.043236
Roanoke,5/9/2020,White,59,2,1,2020-05-09 20:29:19.043236
Three Rivers,5/9/2020,Other,21,2,0,2020-05-09 20:29:19.043236
Fairfax,5/9/2020,Other,2198,430,44,2020-05-09 20:29:19.043236
Henrico,5/9/2020,Not Reported,171,0,1,2020-05-09 20:29:19.043236
Lord Fairfax,5/9/2020,Other,90,9,0,2020-05-09 20:29:19.043236
Piedmont,5/9/2020,Other,8,1,0,2020-05-09 20:29:19.043236
Lenowisco,5/9/2020,Black or African American,0,0,0,2020-05-09 20:29:19.043236
Hampton,5/9/2020,Other,6,2,0,2020-05-09 20:29:19.043236
Alleghany,5/9/2020,White,93,17,3,2020-05-09 20:29:19.043236
Prince William,5/9/2020,Other,653,95,7,2020-05-09 20:29:19.043236
Arlington,5/9/2020,Not Reported,654,68,8,2020-05-09 20:29:19.043236
West Piedmont,5/9/2020,Black or African American,8,3,0,2020-05-09 20:29:19.043236
Peninsula,5/9/2020,Other,21,6,1,2020-05-09 20:29:19.043236
Norfolk,5/9/2020,Other,17,4,0,2020-05-09 20:29:19.043236
Lord Fairfax,5/9/2020,Black or African American,26,3,1,2020-05-09 20:29:19.043236
Mount Rogers,5/9/2020,Not Reported,10,1,0,2020-05-09 20:29:19.043236
Central Virginia,5/9/2020,Black or African American,17,1,0,2020-05-09 20:29:19.043236
West Piedmont,5/9/2020,Other,2,1,1,2020-05-09 20:29:19.043236
Portsmouth,5/9/2020,White,44,7,1,2020-05-09 20:29:19.043236
Thomas Jefferson,5/9/2020,Not Reported,12,0,0,2020-05-09 20:29:19.043236
Three Rivers,5/9/2020,Not Reported,83,4,3,2020-05-09 20:29:19.043236
Virginia Beach,5/9/2020,Black or African American,109,17,2,2020-05-09 20:29:19.043236
Prince William,5/9/2020,Black or African American,257,52,14,2020-05-09 20:29:19.043236
Loudoun,5/9/2020,Not Reported,383,3,3,2020-05-09 20:29:19.043236
Loudoun,5/9/2020,White,449,65,23,2020-05-09 20:29:19.043236
Peninsula,5/9/2020,Not Reported,60,2,0,2020-05-09 20:29:19.043236
Pittsylvania-Danville,5/9/2020,Black or African American,23,6,0,2020-05-09 20:29:19.043236
Henrico,5/9/2020,White,385,63,57,2020-05-09 20:29:19.043236
Richmond,5/9/2020,White,100,15,1,2020-05-09 20:29:19.043236
Southside,5/9/2020,Black or African American,22,8,1,2020-05-09 20:29:19.043236
Chickahominy,5/9/2020,White,134,35,15,2020-05-09 20:29:19.043236
Thomas Jefferson,5/9/2020,Other,34,6,1,2020-05-09 20:29:19.043236
Virginia Beach,5/9/2020,Other,55,19,2,2020-05-09 20:29:19.043236
Central Shenandoah,5/9/2020,Black or African American,49,3,2,2020-05-09 20:29:19.043236
Chesterfield,5/9/2020,White,236,29,17,2020-05-09 20:29:19.043236
Central Virginia,5/9/2020,White,54,8,2,2020-05-09 20:29:19.043236
Rappahannock,5/9/2020,White,224,44,10,2020-05-09 20:29:19.043236
New River,5/9/2020,White,53,10,1,2020-05-09 20:29:19.043236
Mount Rogers,5/9/2020,Other,9,1,0,2020-05-09 20:29:19.043236
Hampton,5/9/2020,White,27,4,0,2020-05-09 20:29:19.043236
Western Tidewater,5/9/2020,Black or African American,199,30,9,2020-05-09 20:29:19.043236
Prince William,5/9/2020,Not Reported,1509,21,0,2020-05-09 20:29:19.043236
Fairfax,5/9/2020,White,1634,300,115,2020-05-09 20:29:19.043236
Lenowisco,5/9/2020,Other,1,0,0,2020-05-09 20:29:19.043236
Rappahannock Rapidan,5/9/2020,Not Reported,256,8,2,2020-05-09 20:29:19.043236
Three Rivers,5/9/2020,Black or African American,103,7,0,2020-05-09 20:29:19.043236
Henrico,5/9/2020,Black or African American,420,77,48,2020-05-09 20:29:19.043236
Lenowisco,5/9/2020,Not Reported,9,1,1,2020-05-09 20:29:19.043236
Chesapeake,5/9/2020,Other,31,5,3,2020-05-09 20:29:19.043236
Crater,5/9/2020,Not Reported,65,2,1,2020-05-09 20:29:19.043236
Chickahominy,5/9/2020,Not Reported,91,3,1,2020-05-09 20:29:19.043236
Eastern Shore,5/9/2020,Black or African American,396,23,6,2020-05-09 20:29:19.043236
Alexandria,5/9/2020,Other,198,33,1,2020-05-09 20:29:19.043236
Chesterfield,5/9/2020,Black or African American,193,33,7,2020-05-09 20:29:19.043236
Roanoke,5/9/2020,Not Reported,18,0,0,2020-05-09 20:29:19.043236
Rappahannock,5/9/2020,Black or African American,87,18,2,2020-05-09 20:29:19.043236
Lord Fairfax,5/9/2020,White,482,47,17,2020-05-09 20:29:19.043236
Three Rivers,5/9/2020,White,113,15,3,2020-05-09 20:29:19.043236
Central Virginia,5/9/2020,Not Reported,83,3,0,2020-05-09 20:29:19.043236
Eastern Shore,5/9/2020,Other,16,1,1,2020-05-09 20:29:19.043236
Crater,5/9/2020,Black or African American,156,47,7,2020-05-09 20:29:19.043236
Mount Rogers,5/9/2020,Black or African American,0,0,0,2020-05-09 20:29:19.043236
Central Shenandoah,5/9/2020,White,630,46,18,2020-05-09 20:29:19.043236
Southside,5/9/2020,White,37,10,5,2020-05-09 20:29:19.043236
