Health District Name,Report Date,Sex,Number of Cases,Number of Hospitalizations,Number of Deaths,Scrape_Time
Chesterfield,5/17/2020,Female,569,32,17,2020-05-17 19:56:32.395010
Fairfax,5/17/2020,Male,3858,619,149,2020-05-17 19:56:32.395010
Crater,5/17/2020,Male,183,30,4,2020-05-17 19:56:32.395010
Central Virginia,5/17/2020,Not Reported,0,0,0,2020-05-17 19:56:32.395010
Prince William,5/17/2020,Female,2155,198,43,2020-05-17 19:56:32.395010
Virginia Beach,5/17/2020,Female,305,38,7,2020-05-17 19:56:32.395010
Norfolk,5/17/2020,Female,171,28,1,2020-05-17 19:56:32.395010
Three Rivers,5/17/2020,Female,115,17,5,2020-05-17 19:56:32.395010
Arlington,5/17/2020,Male,812,173,40,2020-05-17 19:56:32.395010
Central Shenandoah,5/17/2020,Female,634,47,10,2020-05-17 19:56:32.395010
Southside,5/17/2020,Female,139,17,9,2020-05-17 19:56:32.395010
Southside,5/18/2020,Not Reported,3,0,0,2020-05-18 20:20:09.175888
Chesapeake,5/18/2020,Female,222,41,4,2020-05-18 20:20:09.175888
Richmond,5/18/2020,Female,368,47,4,2020-05-18 20:20:09.175888
Roanoke,5/18/2020,Male,52,4,2,2020-05-18 20:20:09.175888
Fairfax,5/18/2020,Not Reported,58,4,1,2020-05-18 20:20:09.175888
Thomas Jefferson,5/18/2020,Female,211,36,5,2020-05-18 20:20:09.175888
Chesapeake,5/18/2020,Not Reported,0,0,0,2020-05-18 20:20:09.175888
Cumberland Plateau,5/18/2020,Male,14,1,0,2020-05-18 20:20:09.175888
Eastern Shore,5/18/2020,Female,461,18,9,2020-05-18 20:20:09.175888
Lord Fairfax,5/18/2020,Not Reported,9,0,0,2020-05-18 20:20:09.175888
Rappahannock,5/18/2020,Not Reported,4,0,0,2020-05-18 20:20:09.175888
Central Shenandoah,5/18/2020,Not Reported,0,0,0,2020-05-18 20:20:09.175888
Peninsula,5/18/2020,Male,242,60,12,2020-05-18 20:20:09.175888
Norfolk,5/18/2020,Male,184,28,4,2020-05-18 20:20:09.175888
Alexandria,5/18/2020,Female,774,73,18,2020-05-18 20:20:09.175888
Lenowisco,5/18/2020,Male,22,8,3,2020-05-18 20:20:09.175888
Pittsylvania-Danville,5/18/2020,Female,41,14,1,2020-05-18 20:20:09.175888
New River,5/18/2020,Not Reported,1,0,0,2020-05-18 20:20:09.175888
Chesterfield,5/18/2020,Not Reported,22,0,0,2020-05-18 20:20:09.175888
Loudoun,5/18/2020,Male,732,77,21,2020-05-18 20:20:09.175888
Rappahannock Rapidan,5/18/2020,Female,322,21,4,2020-05-18 20:20:09.175888
Piedmont,5/18/2020,Female,113,12,1,2020-05-18 20:20:09.175888
Richmond,5/18/2020,Male,401,67,12,2020-05-18 20:20:09.175888
Crater,5/18/2020,Female,204,45,10,2020-05-18 20:20:09.175888
Portsmouth,5/18/2020,Female,106,21,4,2020-05-18 20:20:09.175888
Arlington,5/18/2020,Not Reported,8,0,0,2020-05-18 20:20:09.175888
Mount Rogers,5/18/2020,Not Reported,1,0,0,2020-05-18 20:20:09.175888
Thomas Jefferson,5/18/2020,Not Reported,1,0,0,2020-05-18 20:20:09.175888
Three Rivers,5/18/2020,Not Reported,1,0,0,2020-05-18 20:20:09.175888
Hampton,5/18/2020,Male,71,19,2,2020-05-18 20:20:09.175888
Alleghany,5/18/2020,Male,66,15,3,2020-05-18 20:20:09.175888
Roanoke,5/18/2020,Female,76,3,6,2020-05-18 20:20:09.175888
Loudoun,5/18/2020,Not Reported,3,0,0,2020-05-18 20:20:09.175888
Fairfax,5/18/2020,Female,3910,485,140,2020-05-18 20:20:09.175888
Western Tidewater,5/18/2020,Male,283,40,18,2020-05-18 20:20:09.175888
Peninsula,5/18/2020,Not Reported,3,0,0,2020-05-18 20:20:09.175888
New River,5/18/2020,Male,40,8,1,2020-05-18 20:20:09.175888
Central Shenandoah,5/18/2020,Male,552,41,14,2020-05-18 20:20:09.175888
Southside,5/18/2020,Male,72,17,8,2020-05-18 20:20:09.175888
Chesterfield,5/18/2020,Male,507,40,19,2020-05-18 20:20:09.175888
Arlington,5/18/2020,Female,792,148,35,2020-05-18 20:20:09.175888
Rappahannock,5/18/2020,Male,478,73,10,2020-05-18 20:20:09.175888
Central Virginia,5/18/2020,Male,102,10,3,2020-05-18 20:20:09.175888
Alleghany,5/18/2020,Not Reported,1,0,0,2020-05-18 20:20:09.175888
Henrico,5/18/2020,Male,531,88,55,2020-05-18 20:20:09.175888
Thomas Jefferson,5/18/2020,Male,172,30,8,2020-05-18 20:20:09.175888
Lord Fairfax,5/18/2020,Male,401,38,15,2020-05-18 20:20:09.175888
Three Rivers,5/18/2020,Male,311,13,1,2020-05-18 20:20:09.175888
Richmond,5/18/2020,Not Reported,10,1,2,2020-05-18 20:20:09.175888
Pittsylvania-Danville,5/18/2020,Male,27,9,1,2020-05-18 20:20:09.175888
Portsmouth,5/18/2020,Not Reported,2,0,0,2020-05-18 20:20:09.175888
Norfolk,5/18/2020,Not Reported,0,0,0,2020-05-18 20:20:09.175888
Chesapeake,5/18/2020,Male,165,37,6,2020-05-18 20:20:09.175888
Chickahominy,5/18/2020,Female,217,38,13,2020-05-18 20:20:09.175888
Prince William,5/18/2020,Male,2328,225,35,2020-05-18 20:20:09.175888
Eastern Shore,5/18/2020,Not Reported,5,0,0,2020-05-18 20:20:09.175888
Eastern Shore,5/18/2020,Male,422,26,9,2020-05-18 20:20:09.175888
Rappahannock Rapidan,5/18/2020,Male,375,35,7,2020-05-18 20:20:09.175888
Henrico,5/18/2020,Not Reported,1,0,0,2020-05-18 20:20:09.175888
Cumberland Plateau,5/18/2020,Female,16,1,0,2020-05-18 20:20:09.175888
West Piedmont,5/18/2020,Male,38,8,2,2020-05-18 20:20:09.175888
Hampton,5/18/2020,Not Reported,2,0,0,2020-05-18 20:20:09.175888
Alexandria,5/18/2020,Not Reported,5,0,0,2020-05-18 20:20:09.175888
Western Tidewater,5/18/2020,Not Reported,3,0,0,2020-05-18 20:20:09.175888
Cumberland Plateau,5/18/2020,Not Reported,0,0,0,2020-05-18 20:20:09.175888
Virginia Beach,5/18/2020,Male,245,48,12,2020-05-18 20:20:09.175888
Alleghany,5/18/2020,Female,97,8,3,2020-05-18 20:20:09.175888
Lenowisco,5/18/2020,Female,20,7,1,2020-05-18 20:20:09.175888
Virginia Beach,5/18/2020,Not Reported,2,0,0,2020-05-18 20:20:09.175888
Western Tidewater,5/18/2020,Female,271,17,10,2020-05-18 20:20:09.175888
Mount Rogers,5/18/2020,Male,115,11,4,2020-05-18 20:20:09.175888
Lord Fairfax,5/18/2020,Female,488,42,19,2020-05-18 20:20:09.175888
Piedmont,5/18/2020,Not Reported,0,0,0,2020-05-18 20:20:09.175888
Alexandria,5/18/2020,Male,731,89,16,2020-05-18 20:20:09.175888
Pittsylvania-Danville,5/18/2020,Not Reported,0,0,0,2020-05-18 20:20:09.175888
West Piedmont,5/18/2020,Not Reported,1,0,0,2020-05-18 20:20:09.175888
Loudoun,5/18/2020,Female,751,62,27,2020-05-18 20:20:09.175888
Hampton,5/18/2020,Female,90,11,1,2020-05-18 20:20:09.175888
Henrico,5/18/2020,Female,740,83,58,2020-05-18 20:20:09.175888
Prince William,5/18/2020,Not Reported,31,1,0,2020-05-18 20:20:09.175888
Chickahominy,5/18/2020,Male,142,36,13,2020-05-18 20:20:09.175888
Rappahannock Rapidan,5/18/2020,Not Reported,10,0,0,2020-05-18 20:20:09.175888
Peninsula,5/18/2020,Female,261,52,19,2020-05-18 20:20:09.175888
Lenowisco,5/18/2020,Not Reported,0,0,0,2020-05-18 20:20:09.175888
Crater,5/18/2020,Not Reported,3,2,0,2020-05-18 20:20:09.175888
Chickahominy,5/18/2020,Not Reported,3,0,0,2020-05-18 20:20:09.175888
Portsmouth,5/18/2020,Male,120,18,6,2020-05-18 20:20:09.175888
New River,5/18/2020,Female,47,4,0,2020-05-18 20:20:09.175888
Rappahannock,5/18/2020,Female,507,51,4,2020-05-18 20:20:09.175888
Central Virginia,5/18/2020,Female,76,6,0,2020-05-18 20:20:09.175888
Roanoke,5/18/2020,Not Reported,0,0,0,2020-05-18 20:20:09.175888
West Piedmont,5/18/2020,Female,50,5,1,2020-05-18 20:20:09.175888
Mount Rogers,5/18/2020,Female,119,6,0,2020-05-18 20:20:09.175888
Piedmont,5/18/2020,Male,463,26,4,2020-05-18 20:20:09.175888
Chesterfield,5/18/2020,Female,573,32,17,2020-05-18 20:20:09.175888
Fairfax,5/18/2020,Male,3966,626,150,2020-05-18 20:20:09.175888
Crater,5/18/2020,Male,198,30,4,2020-05-18 20:20:09.175888
Central Virginia,5/18/2020,Not Reported,0,0,0,2020-05-18 20:20:09.175888
Prince William,5/18/2020,Female,2226,201,43,2020-05-18 20:20:09.175888
Virginia Beach,5/18/2020,Female,310,38,7,2020-05-18 20:20:09.175888
Norfolk,5/18/2020,Female,177,28,1,2020-05-18 20:20:09.175888
Three Rivers,5/18/2020,Female,116,17,5,2020-05-18 20:20:09.175888
Arlington,5/18/2020,Male,838,175,42,2020-05-18 20:20:09.175888
Central Shenandoah,5/18/2020,Female,648,48,10,2020-05-18 20:20:09.175888
Southside,5/18/2020,Female,141,17,9,2020-05-18 20:20:09.175888
Southside,5/19/2020,Not Reported,3,0,0,2020-05-19 20:00:52.828849
Chesapeake,5/19/2020,Female,225,41,4,2020-05-19 20:00:52.828849
Richmond,5/19/2020,Female,383,49,5,2020-05-19 20:00:52.828849
Roanoke,5/19/2020,Male,56,4,2,2020-05-19 20:00:52.828849
Fairfax,5/19/2020,Not Reported,59,4,1,2020-05-19 20:00:52.828849
Thomas Jefferson,5/19/2020,Female,212,36,5,2020-05-19 20:00:52.828849
Chesapeake,5/19/2020,Not Reported,0,0,0,2020-05-19 20:00:52.828849
Cumberland Plateau,5/19/2020,Male,14,1,0,2020-05-19 20:00:52.828849
Eastern Shore,5/19/2020,Female,471,22,9,2020-05-19 20:00:52.828849
Lord Fairfax,5/19/2020,Not Reported,8,0,0,2020-05-19 20:00:52.828849
Rappahannock,5/19/2020,Not Reported,4,0,0,2020-05-19 20:00:52.828849
Central Shenandoah,5/19/2020,Not Reported,0,0,0,2020-05-19 20:00:52.828849
Peninsula,5/19/2020,Male,243,60,12,2020-05-19 20:00:52.828849
Norfolk,5/19/2020,Male,187,28,5,2020-05-19 20:00:52.828849
Alexandria,5/19/2020,Female,792,74,18,2020-05-19 20:00:52.828849
Lenowisco,5/19/2020,Male,22,8,3,2020-05-19 20:00:52.828849
Pittsylvania-Danville,5/19/2020,Female,42,14,1,2020-05-19 20:00:52.828849
New River,5/19/2020,Not Reported,1,0,0,2020-05-19 20:00:52.828849
Chesterfield,5/19/2020,Not Reported,28,0,0,2020-05-19 20:00:52.828849
Loudoun,5/19/2020,Male,747,77,21,2020-05-19 20:00:52.828849
Rappahannock Rapidan,5/19/2020,Female,376,21,4,2020-05-19 20:00:52.828849
Piedmont,5/19/2020,Female,118,13,1,2020-05-19 20:00:52.828849
Richmond,5/19/2020,Male,417,68,12,2020-05-19 20:00:52.828849
Crater,5/19/2020,Female,224,47,10,2020-05-19 20:00:52.828849
Portsmouth,5/19/2020,Female,112,21,4,2020-05-19 20:00:52.828849
Arlington,5/19/2020,Not Reported,10,0,0,2020-05-19 20:00:52.828849
Mount Rogers,5/19/2020,Not Reported,1,0,0,2020-05-19 20:00:52.828849
Thomas Jefferson,5/19/2020,Not Reported,1,0,0,2020-05-19 20:00:52.828849
Three Rivers,5/19/2020,Not Reported,1,0,0,2020-05-19 20:00:52.828849
Hampton,5/19/2020,Male,71,19,2,2020-05-19 20:00:52.828849
Alleghany,5/19/2020,Male,67,15,3,2020-05-19 20:00:52.828849
Roanoke,5/19/2020,Female,79,3,6,2020-05-19 20:00:52.828849
Loudoun,5/19/2020,Not Reported,3,0,0,2020-05-19 20:00:52.828849
Fairfax,5/19/2020,Female,3993,491,143,2020-05-19 20:00:52.828849
Western Tidewater,5/19/2020,Male,283,40,19,2020-05-19 20:00:52.828849
Peninsula,5/19/2020,Not Reported,3,0,0,2020-05-19 20:00:52.828849
New River,5/19/2020,Male,40,8,1,2020-05-19 20:00:52.828849
Central Shenandoah,5/19/2020,Male,566,43,15,2020-05-19 20:00:52.828849
Southside,5/19/2020,Male,77,17,8,2020-05-19 20:00:52.828849
Chesterfield,5/19/2020,Male,522,40,19,2020-05-19 20:00:52.828849
Arlington,5/19/2020,Female,813,152,37,2020-05-19 20:00:52.828849
Rappahannock,5/19/2020,Male,498,73,10,2020-05-19 20:00:52.828849
Central Virginia,5/19/2020,Male,101,10,3,2020-05-19 20:00:52.828849
Alleghany,5/19/2020,Not Reported,1,0,0,2020-05-19 20:00:52.828849
Henrico,5/19/2020,Male,543,88,56,2020-05-19 20:00:52.828849
Thomas Jefferson,5/19/2020,Male,174,30,8,2020-05-19 20:00:52.828849
Lord Fairfax,5/19/2020,Male,416,42,16,2020-05-19 20:00:52.828849
Three Rivers,5/19/2020,Male,313,13,1,2020-05-19 20:00:52.828849
Richmond,5/19/2020,Not Reported,11,1,2,2020-05-19 20:00:52.828849
Pittsylvania-Danville,5/19/2020,Male,28,9,1,2020-05-19 20:00:52.828849
Portsmouth,5/19/2020,Not Reported,2,0,0,2020-05-19 20:00:52.828849
Norfolk,5/19/2020,Not Reported,0,0,0,2020-05-19 20:00:52.828849
Chesapeake,5/19/2020,Male,171,37,6,2020-05-19 20:00:52.828849
Chickahominy,5/19/2020,Female,221,38,13,2020-05-19 20:00:52.828849
Prince William,5/19/2020,Male,2444,240,36,2020-05-19 20:00:52.828849
Eastern Shore,5/19/2020,Not Reported,5,0,0,2020-05-19 20:00:52.828849
Eastern Shore,5/19/2020,Male,429,29,11,2020-05-19 20:00:52.828849
Rappahannock Rapidan,5/19/2020,Male,413,37,7,2020-05-19 20:00:52.828849
Henrico,5/19/2020,Not Reported,1,0,0,2020-05-19 20:00:52.828849
Cumberland Plateau,5/19/2020,Female,18,1,0,2020-05-19 20:00:52.828849
West Piedmont,5/19/2020,Male,44,8,2,2020-05-19 20:00:52.828849
Hampton,5/19/2020,Not Reported,2,0,0,2020-05-19 20:00:52.828849
Alexandria,5/19/2020,Not Reported,5,0,0,2020-05-19 20:00:52.828849
Western Tidewater,5/19/2020,Not Reported,3,0,0,2020-05-19 20:00:52.828849
Cumberland Plateau,5/19/2020,Not Reported,0,0,0,2020-05-19 20:00:52.828849
Virginia Beach,5/19/2020,Male,248,49,12,2020-05-19 20:00:52.828849
Alleghany,5/19/2020,Female,99,8,3,2020-05-19 20:00:52.828849
Lenowisco,5/19/2020,Female,20,7,1,2020-05-19 20:00:52.828849
Virginia Beach,5/19/2020,Not Reported,2,0,0,2020-05-19 20:00:52.828849
Western Tidewater,5/19/2020,Female,271,17,12,2020-05-19 20:00:52.828849
Mount Rogers,5/19/2020,Male,116,12,4,2020-05-19 20:00:52.828849
Lord Fairfax,5/19/2020,Female,511,46,19,2020-05-19 20:00:52.828849
Piedmont,5/19/2020,Not Reported,0,0,0,2020-05-19 20:00:52.828849
Alexandria,5/19/2020,Male,747,94,16,2020-05-19 20:00:52.828849
Pittsylvania-Danville,5/19/2020,Not Reported,0,0,0,2020-05-19 20:00:52.828849
West Piedmont,5/19/2020,Not Reported,0,0,0,2020-05-19 20:00:52.828849
Loudoun,5/19/2020,Female,777,63,27,2020-05-19 20:00:52.828849
Hampton,5/19/2020,Female,91,11,1,2020-05-19 20:00:52.828849
Henrico,5/19/2020,Female,755,83,58,2020-05-19 20:00:52.828849
Prince William,5/19/2020,Not Reported,32,1,0,2020-05-19 20:00:52.828849
Chickahominy,5/19/2020,Male,147,36,13,2020-05-19 20:00:52.828849
Rappahannock Rapidan,5/19/2020,Not Reported,12,1,0,2020-05-19 20:00:52.828849
Peninsula,5/19/2020,Female,265,52,19,2020-05-19 20:00:52.828849
Lenowisco,5/19/2020,Not Reported,0,0,0,2020-05-19 20:00:52.828849
Crater,5/19/2020,Not Reported,5,2,0,2020-05-19 20:00:52.828849
Chickahominy,5/19/2020,Not Reported,3,0,0,2020-05-19 20:00:52.828849
Portsmouth,5/19/2020,Male,123,18,6,2020-05-19 20:00:52.828849
New River,5/19/2020,Female,47,4,0,2020-05-19 20:00:52.828849
Rappahannock,5/19/2020,Female,531,51,4,2020-05-19 20:00:52.828849
Central Virginia,5/19/2020,Female,77,6,0,2020-05-19 20:00:52.828849
Roanoke,5/19/2020,Not Reported,0,0,0,2020-05-19 20:00:52.828849
West Piedmont,5/19/2020,Female,57,5,1,2020-05-19 20:00:52.828849
Mount Rogers,5/19/2020,Female,120,6,1,2020-05-19 20:00:52.828849
Piedmont,5/19/2020,Male,468,26,4,2020-05-19 20:00:52.828849
Chesterfield,5/19/2020,Female,595,32,17,2020-05-19 20:00:52.828849
Fairfax,5/19/2020,Male,4059,633,155,2020-05-19 20:00:52.828849
Crater,5/19/2020,Male,221,31,4,2020-05-19 20:00:52.828849
Central Virginia,5/19/2020,Not Reported,0,0,0,2020-05-19 20:00:52.828849
Prince William,5/19/2020,Female,2340,207,45,2020-05-19 20:00:52.828849
Virginia Beach,5/19/2020,Female,309,38,7,2020-05-19 20:00:52.828849
Norfolk,5/19/2020,Female,183,29,1,2020-05-19 20:00:52.828849
Three Rivers,5/19/2020,Female,123,17,5,2020-05-19 20:00:52.828849
Arlington,5/19/2020,Male,865,179,42,2020-05-19 20:00:52.828849
Central Shenandoah,5/19/2020,Female,661,51,12,2020-05-19 20:00:52.828849
Southside,5/19/2020,Female,148,17,10,2020-05-19 20:00:52.828849
Southside,5/20/2020,Not Reported,3,0,0,2020-05-20 20:06:34.135096
Chesapeake,5/20/2020,Female,227,42,5,2020-05-20 20:06:34.135096
Richmond,5/20/2020,Female,392,50,5,2020-05-20 20:06:34.135096
Roanoke,5/20/2020,Male,56,4,2,2020-05-20 20:06:34.135096
Fairfax,5/20/2020,Not Reported,61,4,1,2020-05-20 20:06:34.135096
Thomas Jefferson,5/20/2020,Female,213,37,5,2020-05-20 20:06:34.135096
Chesapeake,5/20/2020,Not Reported,0,0,0,2020-05-20 20:06:34.135096
Cumberland Plateau,5/20/2020,Male,14,1,0,2020-05-20 20:06:34.135096
Eastern Shore,5/20/2020,Female,476,24,12,2020-05-20 20:06:34.135096
Lord Fairfax,5/20/2020,Not Reported,9,0,0,2020-05-20 20:06:34.135096
Rappahannock,5/20/2020,Not Reported,4,1,0,2020-05-20 20:06:34.135096
Central Shenandoah,5/20/2020,Not Reported,1,0,0,2020-05-20 20:06:34.135096
Peninsula,5/20/2020,Male,243,60,12,2020-05-20 20:06:34.135096
Norfolk,5/20/2020,Male,186,29,5,2020-05-20 20:06:34.135096
Alexandria,5/20/2020,Female,806,74,18,2020-05-20 20:06:34.135096
Lenowisco,5/20/2020,Male,22,8,3,2020-05-20 20:06:34.135096
Pittsylvania-Danville,5/20/2020,Female,43,14,1,2020-05-20 20:06:34.135096
New River,5/20/2020,Not Reported,1,0,0,2020-05-20 20:06:34.135096
Chesterfield,5/20/2020,Not Reported,31,0,0,2020-05-20 20:06:34.135096
Loudoun,5/20/2020,Male,777,80,22,2020-05-20 20:06:34.135096
Rappahannock Rapidan,5/20/2020,Female,400,23,4,2020-05-20 20:06:34.135096
Piedmont,5/20/2020,Female,119,14,1,2020-05-20 20:06:34.135096
Richmond,5/20/2020,Male,429,71,12,2020-05-20 20:06:34.135096
Crater,5/20/2020,Female,231,47,10,2020-05-20 20:06:34.135096
Portsmouth,5/20/2020,Female,114,21,5,2020-05-20 20:06:34.135096
Arlington,5/20/2020,Not Reported,10,0,0,2020-05-20 20:06:34.135096
Mount Rogers,5/20/2020,Not Reported,1,0,0,2020-05-20 20:06:34.135096
Thomas Jefferson,5/20/2020,Not Reported,1,0,0,2020-05-20 20:06:34.135096
Three Rivers,5/20/2020,Not Reported,1,0,0,2020-05-20 20:06:34.135096
Hampton,5/20/2020,Male,71,19,2,2020-05-20 20:06:34.135096
Alleghany,5/20/2020,Male,69,15,3,2020-05-20 20:06:34.135096
Roanoke,5/20/2020,Female,79,3,6,2020-05-20 20:06:34.135096
Loudoun,5/20/2020,Not Reported,3,0,0,2020-05-20 20:06:34.135096
Fairfax,5/20/2020,Female,4072,499,146,2020-05-20 20:06:34.135096
Western Tidewater,5/20/2020,Male,285,40,19,2020-05-20 20:06:34.135096
Peninsula,5/20/2020,Not Reported,3,0,0,2020-05-20 20:06:34.135096
New River,5/20/2020,Male,41,8,1,2020-05-20 20:06:34.135096
Central Shenandoah,5/20/2020,Male,593,44,15,2020-05-20 20:06:34.135096
Southside,5/20/2020,Male,77,17,8,2020-05-20 20:06:34.135096
Chesterfield,5/20/2020,Male,556,40,19,2020-05-20 20:06:34.135096
Arlington,5/20/2020,Female,833,152,38,2020-05-20 20:06:34.135096
Rappahannock,5/20/2020,Male,511,73,10,2020-05-20 20:06:34.135096
Central Virginia,5/20/2020,Male,101,10,3,2020-05-20 20:06:34.135096
Alleghany,5/20/2020,Not Reported,1,0,0,2020-05-20 20:06:34.135096
Henrico,5/20/2020,Male,552,89,56,2020-05-20 20:06:34.135096
Thomas Jefferson,5/20/2020,Male,176,30,8,2020-05-20 20:06:34.135096
Lord Fairfax,5/20/2020,Male,434,43,16,2020-05-20 20:06:34.135096
Three Rivers,5/20/2020,Male,312,13,1,2020-05-20 20:06:34.135096
Richmond,5/20/2020,Not Reported,14,2,2,2020-05-20 20:06:34.135096
Pittsylvania-Danville,5/20/2020,Male,28,9,1,2020-05-20 20:06:34.135096
Portsmouth,5/20/2020,Not Reported,2,0,0,2020-05-20 20:06:34.135096
Norfolk,5/20/2020,Not Reported,0,0,0,2020-05-20 20:06:34.135096
Chesapeake,5/20/2020,Male,174,37,7,2020-05-20 20:06:34.135096
Chickahominy,5/20/2020,Female,224,38,13,2020-05-20 20:06:34.135096
Prince William,5/20/2020,Male,2524,247,39,2020-05-20 20:06:34.135096
Eastern Shore,5/20/2020,Not Reported,5,0,0,2020-05-20 20:06:34.135096
Eastern Shore,5/20/2020,Male,433,32,14,2020-05-20 20:06:34.135096
Rappahannock Rapidan,5/20/2020,Male,434,39,7,2020-05-20 20:06:34.135096
Henrico,5/20/2020,Not Reported,2,0,0,2020-05-20 20:06:34.135096
Cumberland Plateau,5/20/2020,Female,18,1,0,2020-05-20 20:06:34.135096
West Piedmont,5/20/2020,Male,48,8,2,2020-05-20 20:06:34.135096
Hampton,5/20/2020,Not Reported,2,0,0,2020-05-20 20:06:34.135096
Alexandria,5/20/2020,Not Reported,5,0,0,2020-05-20 20:06:34.135096
Western Tidewater,5/20/2020,Not Reported,3,0,0,2020-05-20 20:06:34.135096
Cumberland Plateau,5/20/2020,Not Reported,0,0,0,2020-05-20 20:06:34.135096
Virginia Beach,5/20/2020,Male,253,49,12,2020-05-20 20:06:34.135096
Alleghany,5/20/2020,Female,99,8,3,2020-05-20 20:06:34.135096
Lenowisco,5/20/2020,Female,20,7,1,2020-05-20 20:06:34.135096
Virginia Beach,5/20/2020,Not Reported,2,0,0,2020-05-20 20:06:34.135096
Western Tidewater,5/20/2020,Female,275,17,12,2020-05-20 20:06:34.135096
Mount Rogers,5/20/2020,Male,120,12,4,2020-05-20 20:06:34.135096
Lord Fairfax,5/20/2020,Female,530,48,19,2020-05-20 20:06:34.135096
Piedmont,5/20/2020,Not Reported,0,0,0,2020-05-20 20:06:34.135096
Alexandria,5/20/2020,Male,766,95,16,2020-05-20 20:06:34.135096
Pittsylvania-Danville,5/20/2020,Not Reported,0,0,0,2020-05-20 20:06:34.135096
West Piedmont,5/20/2020,Not Reported,0,0,0,2020-05-20 20:06:34.135096
Loudoun,5/20/2020,Female,799,66,27,2020-05-20 20:06:34.135096
Hampton,5/20/2020,Female,92,11,1,2020-05-20 20:06:34.135096
Henrico,5/20/2020,Female,767,84,58,2020-05-20 20:06:34.135096
Prince William,5/20/2020,Not Reported,32,1,0,2020-05-20 20:06:34.135096
Chickahominy,5/20/2020,Male,150,38,13,2020-05-20 20:06:34.135096
Rappahannock Rapidan,5/20/2020,Not Reported,19,1,0,2020-05-20 20:06:34.135096
Peninsula,5/20/2020,Female,267,52,19,2020-05-20 20:06:34.135096
Lenowisco,5/20/2020,Not Reported,0,0,0,2020-05-20 20:06:34.135096
Crater,5/20/2020,Not Reported,5,2,0,2020-05-20 20:06:34.135096
Chickahominy,5/20/2020,Not Reported,3,0,0,2020-05-20 20:06:34.135096
Portsmouth,5/20/2020,Male,125,18,6,2020-05-20 20:06:34.135096
New River,5/20/2020,Female,47,4,0,2020-05-20 20:06:34.135096
Rappahannock,5/20/2020,Female,544,52,4,2020-05-20 20:06:34.135096
Central Virginia,5/20/2020,Female,77,6,0,2020-05-20 20:06:34.135096
Roanoke,5/20/2020,Not Reported,0,0,0,2020-05-20 20:06:34.135096
West Piedmont,5/20/2020,Female,62,5,1,2020-05-20 20:06:34.135096
Mount Rogers,5/20/2020,Female,131,6,2,2020-05-20 20:06:34.135096
Piedmont,5/20/2020,Male,472,26,4,2020-05-20 20:06:34.135096
Chesterfield,5/20/2020,Female,618,32,17,2020-05-20 20:06:34.135096
Fairfax,5/20/2020,Male,4121,645,163,2020-05-20 20:06:34.135096
Crater,5/20/2020,Male,226,32,4,2020-05-20 20:06:34.135096
Central Virginia,5/20/2020,Not Reported,0,0,0,2020-05-20 20:06:34.135096
Prince William,5/20/2020,Female,2404,214,49,2020-05-20 20:06:34.135096
Virginia Beach,5/20/2020,Female,309,38,7,2020-05-20 20:06:34.135096
Norfolk,5/20/2020,Female,184,29,1,2020-05-20 20:06:34.135096
Three Rivers,5/20/2020,Female,123,18,5,2020-05-20 20:06:34.135096
Arlington,5/20/2020,Male,885,182,43,2020-05-20 20:06:34.135096
