Health District Name,Report Date,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths,Scrape_Time
Pittsylvania-Danville,5/16/2020,30-39,9,0,0,2020-05-16 19:58:57.538119
Loudoun,5/16/2020,20-29,201,2,0,2020-05-16 19:58:57.538119
Crater,5/16/2020,60-69,64,22,8,2020-05-16 19:58:57.538119
Loudoun,5/16/2020,80+,115,35,36,2020-05-16 19:58:57.538119
Arlington,5/16/2020,80+,138,56,39,2020-05-16 19:58:57.538119
Virginia Beach,5/16/2020,10-19,16,0,0,2020-05-16 19:58:57.538119
Mount Rogers,5/16/2020,80+,4,4,3,2020-05-16 19:58:57.538119
Eastern Shore,5/16/2020,80+,39,11,5,2020-05-16 19:58:57.538119
Crater,5/16/2020,10-19,14,0,0,2020-05-16 19:58:57.538119
Lenowisco,5/16/2020,30-39,3,1,1,2020-05-16 19:58:57.538119
Norfolk,5/16/2020,Missing,4,0,0,2020-05-16 19:58:57.538119
Henrico,5/16/2020,Missing,11,1,1,2020-05-16 19:58:57.538119
New River,5/16/2020,40-49,13,1,0,2020-05-16 19:58:57.538119
Central Virginia,5/16/2020,0-9,3,0,0,2020-05-16 19:58:57.538119
New River,5/16/2020,70-79,9,5,1,2020-05-16 19:58:57.538119
Loudoun,5/16/2020,0-9,40,1,0,2020-05-16 19:58:57.538119
Central Virginia,5/16/2020,70-79,13,4,1,2020-05-16 19:58:57.538119
Southside,5/16/2020,0-9,1,0,0,2020-05-16 19:58:57.538119
Three Rivers,5/16/2020,40-49,78,7,1,2020-05-16 19:58:57.538119
Chickahominy,5/16/2020,30-39,44,0,0,2020-05-16 19:58:57.538119
Central Shenandoah,5/16/2020,60-69,154,25,4,2020-05-16 19:58:57.538119
Western Tidewater,5/16/2020,60-69,94,10,4,2020-05-16 19:58:57.538119
Cumberland Plateau,5/16/2020,30-39,5,0,0,2020-05-16 19:58:57.538119
Portsmouth,5/16/2020,10-19,1,0,0,2020-05-16 19:58:57.538119
Chesterfield,5/16/2020,Missing,8,0,0,2020-05-16 19:58:57.538119
Alexandria,5/16/2020,40-49,280,24,0,2020-05-16 19:58:57.538119
Thomas Jefferson,5/16/2020,70-79,45,15,1,2020-05-16 19:58:57.538119
Three Rivers,5/16/2020,30-39,71,2,0,2020-05-16 19:58:57.538119
Western Tidewater,5/16/2020,70-79,71,17,10,2020-05-16 19:58:57.538119
Arlington,5/16/2020,60-69,199,53,11,2020-05-16 19:58:57.538119
Cumberland Plateau,5/16/2020,10-19,11,0,0,2020-05-16 19:58:57.538119
West Piedmont,5/16/2020,30-39,4,0,0,2020-05-16 19:58:57.538119
Peninsula,5/16/2020,10-19,8,1,0,2020-05-16 19:58:57.538119
Crater,5/16/2020,Missing,0,0,0,2020-05-16 19:58:57.538119
Arlington,5/16/2020,50-59,254,49,3,2020-05-16 19:58:57.538119
Piedmont,5/16/2020,70-79,32,12,2,2020-05-16 19:58:57.538119
Alexandria,5/16/2020,60-69,130,25,1,2020-05-16 19:58:57.538119
Portsmouth,5/16/2020,30-39,58,3,0,2020-05-16 19:58:57.538119
Lenowisco,5/16/2020,20-29,6,0,0,2020-05-16 19:58:57.538119
Central Virginia,5/16/2020,30-39,30,1,0,2020-05-16 19:58:57.538119
Norfolk,5/16/2020,10-19,14,1,0,2020-05-16 19:58:57.538119
New River,5/16/2020,10-19,3,0,0,2020-05-16 19:58:57.538119
Central Virginia,5/16/2020,20-29,24,2,0,2020-05-16 19:58:57.538119
Rappahannock,5/16/2020,50-59,156,24,1,2020-05-16 19:58:57.538119
Rappahannock,5/16/2020,60-69,97,32,4,2020-05-16 19:58:57.538119
Piedmont,5/16/2020,20-29,83,0,0,2020-05-16 19:58:57.538119
New River,5/16/2020,60-69,15,2,0,2020-05-16 19:58:57.538119
Roanoke,5/16/2020,40-49,16,0,0,2020-05-16 19:58:57.538119
Three Rivers,5/16/2020,20-29,52,1,0,2020-05-16 19:58:57.538119
Rappahannock,5/16/2020,40-49,180,25,2,2020-05-16 19:58:57.538119
Portsmouth,5/16/2020,80+,13,4,2,2020-05-16 19:58:57.538119
Central Shenandoah,5/16/2020,Missing,1,0,0,2020-05-16 19:58:57.538119
Eastern Shore,5/16/2020,70-79,40,5,1,2020-05-16 19:58:57.538119
Mount Rogers,5/16/2020,70-79,13,6,1,2020-05-16 19:58:57.538119
Cumberland Plateau,5/16/2020,70-79,2,0,0,2020-05-16 19:58:57.538119
Piedmont,5/16/2020,10-19,4,0,0,2020-05-16 19:58:57.538119
Southside,5/16/2020,20-29,21,2,0,2020-05-16 19:58:57.538119
Chesterfield,5/16/2020,50-59,168,17,1,2020-05-16 19:58:57.538119
Rappahannock Rapidan,5/16/2020,20-29,120,1,0,2020-05-16 19:58:57.538119
Cumberland Plateau,5/16/2020,60-69,4,1,0,2020-05-16 19:58:57.538119
Roanoke,5/16/2020,70-79,8,2,0,2020-05-16 19:58:57.538119
Central Shenandoah,5/16/2020,20-29,199,4,0,2020-05-16 19:58:57.538119
Pittsylvania-Danville,5/16/2020,80+,3,2,1,2020-05-16 19:58:57.538119
Virginia Beach,5/16/2020,80+,64,18,12,2020-05-16 19:58:57.538119
Central Shenandoah,5/16/2020,50-59,219,20,1,2020-05-16 19:58:57.538119
Lenowisco,5/16/2020,Missing,0,0,0,2020-05-16 19:58:57.538119
Fairfax,5/16/2020,30-39,1430,105,3,2020-05-16 19:58:57.538119
Lenowisco,5/16/2020,60-69,5,4,2,2020-05-16 19:58:57.538119
Loudoun,5/16/2020,30-39,232,12,0,2020-05-16 19:58:57.538119
West Piedmont,5/16/2020,80+,4,2,0,2020-05-16 19:58:57.538119
Roanoke,5/16/2020,80+,36,3,8,2020-05-16 19:58:57.538119
Fairfax,5/16/2020,40-49,1471,153,4,2020-05-16 19:58:57.538119
Thomas Jefferson,5/16/2020,80+,59,20,9,2020-05-16 19:58:57.538119
Roanoke,5/16/2020,20-29,12,0,0,2020-05-16 19:58:57.538119
Henrico,5/16/2020,60-69,162,28,19,2020-05-16 19:58:57.538119
Lord Fairfax,5/16/2020,40-49,132,4,1,2020-05-16 19:58:57.538119
Western Tidewater,5/16/2020,Missing,2,0,0,2020-05-16 19:58:57.538119
Chickahominy,5/16/2020,60-69,40,14,4,2020-05-16 19:58:57.538119
Chesapeake,5/16/2020,20-29,44,3,0,2020-05-16 19:58:57.538119
Three Rivers,5/16/2020,Missing,1,0,0,2020-05-16 19:58:57.538119
Henrico,5/16/2020,10-19,28,1,0,2020-05-16 19:58:57.538119
Mount Rogers,5/16/2020,30-39,46,3,0,2020-05-16 19:58:57.538119
Eastern Shore,5/16/2020,30-39,152,4,0,2020-05-16 19:58:57.538119
Chesterfield,5/16/2020,0-9,12,0,0,2020-05-16 19:58:57.538119
Central Shenandoah,5/16/2020,10-19,57,1,0,2020-05-16 19:58:57.538119
Crater,5/16/2020,0-9,5,1,0,2020-05-16 19:58:57.538119
Fairfax,5/16/2020,70-79,423,152,52,2020-05-16 19:58:57.538119
Rappahannock,5/16/2020,80+,16,9,3,2020-05-16 19:58:57.538119
Alexandria,5/16/2020,10-19,96,1,0,2020-05-16 19:58:57.538119
Portsmouth,5/16/2020,40-49,37,3,0,2020-05-16 19:58:57.538119
Three Rivers,5/16/2020,50-59,51,3,0,2020-05-16 19:58:57.538119
Alleghany,5/16/2020,Missing,0,0,0,2020-05-16 19:58:57.538119
Alexandria,5/16/2020,30-39,338,20,0,2020-05-16 19:58:57.538119
Southside,5/16/2020,Missing,0,0,0,2020-05-16 19:58:57.538119
Portsmouth,5/16/2020,60-69,27,9,4,2020-05-16 19:58:57.538119
Roanoke,5/16/2020,30-39,20,0,0,2020-05-16 19:58:57.538119
Three Rivers,5/16/2020,60-69,56,8,0,2020-05-16 19:58:57.538119
Fairfax,5/16/2020,50-59,1244,190,16,2020-05-16 19:58:57.538119
Portsmouth,5/16/2020,50-59,39,12,1,2020-05-16 19:58:57.538119
Chickahominy,5/16/2020,80+,60,23,17,2020-05-16 19:58:57.538119
Rappahannock Rapidan,5/16/2020,50-59,92,12,0,2020-05-16 19:58:57.538119
Fairfax,5/16/2020,80+,548,203,175,2020-05-16 19:58:57.538119
Hampton,5/16/2020,Missing,0,0,0,2020-05-16 19:58:57.538119
Cumberland Plateau,5/16/2020,80+,0,0,0,2020-05-16 19:58:57.538119
Alleghany,5/16/2020,50-59,35,4,0,2020-05-16 19:58:57.538119
Prince William,5/16/2020,40-49,941,79,2,2020-05-16 19:58:57.538119
Fairfax,5/16/2020,Missing,26,1,0,2020-05-16 19:58:57.538119
Virginia Beach,5/16/2020,40-49,82,14,1,2020-05-16 19:58:57.538119
Richmond,5/16/2020,Missing,0,0,0,2020-05-16 19:58:57.538119
Norfolk,5/16/2020,40-49,60,9,0,2020-05-16 19:58:57.538119
Piedmont,5/16/2020,80+,13,3,1,2020-05-16 19:58:57.538119
Virginia Beach,5/16/2020,60-69,87,13,1,2020-05-16 19:58:57.538119
West Piedmont,5/16/2020,40-49,12,2,1,2020-05-16 19:58:57.538119
Arlington,5/16/2020,10-19,40,5,0,2020-05-16 19:58:57.538119
Lenowisco,5/16/2020,0-9,4,0,0,2020-05-16 19:58:57.538119
Pittsylvania-Danville,5/16/2020,50-59,15,6,0,2020-05-16 19:58:57.538119
Virginia Beach,5/16/2020,50-59,86,12,0,2020-05-16 19:58:57.538119
Chesapeake,5/16/2020,Missing,2,0,0,2020-05-16 19:58:57.538119
Central Shenandoah,5/16/2020,80+,67,11,10,2020-05-16 19:58:57.538119
Thomas Jefferson,5/16/2020,40-49,46,5,0,2020-05-16 19:58:57.538119
Rappahannock Rapidan,5/16/2020,60-69,54,8,1,2020-05-16 19:58:57.538119
Norfolk,5/16/2020,30-39,77,6,0,2020-05-16 19:58:57.538119
Rappahannock Rapidan,5/16/2020,Missing,1,0,0,2020-05-16 19:58:57.538119
Lord Fairfax,5/16/2020,80+,62,17,18,2020-05-16 19:58:57.538119
Three Rivers,5/16/2020,10-19,13,0,0,2020-05-16 19:58:57.538119
Piedmont,5/16/2020,40-49,113,4,0,2020-05-16 19:58:57.538119
Norfolk,5/16/2020,80+,9,6,3,2020-05-16 19:58:57.538119
Peninsula,5/16/2020,20-29,50,1,0,2020-05-16 19:58:57.538119
Norfolk,5/16/2020,50-59,58,7,0,2020-05-16 19:58:57.538119
Thomas Jefferson,5/16/2020,50-59,59,8,1,2020-05-16 19:58:57.538119
Richmond,5/16/2020,70-79,32,17,6,2020-05-16 19:58:57.538119
Chesterfield,5/16/2020,70-79,67,13,6,2020-05-16 19:58:57.538119
Piedmont,5/16/2020,30-39,104,0,0,2020-05-16 19:58:57.538119
Prince William,5/16/2020,30-39,830,49,1,2020-05-16 19:58:57.538119
Alleghany,5/16/2020,20-29,27,1,0,2020-05-16 19:58:57.538119
Alleghany,5/16/2020,0-9,0,0,0,2020-05-16 19:58:57.538119
Mount Rogers,5/16/2020,40-49,36,0,0,2020-05-16 19:58:57.538119
Eastern Shore,5/16/2020,40-49,162,4,2,2020-05-16 19:58:57.538119
Central Virginia,5/16/2020,60-69,32,3,1,2020-05-16 19:58:57.538119
Richmond,5/16/2020,10-19,34,2,0,2020-05-16 19:58:57.538119
Pittsylvania-Danville,5/16/2020,60-69,9,4,1,2020-05-16 19:58:57.538119
Pittsylvania-Danville,5/16/2020,Missing,0,0,0,2020-05-16 19:58:57.538119
Chesterfield,5/16/2020,60-69,120,18,8,2020-05-16 19:58:57.538119
Southside,5/16/2020,10-19,3,0,0,2020-05-16 19:58:57.538119
New River,5/16/2020,80+,4,2,0,2020-05-16 19:58:57.538119
Central Virginia,5/16/2020,50-59,31,2,1,2020-05-16 19:58:57.538119
Hampton,5/16/2020,70-79,11,6,0,2020-05-16 19:58:57.538119
Pittsylvania-Danville,5/16/2020,10-19,1,0,0,2020-05-16 19:58:57.538119
Richmond,5/16/2020,60-69,92,30,5,2020-05-16 19:58:57.538119
Virginia Beach,5/16/2020,0-9,3,0,0,2020-05-16 19:58:57.538119
Lenowisco,5/16/2020,50-59,13,5,0,2020-05-16 19:58:57.538119
Chesapeake,5/16/2020,70-79,35,17,1,2020-05-16 19:58:57.538119
Western Tidewater,5/16/2020,80+,128,21,14,2020-05-16 19:58:57.538119
Thomas Jefferson,5/16/2020,10-19,10,0,0,2020-05-16 19:58:57.538119
Richmond,5/16/2020,40-49,148,12,0,2020-05-16 19:58:57.538119
Lord Fairfax,5/16/2020,50-59,168,8,1,2020-05-16 19:58:57.538119
Lord Fairfax,5/16/2020,10-19,39,0,0,2020-05-16 19:58:57.538119
Rappahannock Rapidan,5/16/2020,10-19,47,0,0,2020-05-16 19:58:57.538119
Crater,5/16/2020,50-59,65,15,1,2020-05-16 19:58:57.538119
Arlington,5/16/2020,Missing,1,0,0,2020-05-16 19:58:57.538119
Roanoke,5/16/2020,50-59,13,1,0,2020-05-16 19:58:57.538119
Rappahannock,5/16/2020,10-19,68,1,0,2020-05-16 19:58:57.538119
Roanoke,5/16/2020,10-19,0,0,0,2020-05-16 19:58:57.538119
Eastern Shore,5/16/2020,Missing,0,0,0,2020-05-16 19:58:57.538119
Mount Rogers,5/16/2020,Missing,0,0,0,2020-05-16 19:58:57.538119
Prince William,5/16/2020,60-69,414,65,13,2020-05-16 19:58:57.538119
Alleghany,5/16/2020,70-79,18,3,3,2020-05-16 19:58:57.538119
Crater,5/16/2020,20-29,46,5,0,2020-05-16 19:58:57.538119
Loudoun,5/16/2020,60-69,122,22,3,2020-05-16 19:58:57.538119
Fairfax,5/16/2020,0-9,146,7,0,2020-05-16 19:58:57.538119
Roanoke,5/16/2020,Missing,3,0,0,2020-05-16 19:58:57.538119
Alexandria,5/16/2020,20-29,215,5,1,2020-05-16 19:58:57.538119
Portsmouth,5/16/2020,70-79,16,5,3,2020-05-16 19:58:57.538119
Alleghany,5/16/2020,30-39,13,2,0,2020-05-16 19:58:57.538119
Prince William,5/16/2020,20-29,727,27,0,2020-05-16 19:58:57.538119
Southside,5/16/2020,70-79,31,9,7,2020-05-16 19:58:57.538119
Piedmont,5/16/2020,Missing,0,0,0,2020-05-16 19:58:57.538119
Rappahannock,5/16/2020,0-9,21,1,0,2020-05-16 19:58:57.538119
Henrico,5/16/2020,30-39,149,6,0,2020-05-16 19:58:57.538119
Prince William,5/16/2020,10-19,238,3,0,2020-05-16 19:58:57.538119
Chickahominy,5/16/2020,10-19,8,0,0,2020-05-16 19:58:57.538119
Lord Fairfax,5/16/2020,0-9,15,0,0,2020-05-16 19:58:57.538119
Central Virginia,5/16/2020,Missing,0,0,0,2020-05-16 19:58:57.538119
Fairfax,5/16/2020,60-69,856,207,34,2020-05-16 19:58:57.538119
Hampton,5/16/2020,20-29,29,1,0,2020-05-16 19:58:57.538119
Central Shenandoah,5/16/2020,40-49,211,4,0,2020-05-16 19:58:57.538119
Pittsylvania-Danville,5/16/2020,0-9,1,0,0,2020-05-16 19:58:57.538119
Crater,5/16/2020,30-39,49,1,0,2020-05-16 19:58:57.538119
Virginia Beach,5/16/2020,70-79,48,22,5,2020-05-16 19:58:57.538119
Virginia Beach,5/16/2020,30-39,80,6,0,2020-05-16 19:58:57.538119
Piedmont,5/16/2020,0-9,1,0,0,2020-05-16 19:58:57.538119
Central Shenandoah,5/16/2020,30-39,177,4,0,2020-05-16 19:58:57.538119
Hampton,5/16/2020,50-59,33,8,1,2020-05-16 19:58:57.538119
Peninsula,5/16/2020,70-79,74,36,10,2020-05-16 19:58:57.538119
Arlington,5/16/2020,20-29,228,20,0,2020-05-16 19:58:57.538119
West Piedmont,5/16/2020,70-79,10,6,2,2020-05-16 19:58:57.538119
Richmond,5/16/2020,20-29,130,6,0,2020-05-16 19:58:57.538119
Roanoke,5/16/2020,0-9,3,0,0,2020-05-16 19:58:57.538119
Hampton,5/16/2020,30-39,28,2,0,2020-05-16 19:58:57.538119
Thomas Jefferson,5/16/2020,30-39,57,3,0,2020-05-16 19:58:57.538119
Western Tidewater,5/16/2020,40-49,67,3,0,2020-05-16 19:58:57.538119
Richmond,5/16/2020,50-59,117,23,0,2020-05-16 19:58:57.538119
Western Tidewater,5/16/2020,50-59,90,5,0,2020-05-16 19:58:57.538119
Lenowisco,5/16/2020,10-19,2,0,0,2020-05-16 19:58:57.538119
Chesapeake,5/16/2020,0-9,8,1,0,2020-05-16 19:58:57.538119
Peninsula,5/16/2020,50-59,87,15,2,2020-05-16 19:58:57.538119
Cumberland Plateau,5/16/2020,Missing,0,0,0,2020-05-16 19:58:57.538119
Peninsula,5/16/2020,60-69,95,26,3,2020-05-16 19:58:57.538119
Lord Fairfax,5/16/2020,30-39,129,8,0,2020-05-16 19:58:57.538119
Virginia Beach,5/16/2020,Missing,9,0,0,2020-05-16 19:58:57.538119
Arlington,5/16/2020,40-49,258,42,2,2020-05-16 19:58:57.538119
West Piedmont,5/16/2020,10-19,4,0,0,2020-05-16 19:58:57.538119
Chickahominy,5/16/2020,70-79,35,15,4,2020-05-16 19:58:57.538119
Pittsylvania-Danville,5/16/2020,20-29,7,0,0,2020-05-16 19:58:57.538119
Loudoun,5/16/2020,50-59,264,22,1,2020-05-16 19:58:57.538119
Richmond,5/16/2020,30-39,146,7,0,2020-05-16 19:58:57.538119
Thomas Jefferson,5/16/2020,Missing,0,0,0,2020-05-16 19:58:57.538119
Rappahannock Rapidan,5/16/2020,80+,14,8,4,2020-05-16 19:58:57.538119
Lord Fairfax,5/16/2020,Missing,1,0,0,2020-05-16 19:58:57.538119
Cumberland Plateau,5/16/2020,50-59,3,1,0,2020-05-16 19:58:57.538119
Loudoun,5/16/2020,Missing,4,0,0,2020-05-16 19:58:57.538119
Southside,5/16/2020,50-59,34,5,0,2020-05-16 19:58:57.538119
Chesterfield,5/16/2020,20-29,131,3,0,2020-05-16 19:58:57.538119
Norfolk,5/16/2020,70-79,16,13,1,2020-05-16 19:58:57.538119
Alleghany,5/16/2020,10-19,2,0,0,2020-05-16 19:58:57.538119
Crater,5/16/2020,80+,27,6,0,2020-05-16 19:58:57.538119
Portsmouth,5/16/2020,Missing,0,0,0,2020-05-16 19:58:57.538119
Western Tidewater,5/16/2020,10-19,5,0,0,2020-05-16 19:58:57.538119
Chesterfield,5/16/2020,10-19,69,0,0,2020-05-16 19:58:57.538119
Southside,5/16/2020,60-69,32,9,3,2020-05-16 19:58:57.538119
Virginia Beach,5/17/2020,0-9,4,0,0,2020-05-17 19:56:32.395010
Lenowisco,5/17/2020,50-59,13,5,0,2020-05-17 19:56:32.395010
Chesapeake,5/17/2020,70-79,35,17,1,2020-05-17 19:56:32.395010
Western Tidewater,5/17/2020,80+,128,21,14,2020-05-17 19:56:32.395010
Thomas Jefferson,5/17/2020,10-19,10,0,0,2020-05-17 19:56:32.395010
Richmond,5/17/2020,40-49,154,12,0,2020-05-17 19:56:32.395010
Lord Fairfax,5/17/2020,50-59,170,8,1,2020-05-17 19:56:32.395010
Lord Fairfax,5/17/2020,10-19,39,0,0,2020-05-17 19:56:32.395010
Rappahannock Rapidan,5/17/2020,10-19,47,0,0,2020-05-17 19:56:32.395010
Crater,5/17/2020,50-59,67,15,1,2020-05-17 19:56:32.395010
Arlington,5/17/2020,Missing,2,0,0,2020-05-17 19:56:32.395010
Roanoke,5/17/2020,50-59,13,1,0,2020-05-17 19:56:32.395010
Rappahannock,5/17/2020,10-19,73,1,0,2020-05-17 19:56:32.395010
Roanoke,5/17/2020,10-19,0,0,0,2020-05-17 19:56:32.395010
Eastern Shore,5/17/2020,Missing,0,0,0,2020-05-17 19:56:32.395010
Mount Rogers,5/17/2020,Missing,0,0,0,2020-05-17 19:56:32.395010
Prince William,5/17/2020,60-69,420,67,13,2020-05-17 19:56:32.395010
Alleghany,5/17/2020,70-79,19,3,3,2020-05-17 19:56:32.395010
Crater,5/17/2020,20-29,46,5,0,2020-05-17 19:56:32.395010
Loudoun,5/17/2020,60-69,123,22,3,2020-05-17 19:56:32.395010
Fairfax,5/17/2020,0-9,155,7,0,2020-05-17 19:56:32.395010
Roanoke,5/17/2020,Missing,3,0,0,2020-05-17 19:56:32.395010
Alexandria,5/17/2020,20-29,217,5,1,2020-05-17 19:56:32.395010
Portsmouth,5/17/2020,70-79,16,5,3,2020-05-17 19:56:32.395010
Alleghany,5/17/2020,30-39,14,2,0,2020-05-17 19:56:32.395010
Prince William,5/17/2020,20-29,750,27,0,2020-05-17 19:56:32.395010
Southside,5/17/2020,70-79,31,9,7,2020-05-17 19:56:32.395010
Piedmont,5/17/2020,Missing,0,0,0,2020-05-17 19:56:32.395010
Rappahannock,5/17/2020,0-9,23,1,0,2020-05-17 19:56:32.395010
Henrico,5/17/2020,30-39,152,6,0,2020-05-17 19:56:32.395010
Prince William,5/17/2020,10-19,250,3,0,2020-05-17 19:56:32.395010
Chickahominy,5/17/2020,10-19,8,0,0,2020-05-17 19:56:32.395010
Lord Fairfax,5/17/2020,0-9,15,0,0,2020-05-17 19:56:32.395010
Central Virginia,5/17/2020,Missing,0,0,0,2020-05-17 19:56:32.395010
Fairfax,5/17/2020,60-69,874,211,35,2020-05-17 19:56:32.395010
Hampton,5/17/2020,20-29,30,1,0,2020-05-17 19:56:32.395010
Central Shenandoah,5/17/2020,40-49,211,4,0,2020-05-17 19:56:32.395010
Pittsylvania-Danville,5/17/2020,0-9,1,0,0,2020-05-17 19:56:32.395010
Crater,5/17/2020,30-39,49,1,0,2020-05-17 19:56:32.395010
Virginia Beach,5/17/2020,70-79,48,22,5,2020-05-17 19:56:32.395010
Virginia Beach,5/17/2020,30-39,81,6,0,2020-05-17 19:56:32.395010
Piedmont,5/17/2020,0-9,1,0,0,2020-05-17 19:56:32.395010
Central Shenandoah,5/17/2020,30-39,179,4,0,2020-05-17 19:56:32.395010
Hampton,5/17/2020,50-59,33,8,1,2020-05-17 19:56:32.395010
Peninsula,5/17/2020,70-79,75,36,10,2020-05-17 19:56:32.395010
Arlington,5/17/2020,20-29,233,20,0,2020-05-17 19:56:32.395010
West Piedmont,5/17/2020,70-79,10,6,2,2020-05-17 19:56:32.395010
Richmond,5/17/2020,20-29,132,6,0,2020-05-17 19:56:32.395010
Roanoke,5/17/2020,0-9,3,0,0,2020-05-17 19:56:32.395010
Hampton,5/17/2020,30-39,29,2,0,2020-05-17 19:56:32.395010
Thomas Jefferson,5/17/2020,30-39,58,3,0,2020-05-17 19:56:32.395010
Western Tidewater,5/17/2020,40-49,68,3,0,2020-05-17 19:56:32.395010
Richmond,5/17/2020,50-59,119,23,0,2020-05-17 19:56:32.395010
Western Tidewater,5/17/2020,50-59,91,5,0,2020-05-17 19:56:32.395010
Norfolk,5/17/2020,0-9,4,0,0,2020-05-17 19:56:32.395010
Cumberland Plateau,5/17/2020,40-49,4,0,0,2020-05-17 19:56:32.395010
Eastern Shore,5/17/2020,10-19,36,0,0,2020-05-17 19:56:32.395010
Mount Rogers,5/17/2020,10-19,15,0,0,2020-05-17 19:56:32.395010
Rappahannock Rapidan,5/17/2020,0-9,24,1,0,2020-05-17 19:56:32.395010
Three Rivers,5/17/2020,0-9,2,0,0,2020-05-17 19:56:32.395010
Henrico,5/17/2020,40-49,172,14,0,2020-05-17 19:56:32.395010
Alexandria,5/17/2020,50-59,193,32,7,2020-05-17 19:56:32.395010
Arlington,5/17/2020,0-9,24,2,0,2020-05-17 19:56:32.395010
Chickahominy,5/17/2020,Missing,5,0,0,2020-05-17 19:56:32.395010
New River,5/17/2020,20-29,21,0,0,2020-05-17 19:56:32.395010
Virginia Beach,5/17/2020,20-29,66,1,0,2020-05-17 19:56:32.395010
Chesapeake,5/17/2020,50-59,76,16,1,2020-05-17 19:56:32.395010
Alleghany,5/17/2020,80+,21,7,3,2020-05-17 19:56:32.395010
Fairfax,5/17/2020,10-19,311,11,0,2020-05-17 19:56:32.395010
Chesapeake,5/17/2020,60-69,51,16,3,2020-05-17 19:56:32.395010
West Piedmont,5/17/2020,Missing,0,0,0,2020-05-17 19:56:32.395010
Peninsula,5/17/2020,80+,43,23,14,2020-05-17 19:56:32.395010
Crater,5/17/2020,40-49,67,11,1,2020-05-17 19:56:32.395010
Chesapeake,5/17/2020,40-49,61,10,0,2020-05-17 19:56:32.395010
Thomas Jefferson,5/17/2020,20-29,50,0,0,2020-05-17 19:56:32.395010
Lord Fairfax,5/17/2020,20-29,130,0,0,2020-05-17 19:56:32.395010
Norfolk,5/17/2020,20-29,73,1,0,2020-05-17 19:56:32.395010
Arlington,5/17/2020,30-39,290,35,0,2020-05-17 19:56:32.395010
West Piedmont,5/17/2020,60-69,14,1,0,2020-05-17 19:56:32.395010
Henrico,5/17/2020,50-59,173,22,5,2020-05-17 19:56:32.395010
West Piedmont,5/17/2020,50-59,20,2,0,2020-05-17 19:56:32.395010
Cumberland Plateau,5/17/2020,20-29,1,0,0,2020-05-17 19:56:32.395010
Alexandria,5/17/2020,70-79,79,29,9,2020-05-17 19:56:32.395010
Portsmouth,5/17/2020,20-29,30,2,0,2020-05-17 19:56:32.395010
Western Tidewater,5/17/2020,30-39,44,1,0,2020-05-17 19:56:32.395010
Central Shenandoah,5/17/2020,0-9,25,0,0,2020-05-17 19:56:32.395010
Henrico,5/17/2020,80+,239,53,57,2020-05-17 19:56:32.395010
Alexandria,5/17/2020,0-9,66,2,0,2020-05-17 19:56:32.395010
Pittsylvania-Danville,5/17/2020,40-49,12,4,0,2020-05-17 19:56:32.395010
Henrico,5/17/2020,20-29,122,7,0,2020-05-17 19:56:32.395010
Roanoke,5/17/2020,60-69,9,1,0,2020-05-17 19:56:32.395010
Peninsula,5/17/2020,30-39,56,6,1,2020-05-17 19:56:32.395010
Alleghany,5/17/2020,60-69,24,6,0,2020-05-17 19:56:32.395010
Prince William,5/17/2020,70-79,148,47,23,2020-05-17 19:56:32.395010
Norfolk,5/17/2020,60-69,36,13,1,2020-05-17 19:56:32.395010
Southside,5/17/2020,40-49,18,3,0,2020-05-17 19:56:32.395010
Chesterfield,5/17/2020,30-39,209,1,0,2020-05-17 19:56:32.395010
Loudoun,5/17/2020,70-79,75,27,8,2020-05-17 19:56:32.395010
Central Virginia,5/17/2020,40-49,23,1,0,2020-05-17 19:56:32.395010
New River,5/17/2020,Missing,0,0,0,2020-05-17 19:56:32.395010
Chickahominy,5/17/2020,20-29,40,0,0,2020-05-17 19:56:32.395010
New River,5/17/2020,0-9,2,0,0,2020-05-17 19:56:32.395010
Cumberland Plateau,5/17/2020,0-9,0,0,0,2020-05-17 19:56:32.395010
Three Rivers,5/17/2020,70-79,22,4,2,2020-05-17 19:56:32.395010
Rappahannock Rapidan,5/17/2020,40-49,146,9,1,2020-05-17 19:56:32.395010
Hampton,5/17/2020,0-9,6,0,0,2020-05-17 19:56:32.395010
Piedmont,5/17/2020,50-59,121,9,0,2020-05-17 19:56:32.395010
Rappahannock,5/17/2020,20-29,171,7,0,2020-05-17 19:56:32.395010
Henrico,5/17/2020,10-19,29,1,0,2020-05-17 19:56:32.395010
Mount Rogers,5/17/2020,30-39,49,3,0,2020-05-17 19:56:32.395010
Eastern Shore,5/17/2020,30-39,153,4,0,2020-05-17 19:56:32.395010
Chesterfield,5/17/2020,0-9,12,0,0,2020-05-17 19:56:32.395010
Central Shenandoah,5/17/2020,10-19,58,1,0,2020-05-17 19:56:32.395010
Crater,5/17/2020,0-9,5,1,0,2020-05-17 19:56:32.395010
Fairfax,5/17/2020,70-79,426,155,54,2020-05-17 19:56:32.395010
Rappahannock,5/17/2020,80+,16,10,3,2020-05-17 19:56:32.395010
Alexandria,5/17/2020,10-19,98,1,0,2020-05-17 19:56:32.395010
Portsmouth,5/17/2020,40-49,39,3,0,2020-05-17 19:56:32.395010
Three Rivers,5/17/2020,50-59,58,3,0,2020-05-17 19:56:32.395010
Alleghany,5/17/2020,Missing,0,0,0,2020-05-17 19:56:32.395010
