Report Date,Health District,Number of Cases,Number of Hospitalizations,Number of Deaths,Scrape_Time
5/21/2020,Rappahannock Rapidan,899,70,11,2020-05-21 20:59:55.779002
5/21/2020,Rappahannock,1107,130,14,2020-05-21 20:59:55.779002
5/21/2020,Pittsylvania-Danville,71,23,2,2020-05-21 20:59:55.779002
5/21/2020,Prince William,5149,491,88,2020-05-21 20:59:55.779002
5/21/2020,Cumberland Plateau,32,2,0,2020-05-21 20:59:55.779002
5/21/2020,Portsmouth,245,40,11,2020-05-21 20:59:55.779002
5/21/2020,Virginia Beach,584,87,19,2020-05-21 20:59:55.779002
5/21/2020,West Piedmont,116,13,3,2020-05-21 20:59:55.779002
5/21/2020,Three Rivers,441,33,6,2020-05-21 20:59:55.779002
5/21/2020,Alleghany,170,24,6,2020-05-21 20:59:55.779002
5/21/2020,Lenowisco,44,15,4,2020-05-21 20:59:55.779002
5/21/2020,Norfolk,377,59,6,2020-05-21 20:59:55.779002
5/21/2020,Western Tidewater,571,58,31,2020-05-21 20:59:55.779002
5/21/2020,Henrico,1339,174,114,2020-05-21 20:59:55.779002
5/21/2020,Central Shenandoah,1314,104,28,2020-05-21 20:59:55.779002
5/21/2020,Loudoun,1700,147,49,2020-05-21 20:59:55.779002
5/21/2020,Chesterfield,1240,73,36,2020-05-21 20:59:55.779002
5/21/2020,Peninsula,519,113,31,2020-05-21 20:59:55.779002
5/22/2020,Southside,242,34,21,2020-05-22 20:07:59.062192
5/22/2020,Chesapeake,419,82,13,2020-05-22 20:07:59.062192
5/22/2020,Thomas Jefferson,401,68,14,2020-05-22 20:07:59.062192
5/22/2020,Roanoke,140,7,9,2020-05-22 20:07:59.062192
5/22/2020,Eastern Shore,917,59,27,2020-05-22 20:07:59.062192
5/22/2020,Mount Rogers,262,20,6,2020-05-22 20:07:59.062192
5/22/2020,Chickahominy,386,77,26,2020-05-22 20:07:59.062192
5/22/2020,New River,90,12,1,2020-05-22 20:07:59.062192
5/22/2020,Central Virginia,182,15,4,2020-05-22 20:07:59.062192
5/22/2020,Piedmont,635,43,5,2020-05-22 20:07:59.062192
5/22/2020,Lord Fairfax,1031,96,37,2020-05-22 20:07:59.062192
5/22/2020,Crater,474,81,14,2020-05-22 20:07:59.062192
5/22/2020,Hampton,169,30,3,2020-05-22 20:07:59.062192
5/22/2020,Alexandria,1657,175,37,2020-05-22 20:07:59.062192
5/22/2020,Fairfax,8831,1198,330,2020-05-22 20:07:59.062192
5/22/2020,Richmond,934,127,20,2020-05-22 20:07:59.062192
5/22/2020,Arlington,1795,346,91,2020-05-22 20:07:59.062192
5/22/2020,Rappahannock Rapidan,934,71,11,2020-05-22 20:07:59.062192
5/22/2020,Rappahannock,1129,131,14,2020-05-22 20:07:59.062192
5/22/2020,Pittsylvania-Danville,73,24,3,2020-05-22 20:07:59.062192
5/22/2020,Prince William,5307,496,91,2020-05-22 20:07:59.062192
5/22/2020,Cumberland Plateau,32,2,0,2020-05-22 20:07:59.062192
5/22/2020,Portsmouth,251,40,11,2020-05-22 20:07:59.062192
5/22/2020,Virginia Beach,591,90,19,2020-05-22 20:07:59.062192
5/22/2020,West Piedmont,127,13,3,2020-05-22 20:07:59.062192
5/22/2020,Three Rivers,451,33,6,2020-05-22 20:07:59.062192
5/22/2020,Alleghany,171,24,14,2020-05-22 20:07:59.062192
5/22/2020,Lenowisco,42,15,4,2020-05-22 20:07:59.062192
5/22/2020,Norfolk,388,59,6,2020-05-22 20:07:59.062192
5/22/2020,Western Tidewater,576,60,31,2020-05-22 20:07:59.062192
5/22/2020,Henrico,1375,174,117,2020-05-22 20:07:59.062192
5/22/2020,Central Shenandoah,1338,106,28,2020-05-22 20:07:59.062192
5/22/2020,Loudoun,1807,149,51,2020-05-22 20:07:59.062192
5/22/2020,Chesterfield,1261,75,37,2020-05-22 20:07:59.062192
5/22/2020,Peninsula,532,113,32,2020-05-22 20:07:59.062192
5/23/2020,Southside,243,37,21,2020-05-23 20:43:55.770130
5/23/2020,Chesapeake,426,82,13,2020-05-23 20:43:55.770130
5/23/2020,Thomas Jefferson,402,68,16,2020-05-23 20:43:55.770130
5/23/2020,Roanoke,141,7,9,2020-05-23 20:43:55.770130
5/23/2020,Eastern Shore,932,60,27,2020-05-23 20:43:55.770130
5/23/2020,Mount Rogers,264,20,6,2020-05-23 20:43:55.770130
5/23/2020,Chickahominy,396,77,26,2020-05-23 20:43:55.770130
5/23/2020,New River,92,12,1,2020-05-23 20:43:55.770130
5/23/2020,Central Virginia,182,15,4,2020-05-23 20:43:55.770130
5/23/2020,Piedmont,644,43,5,2020-05-23 20:43:55.770130
5/23/2020,Lord Fairfax,1065,100,43,2020-05-23 20:43:55.770130
5/23/2020,Crater,497,82,14,2020-05-23 20:43:55.770130
5/23/2020,Hampton,172,30,3,2020-05-23 20:43:55.770130
5/23/2020,Alexandria,1703,175,38,2020-05-23 20:43:55.770130
5/23/2020,Fairfax,9044,1208,334,2020-05-23 20:43:55.770130
5/23/2020,Richmond,979,130,19,2020-05-23 20:43:55.770130
5/23/2020,Arlington,1804,346,95,2020-05-23 20:43:55.770130
5/23/2020,Rappahannock Rapidan,959,71,11,2020-05-23 20:43:55.770130
5/23/2020,Rappahannock,1166,133,14,2020-05-23 20:43:55.770130
5/23/2020,Pittsylvania-Danville,74,25,3,2020-05-23 20:43:55.770130
5/23/2020,Prince William,5430,501,95,2020-05-23 20:43:55.770130
5/23/2020,Cumberland Plateau,32,2,0,2020-05-23 20:43:55.770130
5/23/2020,Portsmouth,253,40,11,2020-05-23 20:43:55.770130
5/23/2020,Virginia Beach,598,90,19,2020-05-23 20:43:55.770130
5/23/2020,West Piedmont,132,15,4,2020-05-23 20:43:55.770130
5/23/2020,Three Rivers,469,33,6,2020-05-23 20:43:55.770130
5/23/2020,Alleghany,174,24,14,2020-05-23 20:43:55.770130
5/23/2020,Lenowisco,42,15,4,2020-05-23 20:43:55.770130
5/23/2020,Norfolk,393,61,6,2020-05-23 20:43:55.770130
5/23/2020,Western Tidewater,593,60,31,2020-05-23 20:43:55.770130
5/23/2020,Henrico,1411,176,118,2020-05-23 20:43:55.770130
5/23/2020,Central Shenandoah,1358,106,28,2020-05-23 20:43:55.770130
5/23/2020,Loudoun,1831,149,52,2020-05-23 20:43:55.770130
5/23/2020,Chesterfield,1305,75,37,2020-05-23 20:43:55.770130
5/23/2020,Peninsula,543,113,32,2020-05-23 20:43:55.770130
5/24/2020,Southside,250,37,21,2020-05-24 20:36:10.305695
5/24/2020,Chesapeake,433,82,13,2020-05-24 20:36:10.305695
5/24/2020,Thomas Jefferson,416,68,19,2020-05-24 20:36:10.305695
5/24/2020,Roanoke,140,7,9,2020-05-24 20:36:10.305695
5/24/2020,Eastern Shore,940,60,27,2020-05-24 20:36:10.305695
5/24/2020,Mount Rogers,275,20,6,2020-05-24 20:36:10.305695
5/24/2020,Chickahominy,396,77,26,2020-05-24 20:36:10.305695
5/24/2020,New River,94,13,1,2020-05-24 20:36:10.305695
5/24/2020,Central Virginia,182,15,4,2020-05-24 20:36:10.305695
5/24/2020,Piedmont,643,43,5,2020-05-24 20:36:10.305695
5/24/2020,Lord Fairfax,1097,101,43,2020-05-24 20:36:10.305695
5/24/2020,Crater,495,82,14,2020-05-24 20:36:10.305695
5/24/2020,Hampton,174,30,3,2020-05-24 20:36:10.305695
5/24/2020,Alexandria,1733,175,38,2020-05-24 20:36:10.305695
5/24/2020,Fairfax,9088,1210,335,2020-05-24 20:36:10.305695
5/24/2020,Richmond,1012,130,19,2020-05-24 20:36:10.305695
5/24/2020,Arlington,1873,364,98,2020-05-24 20:36:10.305695
5/24/2020,Rappahannock Rapidan,1000,72,11,2020-05-24 20:36:10.305695
5/24/2020,Rappahannock,1201,135,15,2020-05-24 20:36:10.305695
5/24/2020,Pittsylvania-Danville,78,25,3,2020-05-24 20:36:10.305695
5/24/2020,Prince William,5513,501,95,2020-05-24 20:36:10.305695
5/24/2020,Cumberland Plateau,32,2,0,2020-05-24 20:36:10.305695
5/24/2020,Portsmouth,262,40,11,2020-05-24 20:36:10.305695
5/24/2020,Virginia Beach,603,90,19,2020-05-24 20:36:10.305695
5/24/2020,West Piedmont,137,15,4,2020-05-24 20:36:10.305695
5/24/2020,Three Rivers,472,33,6,2020-05-24 20:36:10.305695
5/24/2020,Alleghany,174,24,14,2020-05-24 20:36:10.305695
5/24/2020,Lenowisco,42,15,4,2020-05-24 20:36:10.305695
5/24/2020,Norfolk,399,61,6,2020-05-24 20:36:10.305695
5/24/2020,Western Tidewater,600,64,35,2020-05-24 20:36:10.305695
5/24/2020,Henrico,1446,176,118,2020-05-24 20:36:10.305695
5/24/2020,Central Shenandoah,1367,109,28,2020-05-24 20:36:10.305695
5/24/2020,Loudoun,1821,150,52,2020-05-24 20:36:10.305695
5/24/2020,Chesterfield,1305,75,37,2020-05-24 20:36:10.305695
5/24/2020,Peninsula,551,113,32,2020-05-24 20:36:10.305695
5/25/2020,Southside,255,37,21,2020-05-25 20:52:09.491557
5/25/2020,Chesapeake,449,82,14,2020-05-25 20:52:09.491557
5/25/2020,Thomas Jefferson,422,68,19,2020-05-25 20:52:09.491557
5/25/2020,Roanoke,140,7,9,2020-05-25 20:52:09.491557
5/25/2020,Eastern Shore,947,62,28,2020-05-25 20:52:09.491557
5/25/2020,Mount Rogers,290,20,6,2020-05-25 20:52:09.491557
5/25/2020,Chickahominy,424,77,27,2020-05-25 20:52:09.491557
5/25/2020,New River,97,13,1,2020-05-25 20:52:09.491557
5/25/2020,Central Virginia,183,15,4,2020-05-25 20:52:09.491557
5/25/2020,Piedmont,645,44,6,2020-05-25 20:52:09.491557
5/25/2020,Lord Fairfax,1128,103,45,2020-05-25 20:52:09.491557
5/25/2020,Crater,499,82,16,2020-05-25 20:52:09.491557
5/25/2020,Hampton,181,30,3,2020-05-25 20:52:09.491557
5/25/2020,Alexandria,1754,175,38,2020-05-25 20:52:09.491557
5/25/2020,Fairfax,9587,1235,339,2020-05-25 20:52:09.491557
5/25/2020,Richmond,1040,134,20,2020-05-25 20:52:09.491557
5/25/2020,Arlington,1897,368,101,2020-05-25 20:52:09.491557
5/25/2020,Rappahannock Rapidan,1025,73,11,2020-05-25 20:52:09.491557
5/25/2020,Rappahannock,1249,137,16,2020-05-25 20:52:09.491557
5/25/2020,Pittsylvania-Danville,83,25,3,2020-05-25 20:52:09.491557
5/25/2020,Prince William,5812,512,108,2020-05-25 20:52:09.491557
5/25/2020,Cumberland Plateau,32,2,0,2020-05-25 20:52:09.491557
5/25/2020,Portsmouth,272,40,11,2020-05-25 20:52:09.491557
5/25/2020,Virginia Beach,618,90,20,2020-05-25 20:52:09.491557
5/25/2020,West Piedmont,148,15,5,2020-05-25 20:52:09.491557
5/25/2020,Three Rivers,480,33,6,2020-05-25 20:52:09.491557
5/25/2020,Alleghany,179,24,16,2020-05-25 20:52:09.491557
5/25/2020,Lenowisco,42,15,4,2020-05-25 20:52:09.491557
5/25/2020,Norfolk,432,61,6,2020-05-25 20:52:09.491557
5/25/2020,Western Tidewater,607,64,37,2020-05-25 20:52:09.491557
5/25/2020,Henrico,1492,177,118,2020-05-25 20:52:09.491557
5/25/2020,Central Shenandoah,1398,110,28,2020-05-25 20:52:09.491557
5/25/2020,Loudoun,2047,150,52,2020-05-25 20:52:09.491557
5/25/2020,Chesterfield,1312,76,38,2020-05-25 20:52:09.491557
5/25/2020,Peninsula,561,113,32,2020-05-25 20:52:09.491557
5/26/2020,Southside,262,37,21,2020-05-26 21:06:18.378753
5/26/2020,Chesapeake,459,84,14,2020-05-26 21:06:18.378753
5/26/2020,Thomas Jefferson,451,68,19,2020-05-26 21:06:18.378753
5/26/2020,Roanoke,146,9,9,2020-05-26 21:06:18.378753
5/26/2020,Eastern Shore,979,63,28,2020-05-26 21:06:18.378753
5/26/2020,Mount Rogers,310,21,6,2020-05-26 21:06:18.378753
5/26/2020,Chickahominy,456,77,27,2020-05-26 21:06:18.378753
5/26/2020,New River,98,13,1,2020-05-26 21:06:18.378753
5/26/2020,Central Virginia,189,16,4,2020-05-26 21:06:18.378753
5/26/2020,Piedmont,674,43,6,2020-05-26 21:06:18.378753
5/26/2020,Lord Fairfax,1135,104,45,2020-05-26 21:06:18.378753
5/26/2020,Crater,556,82,16,2020-05-26 21:06:18.378753
5/26/2020,Hampton,183,30,3,2020-05-26 21:06:18.378753
5/26/2020,Alexandria,1785,175,41,2020-05-26 21:06:18.378753
5/26/2020,Fairfax,9947,1263,350,2020-05-26 21:06:18.378753
5/26/2020,Richmond,1089,134,20,2020-05-26 21:06:18.378753
5/26/2020,Arlington,1935,367,104,2020-05-26 21:06:18.378753
5/26/2020,Rappahannock Rapidan,1074,74,12,2020-05-26 21:06:18.378753
5/26/2020,Rappahannock,1354,139,16,2020-05-26 21:06:18.378753
5/26/2020,Pittsylvania-Danville,83,25,3,2020-05-26 21:06:18.378753
5/26/2020,Prince William,6225,521,111,2020-05-26 21:06:18.378753
5/26/2020,Cumberland Plateau,33,2,0,2020-05-26 21:06:18.378753
5/26/2020,Portsmouth,281,41,11,2020-05-26 21:06:18.378753
5/26/2020,Virginia Beach,638,90,23,2020-05-26 21:06:18.378753
5/26/2020,West Piedmont,159,15,5,2020-05-26 21:06:18.378753
5/26/2020,Three Rivers,489,33,6,2020-05-26 21:06:18.378753
5/26/2020,Alleghany,184,24,16,2020-05-26 21:06:18.378753
5/26/2020,Lenowisco,42,15,4,2020-05-26 21:06:18.378753
5/26/2020,Norfolk,450,61,6,2020-05-26 21:06:18.378753
5/26/2020,Western Tidewater,610,64,37,2020-05-26 21:06:18.378753
5/26/2020,Henrico,1546,179,118,2020-05-26 21:06:18.378753
5/26/2020,Central Shenandoah,1436,114,28,2020-05-26 21:06:18.378753
5/26/2020,Loudoun,2186,153,52,2020-05-26 21:06:18.378753
5/26/2020,Chesterfield,1327,76,42,2020-05-26 21:06:18.378753
5/26/2020,Peninsula,571,113,32,2020-05-26 21:06:18.378753
5/27/2020,Southside,263,37,22,2020-05-27 20:42:09.126486
5/27/2020,Chesapeake,472,85,14,2020-05-27 20:42:09.126486
5/27/2020,Thomas Jefferson,470,68,19,2020-05-27 20:42:09.126486
5/27/2020,Roanoke,146,9,9,2020-05-27 20:42:09.126486
5/27/2020,Eastern Shore,1005,65,30,2020-05-27 20:42:09.126486
5/27/2020,Mount Rogers,315,22,6,2020-05-27 20:42:09.126486
5/27/2020,Chickahominy,465,78,30,2020-05-27 20:42:09.126486
5/27/2020,New River,101,14,1,2020-05-27 20:42:09.126486
5/27/2020,Central Virginia,199,16,4,2020-05-27 20:42:09.126486
5/27/2020,Piedmont,683,43,6,2020-05-27 20:42:09.126486
5/27/2020,Lord Fairfax,1206,112,45,2020-05-27 20:42:09.126486
5/27/2020,Crater,593,83,17,2020-05-27 20:42:09.126486
5/27/2020,Hampton,183,30,3,2020-05-27 20:42:09.126486
5/27/2020,Alexandria,1824,175,42,2020-05-27 20:42:09.126486
5/27/2020,Fairfax,10181,1285,376,2020-05-27 20:42:09.126486
5/27/2020,Richmond,1112,137,21,2020-05-27 20:42:09.126486
5/27/2020,Arlington,1988,371,109,2020-05-27 20:42:09.126486
5/27/2020,Rappahannock Rapidan,1089,74,11,2020-05-27 20:42:09.126486
5/27/2020,Rappahannock,1381,139,16,2020-05-27 20:42:09.126486
5/27/2020,Pittsylvania-Danville,83,25,3,2020-05-27 20:42:09.126486
5/27/2020,Prince William,6320,526,115,2020-05-27 20:42:09.126486
5/27/2020,Cumberland Plateau,32,2,0,2020-05-27 20:42:09.126486
5/27/2020,Portsmouth,282,41,11,2020-05-27 20:42:09.126486
5/27/2020,Virginia Beach,646,90,22,2020-05-27 20:42:09.126486
5/27/2020,West Piedmont,171,18,6,2020-05-27 20:42:09.126486
5/27/2020,Three Rivers,494,34,6,2020-05-27 20:42:09.126486
5/27/2020,Alleghany,184,24,16,2020-05-27 20:42:09.126486
5/27/2020,Lenowisco,42,15,4,2020-05-27 20:42:09.126486
5/27/2020,Norfolk,451,62,6,2020-05-27 20:42:09.126486
5/27/2020,Western Tidewater,616,65,37,2020-05-27 20:42:09.126486
5/27/2020,Henrico,1579,180,119,2020-05-27 20:42:09.126486
5/27/2020,Central Shenandoah,1447,116,28,2020-05-27 20:42:09.126486
5/27/2020,Loudoun,2274,155,53,2020-05-27 20:42:09.126486
5/27/2020,Chesterfield,1377,76,42,2020-05-27 20:42:09.126486
5/27/2020,Peninsula,575,113,32,2020-05-27 20:42:09.126486
5/28/2020,Southside,268,38,22,2020-05-28 20:18:54.156002
5/28/2020,Chesapeake,481,86,14,2020-05-28 20:18:54.156002
5/28/2020,Thomas Jefferson,480,68,19,2020-05-28 20:18:54.156002
5/28/2020,Roanoke,147,9,9,2020-05-28 20:18:54.156002
5/28/2020,Eastern Shore,1034,67,32,2020-05-28 20:18:54.156002
5/28/2020,Mount Rogers,318,22,6,2020-05-28 20:18:54.156002
5/28/2020,Chickahominy,472,79,32,2020-05-28 20:18:54.156002
5/28/2020,New River,106,14,1,2020-05-28 20:18:54.156002
5/28/2020,Central Virginia,201,16,4,2020-05-28 20:18:54.156002
5/28/2020,Piedmont,695,44,6,2020-05-28 20:18:54.156002
5/28/2020,Lord Fairfax,1279,118,48,2020-05-28 20:18:54.156002
5/28/2020,Crater,632,88,18,2020-05-28 20:18:54.156002
5/28/2020,Hampton,190,30,3,2020-05-28 20:18:54.156002
5/28/2020,Alexandria,1887,180,44,2020-05-28 20:18:54.156002
5/28/2020,Fairfax,10619,1286,385,2020-05-28 20:18:54.156002
5/28/2020,Richmond,1133,138,21,2020-05-28 20:18:54.156002
5/28/2020,Arlington,2039,373,109,2020-05-28 20:18:54.156002
5/28/2020,Rappahannock Rapidan,1102,75,12,2020-05-28 20:18:54.156002
5/28/2020,Rappahannock,1419,143,16,2020-05-28 20:18:54.156002
5/28/2020,Pittsylvania-Danville,88,27,3,2020-05-28 20:18:54.156002
5/28/2020,Prince William,6409,532,117,2020-05-28 20:18:54.156002
5/28/2020,Cumberland Plateau,33,2,0,2020-05-28 20:18:54.156002
5/28/2020,Portsmouth,284,42,11,2020-05-28 20:18:54.156002
5/28/2020,Virginia Beach,662,91,22,2020-05-28 20:18:54.156002
5/28/2020,West Piedmont,179,19,5,2020-05-28 20:18:54.156002
5/28/2020,Three Rivers,504,36,8,2020-05-28 20:18:54.156002
5/28/2020,Alleghany,186,24,16,2020-05-28 20:18:54.156002
5/28/2020,Lenowisco,42,16,4,2020-05-28 20:18:54.156002
5/28/2020,Norfolk,452,62,6,2020-05-28 20:18:54.156002
5/28/2020,Western Tidewater,621,66,38,2020-05-28 20:18:54.156002
5/28/2020,Henrico,1624,184,131,2020-05-28 20:18:54.156002
5/28/2020,Central Shenandoah,1468,118,30,2020-05-28 20:18:54.156002
5/28/2020,Loudoun,2318,156,63,2020-05-28 20:18:54.156002
5/28/2020,Chesterfield,1447,80,51,2020-05-28 20:18:54.156002
5/28/2020,Peninsula,582,113,32,2020-05-28 20:18:54.156002
5/29/2020,Southside,269,38,22,2020-05-29 20:02:00.539473
5/29/2020,Chesapeake,494,86,15,2020-05-29 20:02:00.539473
5/29/2020,Thomas Jefferson,498,69,19,2020-05-29 20:02:00.539473
5/29/2020,Roanoke,152,9,9,2020-05-29 20:02:00.539473
5/29/2020,Eastern Shore,1055,75,32,2020-05-29 20:02:00.539473
5/29/2020,Mount Rogers,322,24,6,2020-05-29 20:02:00.539473
5/29/2020,Chickahominy,478,81,32,2020-05-29 20:02:00.539473
5/29/2020,New River,109,15,1,2020-05-29 20:02:00.539473
5/29/2020,Central Virginia,202,16,4,2020-05-29 20:02:00.539473
5/29/2020,Piedmont,702,47,6,2020-05-29 20:02:00.539473
5/29/2020,Lord Fairfax,1321,119,50,2020-05-29 20:02:00.539473
5/29/2020,Crater,703,90,18,2020-05-29 20:02:00.539473
5/29/2020,Hampton,192,30,3,2020-05-29 20:02:00.539473
5/29/2020,Alexandria,1941,181,44,2020-05-29 20:02:00.539473
5/29/2020,Fairfax,10856,1300,392,2020-05-29 20:02:00.539473
5/29/2020,Richmond,1202,146,22,2020-05-29 20:02:00.539473
5/29/2020,Arlington,2089,372,111,2020-05-29 20:02:00.539473
5/29/2020,Rappahannock Rapidan,1123,77,14,2020-05-29 20:02:00.539473
5/29/2020,Rappahannock,1448,148,17,2020-05-29 20:02:00.539473
5/29/2020,Pittsylvania-Danville,90,28,3,2020-05-29 20:02:00.539473
5/29/2020,Prince William,6561,539,117,2020-05-29 20:02:00.539473
5/29/2020,Cumberland Plateau,33,2,0,2020-05-29 20:02:00.539473
5/29/2020,Portsmouth,294,43,11,2020-05-29 20:02:00.539473
5/29/2020,Virginia Beach,680,92,23,2020-05-29 20:02:00.539473
5/29/2020,West Piedmont,183,19,5,2020-05-29 20:02:00.539473
5/29/2020,Three Rivers,505,36,8,2020-05-29 20:02:00.539473
5/29/2020,Alleghany,195,24,16,2020-05-29 20:02:00.539473
5/29/2020,Lenowisco,42,16,4,2020-05-29 20:02:00.539473
5/29/2020,Norfolk,470,67,6,2020-05-29 20:02:00.539473
5/29/2020,Western Tidewater,626,70,39,2020-05-29 20:02:00.539473
5/29/2020,Henrico,1678,194,133,2020-05-29 20:02:00.539473
5/29/2020,Central Shenandoah,1491,118,30,2020-05-29 20:02:00.539473
5/29/2020,Loudoun,2429,159,62,2020-05-29 20:02:00.539473
5/29/2020,Chesterfield,1518,85,52,2020-05-29 20:02:00.539473
5/29/2020,Peninsula,582,114,32,2020-05-29 20:02:00.539473
5/30/2020,Southside,272,38,22,2020-05-30 19:53:32.925100
5/30/2020,Chesapeake,520,87,15,2020-05-30 19:53:32.925100
5/30/2020,Thomas Jefferson,515,70,19,2020-05-30 19:53:32.925100
5/30/2020,Roanoke,155,9,9,2020-05-30 19:53:32.925100
5/30/2020,Eastern Shore,1093,75,32,2020-05-30 19:53:32.925100
5/30/2020,Mount Rogers,331,25,6,2020-05-30 19:53:32.925100
5/30/2020,Chickahominy,481,84,32,2020-05-30 19:53:32.925100
5/30/2020,New River,109,15,1,2020-05-30 19:53:32.925100
5/30/2020,Central Virginia,207,16,4,2020-05-30 19:53:32.925100
5/30/2020,Piedmont,716,47,6,2020-05-30 19:53:32.925100
5/30/2020,Lord Fairfax,1374,119,50,2020-05-30 19:53:32.925100
5/30/2020,Crater,732,90,18,2020-05-30 19:53:32.925100
5/30/2020,Hampton,197,30,3,2020-05-30 19:53:32.925100
5/30/2020,Alexandria,1960,187,44,2020-05-30 19:53:32.925100
5/30/2020,Fairfax,11026,1319,397,2020-05-30 19:53:32.925100
5/30/2020,Richmond,1249,149,24,2020-05-30 19:53:32.925100
5/30/2020,Arlington,2107,371,113,2020-05-30 19:53:32.925100
5/30/2020,Rappahannock Rapidan,1140,78,14,2020-05-30 19:53:32.925100
5/30/2020,Rappahannock,1513,150,17,2020-05-30 19:53:32.925100
5/30/2020,Pittsylvania-Danville,91,28,3,2020-05-30 19:53:32.925100
5/30/2020,Prince William,6757,553,120,2020-05-30 19:53:32.925100
5/30/2020,Cumberland Plateau,33,2,0,2020-05-30 19:53:32.925100
5/30/2020,Portsmouth,307,44,11,2020-05-30 19:53:32.925100
5/30/2020,Virginia Beach,699,92,23,2020-05-30 19:53:32.925100
5/30/2020,West Piedmont,189,19,5,2020-05-30 19:53:32.925100
5/30/2020,Three Rivers,510,38,8,2020-05-30 19:53:32.925100
5/30/2020,Alleghany,199,24,16,2020-05-30 19:53:32.925100
5/30/2020,Lenowisco,42,16,4,2020-05-30 19:53:32.925100
5/30/2020,Norfolk,490,69,6,2020-05-30 19:53:32.925100
5/30/2020,Western Tidewater,630,71,39,2020-05-30 19:53:32.925100
5/30/2020,Henrico,1754,201,133,2020-05-30 19:53:32.925100
5/30/2020,Central Shenandoah,1517,120,30,2020-05-30 19:53:32.925100
5/30/2020,Loudoun,2529,162,62,2020-05-30 19:53:32.925100
5/30/2020,Chesterfield,1584,88,52,2020-05-30 19:53:32.925100
5/30/2020,Peninsula,583,115,32,2020-05-30 19:53:32.925100
5/31/2020,Southside,272,38,22,2020-05-31 20:13:49.992147
5/31/2020,Chesapeake,521,87,15,2020-05-31 20:13:49.992147
5/31/2020,Thomas Jefferson,525,70,19,2020-05-31 20:13:49.992147
5/31/2020,Roanoke,160,9,9,2020-05-31 20:13:49.992147
5/31/2020,Eastern Shore,1146,76,35,2020-05-31 20:13:49.992147
5/31/2020,Mount Rogers,350,34,6,2020-05-31 20:13:49.992147
5/31/2020,Chickahominy,488,85,32,2020-05-31 20:13:49.992147
5/31/2020,New River,113,15,1,2020-05-31 20:13:49.992147
5/31/2020,Central Virginia,213,16,4,2020-05-31 20:13:49.992147
5/31/2020,Piedmont,720,47,6,2020-05-31 20:13:49.992147
5/31/2020,Lord Fairfax,1390,120,50,2020-05-31 20:13:49.992147
5/31/2020,Crater,746,90,18,2020-05-31 20:13:49.992147
5/31/2020,Hampton,207,30,3,2020-05-31 20:13:49.992147
5/31/2020,Alexandria,1974,190,44,2020-05-31 20:13:49.992147
5/31/2020,Fairfax,11230,1330,397,2020-05-31 20:13:49.992147
5/31/2020,Richmond,1316,151,24,2020-05-31 20:13:49.992147
5/31/2020,Arlington,2116,372,115,2020-05-31 20:13:49.992147
5/31/2020,Rappahannock Rapidan,1162,80,14,2020-05-31 20:13:49.992147
5/31/2020,Rappahannock,1568,154,17,2020-05-31 20:13:49.992147
5/31/2020,Pittsylvania-Danville,99,27,3,2020-05-31 20:13:49.992147
5/31/2020,Prince William,6930,556,120,2020-05-31 20:13:49.992147
5/31/2020,Cumberland Plateau,35,2,0,2020-05-31 20:13:49.992147
5/31/2020,Portsmouth,308,44,11,2020-05-31 20:13:49.992147
5/31/2020,Virginia Beach,708,94,23,2020-05-31 20:13:49.992147
