COUNTY,COUNTYNAME,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Scrape_Time
083,MARION,17384,214,311,1316,2141,2091,2504,2869,3075,2026,806,31,0 to 168,55,10467,6859,58,17356,28,0,4545,11015,4337,181,1939,15297,0,148,17209,974,941,17,1932,29,55,303,375,326,290,259,172,97,30,2,0 to 97,40,1246,287,128,271,325,1271,336,303,3,192,0,0,17,1938,942,979,1932,6,0,30656,20,32633,30676,1938,17,1288,1123,2020-07-15 20:06:43.975848
085,MARTIN,9125,203,297,799,1047,1140,1200,1507,1471,1022,416,23,0 to 100,53,4522,4177,426,9027,98,0,651,6672,2517,87,2935,6150,1,39,8988,1357,1546,14,2917,98,178,464,529,520,465,298,184,127,69,3,0 to 99,38,1083,150,872,812,1523,785,609,443,3,243,2,1,43,2935,1556,1365,2917,18,0,17804,77,20848,17881,2935,43,1381,1370,2020-07-15 20:06:43.975848
087,MONROE,4430,61,88,315,601,615,752,908,664,312,110,4,0 to 101,52,2281,2131,18,4341,89,0,1358,2319,972,141,670,3721,0,39,4305,285,359,7,651,16,25,68,134,111,115,82,70,32,14,3,0 to 100,43,346,21,14,270,169,209,273,91,5,35,4,0,6,670,370,293,651,19,0,7571,66,8310,7637,670,6,1344,1067,2020-07-15 20:06:43.975848
089,NASSAU,3883,65,78,369,431,466,546,708,643,395,178,4,0 to 103,54,2111,1609,163,3759,124,0,144,3271,414,66,600,3267,0,16,3744,287,287,3,577,8,16,135,100,94,88,81,51,15,12,0,0 to 94,39,337,64,31,145,33,389,155,94,1,36,0,0,3,600,295,302,577,23,0,9603,100,10312,9703,600,3,772,766,2020-07-15 20:06:43.975848
091,OKALOOSA,8191,222,187,781,1280,1172,1061,1185,901,763,595,44,0 to 119,48,4866,3231,94,8038,152,1,272,6956,830,99,1532,6634,0,25,8014,817,654,40,1511,19,46,278,328,231,189,171,124,82,60,4,0 to 103,38,809,135,104,463,246,700,565,145,3,82,1,0,10,1532,664,828,1510,21,1,17498,131,19183,17629,1532,10,1596,1165,2020-07-15 20:06:43.975848
093,OKEECHOBEE,2094,43,89,305,287,252,257,312,205,189,144,11,0 to 119,47,1190,882,22,2083,11,0,162,1496,491,15,586,1507,0,1,2082,287,294,2,583,18,48,112,107,99,69,79,24,19,11,0,0 to 94,35,370,61,73,79,272,223,88,72,0,53,2,0,2,586,295,289,583,3,0,4128,8,4729,4136,586,2,672,591,2020-07-15 20:06:43.975848
095,ORANGE,79580,1392,1911,8532,13431,12141,12318,11811,8106,3851,1473,4614,0 to 120,45,42944,36129,507,78302,1277,1,1519,74797,4556,454,19910,59343,1,326,77977,9631,9770,189,19590,295,501,4162,5205,3411,2817,1956,914,457,176,15,0 to 106,34,4388,2577,2943,9682,2588,3972,13030,1180,50,595,40,5,94,19909,9940,9772,19589,319,1,169891,950,190973,170841,19909,94,2316,2088,2020-07-15 20:06:43.975848
097,OSCEOLA,17393,258,530,1580,2795,2694,2869,2689,1971,981,345,681,0 to 155,46,9524,7763,106,17291,102,0,1341,14285,2277,225,4751,12577,2,63,17227,2369,2272,36,4677,69,169,716,1132,871,800,500,289,162,40,3,0 to 102,37,1496,238,1381,1562,1903,812,1962,482,9,243,7,2,37,4751,2323,2391,4677,74,0,34183,27,39039,34210,4751,37,1934,1423,2020-07-15 20:06:43.975848
099,PALM BEACH,82952,1350,2098,7169,10994,10532,11781,13523,11547,8002,4327,1629,0 to 119,52,45016,37629,307,82084,866,2,4261,70280,14015,450,22788,59791,181,192,81716,11382,11117,63,22562,388,825,3298,4320,3750,3395,2878,1722,1213,968,31,0 to 105,41,8486,3626,3206,7244,6613,8294,7655,2936,42,2121,27,14,634,22788,11238,11484,22560,226,2,169179,636,192961,169815,22788,634,6744,6479,2020-07-15 20:06:43.975848
101,PASCO,17785,358,462,1707,2395,2491,2818,2931,2488,1482,623,30,0 to 119,50,10072,7614,99,17697,88,0,805,14684,2827,159,4363,13373,2,47,17648,2171,2125,44,4340,73,127,730,837,713,687,530,379,197,89,1,0 to 99,40,2366,276,404,1294,706,2087,1547,485,8,295,4,1,36,4363,2136,2183,4340,23,0,44914,65,49380,44979,4363,36,3247,2695,2020-07-15 20:06:43.975848
103,PINELLAS,47104,492,789,3833,6541,5637,6767,8539,7418,4536,2463,89,0 to 120,54,26880,20097,127,46745,359,0,3408,39277,9811,444,12082,34980,1,41,46703,6420,5520,52,11992,154,391,1898,2637,1656,1678,1561,954,679,464,8,0 to 104,40,5284,2086,669,3953,925,6458,4609,1319,20,999,18,2,278,12080,5571,6457,11992,88,0,117016,268,129451,117284,12080,278,995,903,2020-07-15 20:06:43.975848
105,POLK,25461,613,826,2455,3766,3631,3683,3768,3408,2085,892,334,0 to 119,48,14216,10956,289,25352,109,0,1000,21771,3527,170,8206,17228,1,26,25325,4215,3841,120,8176,152,357,1253,1649,1474,1202,916,621,366,214,2,0 to 103,39,3605,1331,678,2562,1885,3179,3112,1006,10,606,5,1,155,8206,3853,4233,8176,30,0,59012,75,67362,59087,8206,155,2587,2017,2020-07-15 20:06:43.975848
107,PUTNAM,4035,89,174,440,611,513,608,650,458,313,166,13,0 to 118,48,2436,1536,63,4027,8,0,126,3582,681,22,855,3176,1,3,4023,421,406,28,855,20,81,156,156,126,108,96,57,36,17,2,0 to 100,35,408,242,96,109,157,570,128,129,0,73,0,0,7,855,406,421,855,0,0,8412,8,9280,8420,855,7,239,170,2020-07-15 20:06:43.975848
113,SANTA ROSA,8374,264,327,983,1156,1147,1258,1290,1106,582,251,10,0 to 119,47,4600,3721,53,8303,71,0,257,7073,983,121,1523,6849,0,2,8301,755,734,24,1513,24,41,440,274,197,229,154,89,49,26,0,0 to 101,34,991,95,34,393,36,1042,435,73,0,85,1,0,11,1523,738,761,1513,10,0,16502,60,18097,16562,1523,11,2148,1603,2020-07-15 20:06:43.975848
115,SARASOTA,15944,194,268,1186,1711,1623,2045,2775,3003,2082,1014,43,0 to 119,58,8846,6915,183,15687,257,0,681,14333,1930,106,3448,12483,1,12,15675,1754,1609,44,3407,38,96,572,630,497,481,423,321,224,163,2,0 to 104,42,1516,188,234,1469,332,1368,1707,304,17,272,11,2,100,3447,1631,1772,3407,40,0,46518,214,50201,46732,3447,100,857,751,2020-07-15 20:06:43.975848
117,SEMINOLE,20719,291,500,2234,2962,2835,3162,3238,2697,1319,630,851,0 to 119,48,11653,8906,160,20671,48,0,556,18901,1415,116,4667,16020,1,31,20640,2493,2127,28,4648,65,121,1038,1019,679,660,472,280,182,149,0,0 to 104,36,1771,429,453,1995,543,1271,2834,397,5,221,1,0,28,4665,2133,2504,4648,17,0,45072,30,49810,45102,4665,28,1519,1276,2020-07-15 20:06:43.975848
109,ST. JOHNS,12053,190,314,1241,1357,1750,2000,2065,1768,932,419,17,0 to 119,50,6534,5296,223,12008,45,0,491,10201,1466,216,2079,9888,11,75,11923,1022,997,34,2053,28,54,514,315,288,339,296,143,74,28,0,0 to 98,39,1208,108,93,644,132,1182,739,179,4,106,5,0,13,2079,1010,1035,2053,26,0,26654,17,28780,26671,2079,13,1770,1730,2020-07-15 20:06:43.975848
111,ST. LUCIE,13020,237,319,1048,1702,1731,2033,2176,1894,1212,629,39,0 to 119,52,7536,5220,264,12871,149,0,774,10392,2526,96,3209,9617,7,187,12677,1740,1421,32,3193,59,124,441,576,533,528,408,278,154,100,8,0 to 104,42,1036,558,311,1288,613,1101,1479,324,2,255,2,1,70,3209,1430,1747,3193,16,0,26925,130,30303,27055,3209,70,2115,2100,2020-07-15 20:06:43.975848
119,SUMTER,4371,60,40,134,213,227,344,591,1540,988,148,86,0 to 119,68,2168,2016,187,4292,79,0,239,3668,598,83,721,3609,0,41,4251,301,405,8,714,1,15,48,47,79,91,108,192,114,25,1,4 to 92,62,421,87,23,183,36,484,194,145,1,86,0,0,18,721,408,305,714,7,0,11979,72,12784,12051,721,18,348,336,2020-07-15 20:06:43.975848
121,SUWANNEE,2697,89,101,262,364,336,328,404,332,252,218,11,0 to 118,51,1657,962,78,2680,17,0,96,1998,861,23,788,1908,0,1,2679,437,323,11,771,32,58,122,118,122,108,85,62,50,30,1,0 to 102,40,381,116,162,112,263,382,126,115,1,71,0,0,23,788,329,448,771,17,0,4506,0,5297,4506,788,23,173,169,2020-07-15 20:06:43.975848
123,TAYLOR,1035,33,27,110,157,145,138,175,146,75,25,4,0 to 118,47,582,422,31,1027,8,0,25,785,280,28,158,876,1,0,1026,80,75,1,156,0,5,35,39,27,18,19,6,8,1,0,6 to 91,35,79,42,20,15,26,113,17,33,0,10,0,0,1,158,75,82,156,2,0,1686,6,1853,1692,158,1,397,296,2020-07-15 20:06:43.975848
125,UNION,1263,12,28,83,84,120,145,414,289,74,14,0,0 to 118,59,356,901,6,1263,0,0,32,1145,153,5,123,1140,0,0,1263,37,86,0,123,1,8,26,13,11,8,30,23,3,0,0,4 to 80,51,77,32,4,10,5,104,14,15,0,11,0,0,2,123,86,37,123,0,0,2590,0,2714,2590,123,2,184,182,2020-07-15 20:06:43.975848
999,Unknown,1575,7,12,109,199,210,230,193,142,212,258,3,0 to 119,56,1022,532,21,195,1380,0,4,1550,22,16,332,1242,1,0,194,26,35,10,71,7,11,54,79,57,67,30,12,8,6,1,0 to 82,32,17,10,0,44,25,2,44,0,3,0,2,1,0,332,169,149,71,261,0,2362,1087,3798,3449,332,0,42,40,2020-07-15 20:06:43.975848
127,VOLUSIA,23908,224,434,1691,2743,2682,3451,4704,4264,2316,1112,287,0 to 119,56,13367,9917,624,23792,116,0,798,21389,2575,195,4355,19532,0,21,23771,2284,2018,19,4321,51,146,707,830,599,637,589,419,219,148,10,0 to 102,42,1869,569,803,1080,612,2311,1398,566,7,336,5,0,79,4355,2034,2302,4321,34,0,48626,81,53122,48707,4355,79,1867,1245,2020-07-15 20:06:43.975848
129,WAKULLA,1474,21,37,129,179,207,248,276,225,111,40,1,0 to 102,51,804,660,10,1469,5,0,40,1261,268,8,206,1268,0,0,1469,86,117,0,203,1,3,38,39,39,38,31,11,4,2,0,3 to 86,40,106,36,7,54,7,135,61,24,0,9,0,0,1,206,118,88,203,3,0,3111,2,3327,3113,206,1,303,228,2020-07-15 20:06:43.975848
131,WALTON,2241,54,59,257,290,317,325,363,268,171,134,3,0 to 101,49,1201,1005,35,2130,111,0,87,1881,649,83,649,1592,0,0,2130,279,309,1,589,6,20,148,113,112,81,97,38,27,7,0,0 to 101,38,496,43,12,38,126,433,30,68,9,39,2,0,10,649,338,310,589,60,0,4740,51,5444,4791,649,10,300,245,2020-07-15 20:06:43.975848
133,WASHINGTON,1062,15,23,78,121,133,168,223,141,105,55,0,0 to 119,54,622,418,22,1053,9,0,40,781,254,15,214,846,0,2,1051,106,100,3,209,1,5,24,32,26,30,39,27,22,8,0,3 to 99,53,108,54,6,41,2,158,49,22,0,24,0,0,13,214,102,109,209,5,0,2181,4,2400,2185,214,13,287,229,2020-07-15 20:06:43.975848
001,ALACHUA,17163,232,263,2277,3265,2445,2401,2699,1974,946,594,67,0 to 119,45,9818,7200,145,16875,288,0,444,16151,1031,78,2397,14760,6,0,16869,1220,1134,4,2358,21,62,772,571,267,265,208,144,55,30,2,0 to 103,29,828,549,334,647,357,1288,713,201,8,108,7,0,12,2397,1157,1236,2358,39,0,51351,247,54012,51598,2397,12,183,161,2020-07-16 20:14:24.245375
003,BAKER,1080,35,23,130,164,158,173,173,113,76,33,2,0 to 99,46,590,440,50,1020,60,0,82,862,230,5,202,870,0,8,1012,98,102,2,202,2,7,31,33,35,31,31,13,15,4,0,1 to 97,43,135,40,8,19,5,169,28,31,0,22,0,0,4,202,102,98,202,0,0,3056,58,3316,3114,202,4,224,223,2020-07-16 20:14:24.245375
005,BAY,4614,55,64,462,689,672,759,795,541,326,195,56,0 to 119,49,2565,1996,53,4551,63,0,297,3853,1032,97,1602,3010,0,2,4549,844,711,3,1558,22,32,281,342,278,263,202,115,50,16,1,0 to 96,39,871,185,69,433,172,914,472,165,8,56,3,3,8,1602,739,860,1558,44,0,11915,22,13563,11937,1602,8,153,145,2020-07-16 20:14:24.245375
007,BRADFORD,1594,24,34,145,204,188,238,303,196,153,103,6,0 to 118,53,995,576,23,1592,2,0,59,1399,252,2,173,1420,0,1,1591,103,70,0,173,2,9,27,20,27,29,16,12,19,12,0,1 to 107,46,115,44,7,7,6,155,12,26,0,19,0,0,2,173,70,103,173,0,0,3194,2,3372,3196,173,2,372,340,2020-07-16 20:14:24.245375
009,BREVARD,22685,292,425,1744,2523,2559,3172,4798,4170,2220,634,148,0 to 119,56,12728,9847,110,22661,24,0,894,20591,2813,126,3805,18869,0,11,22650,1957,1814,15,3786,42,92,771,767,563,541,479,284,154,110,1,0 to 101,38,2007,287,284,1208,558,1943,1285,487,4,247,3,0,44,3804,1821,1968,3786,18,0,59957,6,63806,59963,3804,44,1211,1153,2020-07-16 20:14:24.245375
011,BROWARD,125443,2727,3688,10975,19864,19748,21294,21600,14189,7410,3734,214,0 to 119,47,67457,56437,1549,123791,1652,0,5092,101783,23799,1146,35567,89776,22,78,123694,17923,17069,179,35171,701,1547,5158,7294,6279,5758,4684,2325,1215,586,19,0 to 119,39,13160,9443,2433,10135,11383,14107,9681,5081,81,2643,64,23,464,35566,17324,18062,35171,395,0,259553,1235,296644,260788,35566,464,15906,15537,2020-07-16 20:14:24.245375
013,CALHOUN,696,7,13,59,73,98,101,125,100,78,42,0,0 to 99,54,413,268,15,696,0,0,18,476,165,9,198,497,0,1,695,125,73,0,198,1,5,21,25,18,24,30,23,27,24,0,1 to 99,56,150,24,10,14,12,155,31,28,0,20,0,0,7,198,73,125,198,0,0,1201,0,1406,1201,198,7,357,295,2020-07-16 20:14:24.245375
015,CHARLOTTE,6260,70,64,355,550,620,879,1194,1162,789,570,7,0 to 119,59,3624,2563,73,6238,22,0,366,5262,1001,31,1313,4942,1,4,6233,690,598,19,1307,12,20,133,149,130,181,235,189,135,128,1,0 to 101,56,937,84,46,240,87,944,276,169,1,184,1,0,80,1313,599,694,1307,6,0,16760,16,18099,16776,1313,80,184,165,2020-07-16 20:14:24.245375
017,CITRUS,4777,66,94,313,493,448,590,878,1002,677,208,8,0 to 222,59,2680,1928,169,4769,8,0,175,3753,688,36,702,4068,1,6,4763,352,346,3,701,7,18,94,101,81,105,138,86,53,19,0,0 to 97,50,524,42,43,92,45,537,119,59,0,75,0,0,17,702,346,353,701,1,0,12733,6,13449,12739,702,17,1579,1124,2020-07-16 20:14:24.245375
019,CLAY,9717,184,270,889,1207,1383,1594,1645,1403,798,322,22,0 to 101,50,5549,4052,116,9694,23,0,411,8362,1191,77,1791,7916,1,9,9684,970,811,5,1786,14,59,280,301,284,302,242,167,92,49,1,0 to 100,43,808,314,130,534,164,1030,592,260,0,141,0,0,42,1791,814,972,1786,5,0,22985,18,24806,23003,1791,42,1134,1101,2020-07-16 20:14:24.245375
021,COLLIER,20640,541,830,2280,2581,2707,2793,2949,2954,2226,741,38,0 to 105,49,10945,9547,148,20262,378,0,815,15904,4506,191,7077,13410,3,150,20109,3483,3456,38,6977,193,364,1287,1202,1206,1081,844,457,310,132,0,0 to 101,38,3353,358,510,2756,2885,1496,2596,775,22,497,12,6,100,7076,3513,3520,6977,99,0,39692,279,47091,39971,7076,100,4783,3800,2020-07-16 20:14:24.245375
023,COLUMBIA,4260,100,123,319,573,597,608,793,623,305,210,9,0 to 119,51,2136,2045,79,4241,19,0,329,3341,850,16,1087,3170,0,3,4238,305,776,0,1081,20,33,106,213,209,194,165,98,32,17,0,0 to 97,43,343,225,68,445,71,483,527,16,0,61,0,0,4,1087,781,306,1081,6,0,7656,13,8786,7669,1087,4,40,38,2020-07-16 20:14:24.245375
025,DADE,210842,2510,4133,19297,35785,34233,38103,34316,22351,12462,6956,696,0 to 225,47,109332,100266,1244,209183,1658,1,5226,188556,22998,1058,75427,135138,95,182,208908,37482,37017,224,74723,913,1951,9357,14794,12787,13465,10521,6069,3375,2101,92,0 to 108,43,27500,7849,2699,36675,28632,9698,36393,8563,57,4570,32,15,1246,75425,37376,37800,74722,702,1,384967,939,462196,385906,75425,1246,7381,6641,2020-07-16 20:14:24.245375
027,DESOTO,3153,85,170,304,466,476,544,557,312,163,72,4,0 to 102,46,1291,1738,124,3142,11,0,119,2159,993,15,1015,2130,0,8,3134,416,595,3,1014,33,93,135,206,188,156,122,58,14,10,0,0 to 97,36,662,98,35,219,546,233,235,144,0,85,0,0,13,1015,595,417,1014,1,0,6259,10,7303,6269,1015,13,1076,941,2020-07-16 20:14:24.245375
029,DIXIE,910,25,33,77,104,151,113,146,141,78,41,1,0 to 118,51,542,354,14,910,0,0,22,727,162,2,146,764,0,0,910,80,65,1,146,0,7,19,19,22,17,19,24,15,4,0,6 to 91,50,110,15,1,20,0,120,26,29,0,17,0,0,4,146,65,80,146,0,0,1667,0,1814,1667,146,4,252,197,2020-07-16 20:14:24.245375
031,DUVAL,61140,1034,1539,6654,10876,9189,9253,9998,7096,3565,1802,134,-6 to 119,46,33443,26924,773,60437,703,0,1318,55521,4200,240,14993,46038,11,98,60332,7794,6936,90,14820,187,532,2622,3721,2573,2118,1643,917,424,246,9,0 to 102,36,3729,4606,1297,5188,1278,7046,6496,789,24,450,12,4,89,14992,7031,7868,14820,172,0,135544,520,151246,136064,14992,89,3860,3743,2020-07-16 20:14:24.245375
033,ESCAMBIA,21695,499,571,2320,3167,2618,2902,3726,3060,1769,1007,56,0 to 119,50,12819,8785,91,18502,3193,0,605,19710,1932,118,5054,16620,2,19,18481,2381,1997,46,4424,53,139,1052,1033,714,624,592,380,293,174,0,0 to 105,37,1808,1131,146,1339,138,2724,1562,446,2,251,1,3,56,5054,2256,2752,4424,630,0,42775,2519,50366,45294,5054,56,1059,979,2020-07-16 20:14:24.245375
035,FLAGLER,4343,63,55,266,443,505,624,834,825,502,219,7,0 to 119,57,2524,1760,59,4304,39,0,185,3781,452,54,575,3764,0,4,4300,308,251,7,566,10,17,79,85,62,95,97,85,33,11,1,0 to 94,49,331,75,100,60,72,410,84,85,4,49,2,1,7,575,256,312,566,9,0,10276,30,10892,10306,575,7,644,609,2020-07-16 20:14:24.245375
037,FRANKLIN,562,9,8,32,44,45,68,131,131,76,18,0,0 to 95,61,325,235,2,558,4,0,11,483,56,12,49,512,0,1,557,28,19,0,47,0,1,4,7,3,7,13,6,5,2,0,9 to 85,56,34,12,0,1,2,43,2,7,0,3,0,0,0,48,19,29,47,1,0,1736,3,1788,1739,48,0,93,92,2020-07-16 20:14:24.245375
039,GADSDEN,3348,66,138,283,559,575,574,499,407,158,86,3,0 to 119,45,2249,1083,16,3328,19,1,73,2874,540,22,721,2625,1,1,3327,441,268,6,715,14,47,88,137,149,119,72,49,30,15,1,0 to 98,39,210,278,37,190,102,387,226,121,0,77,0,0,9,721,268,447,714,6,1,6856,13,7607,6869,721,9,584,389,2020-07-16 20:14:24.245375
041,GILCHRIST,869,24,25,102,113,123,129,126,111,79,37,0,0 to 118,49,484,377,8,869,0,0,24,692,213,3,176,693,0,0,869,65,111,0,176,7,7,26,28,28,28,23,16,12,1,0,0 to 94,41,128,15,16,17,29,124,23,11,0,3,0,0,0,176,111,65,176,0,0,2624,0,2805,2624,176,0,282,265,2020-07-16 20:14:24.245375
043,GLADES,387,7,16,51,81,81,48,37,33,26,6,1,1 to 90,39,188,198,1,387,0,0,47,195,208,0,215,172,0,0,387,89,126,0,215,4,5,35,58,57,30,17,6,2,1,0,1 to 89,36,163,31,12,9,123,80,12,33,0,21,0,0,1,215,126,89,215,0,0,597,0,813,597,215,1,193,134,2020-07-16 20:14:24.245375
045,GULF,756,15,26,66,81,79,132,142,128,67,20,0,0 to 94,53,435,318,3,696,60,0,36,593,132,16,118,638,0,0,696,62,50,0,112,1,5,22,17,19,31,12,9,1,1,0,2 to 89,42,70,34,3,5,12,94,6,24,1,7,1,0,0,118,55,63,112,6,0,2311,54,2487,2365,118,0,211,208,2020-07-16 20:14:24.245375
047,HAMILTON,2154,29,48,198,563,433,335,253,175,73,43,4,0 to 118,40,542,1590,22,2147,7,0,47,1916,448,8,469,1684,0,1,2146,151,314,0,465,18,31,68,113,83,71,57,19,7,2,0,0 to 86,35,175,237,35,18,71,232,162,65,1,17,0,0,2,469,317,152,465,4,0,2919,3,3392,2922,469,2,45,43,2020-07-16 20:14:24.245375
049,HARDEE,1548,53,136,235,288,203,198,182,150,75,28,0,0 to 94,37,841,683,24,1540,8,0,72,683,775,15,649,899,0,0,1540,334,305,4,643,22,69,117,137,97,81,54,46,20,6,0,0 to 87,32,481,71,66,25,449,170,24,101,3,55,3,1,4,649,309,336,643,6,0,2882,2,3535,2884,649,4,1135,1034,2020-07-16 20:14:24.245375
051,HENDRY,3177,116,154,448,588,504,462,403,231,154,110,7,0 to 104,40,1565,1594,18,3175,2,0,298,1751,1246,11,1310,1866,0,1,3174,561,741,8,1310,39,66,214,286,238,205,131,68,40,23,0,0 to 101,37,1051,135,41,83,906,338,66,212,0,115,0,0,30,1310,741,561,1310,0,0,5274,2,6599,5276,1310,30,1796,1369,2020-07-16 20:14:24.245375
053,HERNANDO,4817,85,93,453,659,585,711,821,653,474,279,4,0 to 102,52,2847,1954,16,4791,26,0,319,3760,1078,54,1017,3799,0,1,4790,511,493,0,1004,13,32,167,189,135,160,135,99,61,25,0,0 to 100,41,700,79,76,149,144,600,260,200,2,105,2,1,13,1016,497,519,1004,12,0,12869,14,13902,12883,1016,13,1242,1191,2020-07-16 20:14:24.245375
055,HIGHLANDS,4296,79,83,248,473,407,511,674,767,669,365,20,0 to 119,60,2555,1707,34,4230,66,0,113,3719,537,34,656,3634,0,6,4224,340,312,1,653,16,21,79,104,89,97,109,69,61,11,0,0 to 95,47,357,125,99,72,204,354,95,150,2,98,1,0,13,656,315,340,653,3,0,10965,63,11698,11028,656,13,809,695,2020-07-16 20:14:24.245375
057,HILLSBOROUGH,71311,1693,2289,7890,12131,10559,10853,10898,8158,4358,2009,473,0 to 119,45,39974,30868,469,70855,456,0,1603,64277,5684,360,21563,49576,22,150,70683,11270,9980,195,21445,439,891,3936,4991,3401,3086,2243,1187,660,362,361,0 to 104,35,6565,2627,2396,9857,4479,5841,11125,1553,12,892,9,3,232,21557,10032,11330,21445,112,0,155733,341,177852,156074,21557,232,5109,4762,2020-07-16 20:14:24.245375
059,HOLMES,1030,18,19,88,160,148,165,173,162,71,25,1,0 to 119,50,491,524,15,1016,14,0,19,784,241,12,265,765,0,0,1016,55,205,0,260,3,1,33,74,60,43,23,16,8,4,0,1 to 93,38,145,72,10,33,16,189,55,11,0,7,0,0,1,265,206,59,260,5,0,2789,9,3067,2798,265,1,204,198,2020-07-16 20:14:24.245375
061,INDIAN RIVER,6976,100,161,627,736,709,863,1073,1175,856,660,16,0 to 119,57,4194,2745,37,6904,72,0,295,5425,1460,87,1431,5514,0,31,6875,741,666,12,1419,30,81,267,249,200,190,141,115,89,68,1,0 to 99,38,598,118,130,573,278,499,642,181,6,101,3,0,22,1431,674,745,1419,12,0,18487,58,19987,18545,1431,22,1773,1289,2020-07-16 20:14:24.245375
063,JACKSON,3482,40,55,315,581,578,600,532,356,255,164,6,0 to 105,47,1586,1810,86,3457,25,0,25,2709,643,41,682,2795,1,4,3452,236,433,2,671,6,11,76,127,124,130,97,57,29,25,0,0 to 100,44,281,197,34,159,36,384,251,108,2,73,0,0,6,682,439,241,671,11,0,6227,14,6936,6241,682,6,872,671,2020-07-16 20:14:24.245375
065,JEFFERSON,655,17,17,36,63,87,95,127,124,68,20,1,0 to 101,55,386,265,4,649,6,0,15,507,138,10,102,552,0,1,648,53,46,0,99,2,3,11,18,13,16,15,10,7,7,0,0 to 95,48,47,37,11,4,10,82,7,21,2,13,0,0,4,102,49,53,99,3,0,1566,2,1671,1568,102,4,136,98,2020-07-16 20:14:24.245375
067,LAFAYETTE,398,7,3,47,51,43,40,49,55,57,45,1,0 to 119,57,249,140,9,398,0,0,11,337,32,1,67,331,0,0,398,34,30,3,67,2,3,7,14,5,10,12,9,2,3,0,3 to 98,48,36,12,7,12,11,44,12,13,0,4,0,0,0,67,30,34,67,0,0,650,0,719,650,67,0,44,44,2020-07-16 20:14:24.245375
069,LAKE,17877,281,338,1268,1908,1878,2311,2836,3029,2109,692,1227,0 to 103,56,9426,7448,1003,17732,145,0,250,16644,947,107,3009,14824,0,44,17690,1522,1422,42,2986,50,97,509,589,454,474,403,236,146,46,5,0 to 103,40,894,323,381,1388,385,1055,1546,261,12,159,5,1,34,3009,1434,1532,2986,23,0,43714,120,46873,43834,3009,34,1103,811,2020-07-16 20:14:24.245375
071,LEE,35306,459,700,3379,4850,4706,5086,5588,5376,3497,1600,65,0 to 119,52,19798,15186,322,34190,1115,1,1153,30284,4828,209,11724,23556,2,24,34165,5926,5401,150,11477,185,356,1880,2279,1897,1815,1448,892,564,395,10,0 to 101,41,4958,1150,367,5002,2759,3525,5193,1417,18,765,15,4,206,11721,5532,6033,11476,244,1,73686,868,86303,74554,11721,206,3318,1716,2020-07-16 20:14:24.245375
073,LEON,15134,216,394,2445,2547,2145,2176,2303,1810,704,352,42,0 to 119,43,7873,7112,149,14876,257,1,338,13717,1218,112,2709,12412,2,11,14864,1396,1228,30,2654,22,102,1089,532,302,251,238,114,36,13,10,0 to 105,26,730,769,101,1054,165,1151,1338,164,13,71,11,7,10,2709,1256,1423,2653,55,1,38863,198,41853,39061,2709,10,1189,771,2020-07-16 20:14:24.245375
075,LEVY,1954,33,37,205,251,217,265,375,289,198,82,2,0 to 118,54,1122,814,18,1950,4,0,63,1505,501,10,311,1643,0,0,1950,124,182,2,308,3,7,62,57,46,39,50,28,12,6,1,2 to 99,41,129,29,104,46,115,146,47,36,0,23,0,0,2,311,184,125,308,3,0,3992,1,4315,3993,311,2,460,410,2020-07-16 20:14:24.245375
077,LIBERTY,2292,6,10,181,699,565,412,278,96,30,7,8,0 to 105,38,209,2075,8,2292,0,0,4,2006,137,4,284,2008,0,0,2292,28,255,1,284,2,4,34,67,58,66,44,7,1,1,0,0 to 85,40,165,104,5,10,10,186,88,10,0,5,0,0,1,284,255,28,284,0,0,2368,0,2654,2368,284,1,162,137,2020-07-16 20:14:24.245375
079,MADISON,1440,72,70,151,176,190,203,205,197,114,56,6,0 to 99,48,907,528,5,1414,26,0,49,962,550,35,415,1024,0,1,1413,249,160,0,409,25,26,55,58,66,71,58,28,10,18,0,0 to 98,41,87,282,22,18,23,337,49,72,0,17,0,1,4,415,162,253,409,6,0,3531,20,3984,3551,415,4,544,444,2020-07-16 20:14:24.245375
