COUNTY,COUNTYNAME,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,C_NonResDeaths,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Scrape_Time
091,OKALOOSA,340,15,14,22,56,58,56,60,36,19,3,1,1,0,2,7,5,6,7,7,8,1,45,0 to 93,54,3 to 87,41,0,196,127,17,335,4,1,61,243,36,23,5,16,36,1,7,1,285,44,241,0,55,44,15,58,44,22,22,40,3,1,240,1,340,241,44,1,153,100,2020-04-01 20:08:29.256720
093,OKEECHOBEE,56,1,3,6,4,9,6,10,7,9,1,0,0,0,0,0,1,0,0,0,0,0,50,4 to 91,41,41 to 41,1,0,29,27,0,55,1,0,22,27,7,0,1,0,1,0,0,0,55,1,54,0,1,25,2,1,1,1,0,1,0,0,53,1,56,54,1,0,2,1,2020-04-01 20:08:29.256720
095,ORANGE,4332,183,126,381,717,756,722,642,455,233,117,0,4,2,36,64,84,102,90,37,28,11,45,0 to 99,48,0 to 91,426,0,2457,1862,13,4207,124,1,171,4061,100,84,246,128,160,226,72,4,4319,458,3861,0,13,162,93,92,458,264,194,425,32,1,3769,92,4332,3861,458,4,549,393,2020-04-01 20:08:29.256720
097,OSCEOLA,943,18,27,79,171,183,154,139,103,57,10,2,1,1,9,18,27,25,29,19,10,1,45,0 to 97,50,0 to 91,136,0,554,386,3,935,8,0,181,659,103,52,27,61,72,25,43,1,881,140,741,0,62,162,39,120,140,72,67,136,4,0,739,2,943,741,140,1,169,116,2020-04-01 20:08:29.256720
099,PALM BEACH,3521,54,67,251,501,520,555,556,518,344,139,16,2,2,39,57,76,75,97,117,111,40,51,0 to 104,58,0 to 99,594,0,1975,1493,53,3487,32,2,202,3226,93,62,439,115,129,407,80,22,3449,616,2833,0,72,119,249,143,616,316,291,592,22,2,2823,10,3521,2833,616,22,582,481,2020-04-01 20:08:29.256720
101,PASCO,1139,30,31,66,132,179,202,211,173,88,27,0,0,0,6,6,10,11,7,10,1,0,50,0 to 95,47,17 to 75,49,0,692,442,5,1125,14,0,80,1014,45,22,16,13,36,7,8,2,1123,51,1071,1,16,74,45,43,51,21,30,49,2,0,1061,10,1139,1071,51,2,181,106,2020-04-01 20:08:29.256720
103,PINELLAS,3068,56,46,188,435,392,481,547,509,262,146,6,0,1,21,35,24,43,52,37,16,3,52,0 to 104,51,10 to 91,212,0,1774,1273,21,3016,52,0,279,2601,188,84,84,65,110,72,51,5,2977,233,2740,4,91,319,40,91,233,122,111,212,21,0,2712,29,3068,2741,233,5,307,241,2020-04-01 20:08:29.256720
105,POLK,1279,26,27,92,160,188,215,209,196,124,42,0,1,4,5,8,17,15,18,11,10,2,50,0 to 97,51,3 to 88,91,0,760,515,4,1273,6,0,125,1091,63,32,16,43,42,12,37,1,1249,91,1158,0,30,116,39,54,91,39,52,91,0,0,1152,6,1279,1158,91,1,147,110,2020-04-01 20:08:29.256720
107,PUTNAM,314,11,3,25,46,42,46,56,39,34,12,0,0,0,2,0,2,4,0,4,1,0,50,0 to 97,51,22 to 82,13,0,192,115,7,313,1,0,93,209,12,10,1,2,12,0,1,0,308,13,294,1,6,52,20,87,13,6,7,13,0,0,294,1,314,295,13,0,15,14,2020-04-01 20:08:29.256720
113,SANTA ROSA,384,21,16,37,64,63,62,44,51,23,3,0,2,0,8,8,6,6,7,7,2,0,43,0 to 90,44,0 to 81,46,0,229,154,1,384,0,0,33,324,27,15,22,9,37,2,7,2,381,46,335,0,3,40,3,19,46,26,20,46,0,0,335,0,384,335,46,2,391,204,2020-04-01 20:08:29.256720
115,SARASOTA,929,10,10,43,77,81,119,137,165,178,109,0,1,0,3,4,6,12,12,23,27,11,60,0 to 100,65,4 to 99,89,0,517,406,6,899,30,0,365,520,44,32,24,43,46,13,40,3,899,99,799,1,30,286,65,89,99,44,53,89,10,0,784,16,929,800,99,3,213,134,2020-04-01 20:08:29.256720
117,SEMINOLE,1280,21,27,117,210,239,204,190,164,58,50,0,0,0,9,23,19,26,21,28,2,0,47,0 to 104,49,19 to 80,124,0,768,498,14,1273,7,0,90,1133,57,47,25,56,77,23,28,0,1261,128,1132,1,19,94,43,65,128,58,70,124,4,0,1129,3,1280,1132,128,0,269,228,2020-04-01 20:08:29.256720
109,ST. JOHNS,1106,21,27,68,152,182,202,194,152,75,31,2,0,3,5,9,8,19,21,20,4,1,49,0 to 96,53,9 to 91,87,0,610,444,52,1100,6,0,145,893,68,43,18,29,55,16,19,2,1074,90,983,1,32,111,99,76,90,53,35,87,3,0,981,2,1106,983,90,2,128,112,2020-04-01 20:08:29.256720
111,ST. LUCIE,640,18,21,44,83,90,97,106,102,60,19,0,0,0,2,5,3,5,12,12,6,2,50,0 to 95,58,18 to 95,45,0,353,248,39,636,4,0,56,559,25,20,2,25,31,2,14,2,625,47,578,0,15,57,7,24,47,22,24,45,2,0,576,2,640,578,47,2,64,60,2020-04-01 20:08:29.256720
119,SUMTER,801,5,8,10,18,21,54,114,370,188,13,0,0,0,1,0,4,4,7,25,14,2,66,0 to 96,67,18 to 92,57,0,454,342,5,801,0,0,44,723,34,28,10,19,36,5,16,0,795,57,733,5,6,79,24,36,57,27,26,57,0,0,737,0,801,737,57,0,28,25,2020-04-01 20:08:29.256720
121,SUWANNEE,87,1,2,6,5,9,14,13,18,13,2,4,0,0,0,0,1,3,1,0,1,0,55,4 to 86,55,40 to 80,6,0,58,21,8,87,0,0,42,42,3,2,1,3,4,1,1,0,77,6,71,0,10,38,16,4,6,2,4,6,0,0,71,0,87,71,6,0,7,5,2020-04-01 20:08:29.256720
123,TAYLOR,36,0,0,2,4,7,8,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,50,19 to 81,NA,NA,0,0,19,17,0,36,0,0,5,31,0,0,0,0,0,0,0,0,36,0,36,0,0,5,0,0,0,0,0,0,0,0,36,0,36,36,0,0,1,1,2020-04-01 20:08:29.256720
125,UNION,45,4,1,2,6,8,7,8,6,2,1,0,0,0,0,0,0,0,1,0,0,0,45,1 to 86,60,60 to 60,1,0,23,21,1,45,0,0,6,36,3,0,1,0,1,0,0,0,43,1,42,0,2,8,5,0,1,0,1,1,0,0,42,0,45,42,1,0,4,3,2020-04-01 20:08:29.256720
999,Unknown,30,0,0,2,7,2,5,4,4,3,3,0,0,0,0,1,0,0,1,0,1,0,54,21 to 95,58,30 to 81,1,0,15,15,0,17,13,0,0,30,0,0,3,0,0,3,0,0,18,3,15,0,12,0,0,0,3,1,2,1,2,0,6,9,30,15,3,0,12,11,2020-04-01 20:08:29.256720
127,VOLUSIA,873,22,22,50,131,131,119,149,153,78,17,1,0,0,7,12,13,15,12,26,7,1,50,0 to 94,53,17 to 89,91,0,528,337,8,868,5,0,62,742,69,44,18,31,50,17,26,1,870,93,777,0,3,42,35,61,93,44,48,91,2,0,774,3,873,777,93,1,245,159,2020-04-01 20:08:29.256720
129,WAKULLA,62,1,2,5,12,8,14,10,6,2,2,0,0,0,0,0,0,1,0,1,0,0,46,4 to 93,55,45 to 65,2,0,42,20,0,62,0,0,8,54,0,2,0,0,1,0,1,0,62,2,60,0,0,4,0,4,2,1,1,2,0,0,60,0,62,60,2,0,25,15,2020-04-01 20:08:29.256720
131,WALTON,131,5,3,13,9,22,27,22,21,6,3,0,0,0,3,1,1,4,3,2,3,1,48,1 to 97,54,20 to 90,11,0,72,56,3,122,9,0,34,70,27,10,1,7,12,1,5,0,130,18,112,0,1,16,33,12,18,7,11,11,7,0,110,2,131,112,18,0,18,14,2020-04-01 20:08:29.256720
133,WASHINGTON,50,0,1,2,8,10,7,9,8,4,1,0,0,0,0,0,0,1,0,0,0,0,51,5 to 86,53,53 to 53,1,0,26,15,9,50,0,0,15,29,6,0,1,0,0,0,1,0,41,1,40,0,9,17,2,2,1,1,0,1,0,0,40,0,50,40,1,0,9,9,2020-04-01 20:08:29.256720
001,ALACHUA,1530,60,23,273,328,220,176,183,161,56,31,19,1,0,21,19,9,11,16,11,2,1,41,0 to 118,42,2 to 91,87,0,920,579,31,1506,24,0,166,1330,34,37,34,21,48,30,14,0,1514,92,1419,3,16,69,66,17,92,42,50,87,5,0,1401,19,1530,1420,92,0,62,50,2020-04-01 20:10:55.124664
003,BAKER,87,0,4,7,13,8,19,9,8,11,8,0,0,0,1,0,0,0,2,1,3,2,52,5 to 99,70,24 to 97,9,0,60,21,6,86,1,0,43,41,3,7,1,1,7,0,2,0,85,9,76,0,2,13,17,15,9,4,5,9,0,0,75,1,87,76,9,0,1,0,2020-04-01 20:10:55.124664
005,BAY,154,4,4,11,27,22,30,31,12,11,2,0,0,0,1,3,3,2,2,2,0,0,46,0 to 90,45,21 to 74,12,0,88,63,3,152,2,0,22,108,24,8,3,2,11,1,1,0,151,13,138,0,3,18,19,9,13,10,3,12,1,0,137,1,154,138,13,0,27,25,2020-04-01 20:10:55.124664
007,BRADFORD,79,0,0,5,6,9,13,14,11,13,8,0,0,0,0,0,0,0,0,1,1,1,60,19 to 118,78,69 to 88,3,0,45,32,2,79,0,0,25,54,0,0,3,0,1,0,2,0,79,3,76,0,0,8,16,7,3,1,2,3,0,0,76,0,79,76,3,0,21,21,2020-04-01 20:10:55.124664
009,BREVARD,702,9,16,36,93,99,93,153,107,63,32,1,1,1,4,5,6,5,16,5,2,2,52,0 to 99,50,1 to 94,42,0,415,270,17,697,5,0,73,601,28,23,6,18,30,4,13,0,696,47,649,0,6,54,30,18,47,28,19,42,5,0,649,0,702,649,47,0,194,159,2020-04-01 20:10:55.124664
011,BROWARD,12170,113,158,878,2054,2249,2283,2042,1435,647,298,13,2,5,125,199,243,246,246,172,77,32,48,0 to 106,49,0 to 97,1316,0,5800,4896,1474,12053,117,0,805,10921,444,327,677,344,577,637,134,13,12079,1348,10725,6,91,449,623,655,1348,710,557,1316,32,0,10646,80,12170,10726,1348,13,907,689,2020-04-01 20:10:55.124664
013,CALHOUN,15,0,0,2,0,3,1,3,4,2,0,0,0,0,0,0,0,0,0,1,0,0,55,19 to 84,73,73 to 73,1,0,9,6,0,15,0,0,1,12,2,0,0,1,0,0,1,0,15,1,14,0,0,2,1,0,1,0,1,1,0,0,14,0,15,14,1,0,2,1,2020-04-01 20:10:55.124664
015,CHARLOTTE,343,6,7,18,23,40,41,56,89,41,21,1,0,0,1,1,1,4,4,9,4,2,57,0 to 96,64,24 to 93,26,0,195,139,9,341,2,0,16,322,5,7,16,3,10,13,3,0,338,26,312,0,5,13,1,9,26,11,15,26,0,0,311,1,343,312,26,0,72,61,2020-04-01 20:10:55.124664
017,CITRUS,283,4,4,14,29,29,34,58,58,34,16,3,0,0,2,3,2,2,7,3,2,2,56,0 to 97,56,17 to 88,23,0,168,99,16,282,1,0,81,188,14,2,17,4,13,4,6,2,279,23,256,0,4,27,44,29,23,11,12,23,0,0,255,1,283,256,23,2,105,38,2020-04-01 20:10:55.124664
019,CLAY,594,3,11,34,66,100,135,112,77,40,16,0,0,0,3,6,6,11,12,8,3,4,51,0 to 118,55,18 to 94,53,0,343,221,30,592,2,0,87,486,21,19,13,21,26,8,19,5,590,53,537,0,4,42,26,45,53,26,25,53,0,0,535,2,594,537,53,5,37,25,2020-04-01 20:10:55.124664
021,COLLIER,1451,8,18,90,188,167,199,254,252,200,74,1,0,0,12,26,9,17,37,22,27,8,55,0 to 94,56,16 to 94,134,0,844,597,10,1385,66,0,216,1147,88,56,70,32,93,48,17,1,1417,158,1259,0,34,134,133,69,158,85,73,134,24,0,1218,41,1451,1259,158,1,257,250,2020-04-01 20:10:55.124664
023,COLUMBIA,185,11,16,16,17,26,23,30,30,12,3,1,0,0,0,0,0,2,0,1,0,0,45,1 to 98,54,46 to 70,3,0,102,81,2,183,2,0,62,116,7,0,3,0,3,0,0,0,145,3,141,1,40,73,41,22,3,1,2,3,0,0,141,1,185,142,3,0,7,7,2020-04-01 20:10:55.124664
025,MIAMI-DADE,12211,168,211,859,2079,2133,2178,1863,1515,802,384,19,7,15,155,426,399,439,336,245,130,49,1,0 to 115,48,2 to 101,2166,0,6329,5744,138,12115,95,1,519,11401,291,152,1653,397,421,1633,148,7,12081,2202,9875,4,130,298,412,461,2202,1220,951,2165,36,1,9822,56,12211,9878,2202,7,1829,1596,2020-04-01 20:10:55.124664
027,DESOTO,123,3,1,7,26,16,9,21,18,18,4,0,0,0,0,4,0,0,2,0,0,1,52,2 to 91,47,27 to 91,7,0,75,47,1,123,0,0,49,74,0,4,0,3,4,0,3,1,118,7,111,0,5,8,62,16,7,5,2,7,0,0,111,0,123,111,7,1,3,2,2020-04-01 20:10:55.124664
029,DIXIE,41,2,2,4,3,8,3,7,8,3,1,0,0,0,0,0,0,0,0,0,0,0,49,0 to 118,NA,NA,0,0,20,21,0,41,0,0,7,34,0,0,0,0,0,0,0,0,41,0,41,0,0,6,1,0,0,0,0,0,0,0,41,0,41,41,0,0,0,0,2020-04-01 20:10:55.124664
031,DUVAL,3993,56,70,273,683,657,672,595,434,281,263,9,0,2,15,23,43,49,41,28,23,15,50,0 to 103,53,5 to 97,232,0,2329,1493,171,3977,16,0,152,3803,38,18,194,27,40,168,31,4,3813,239,3572,2,180,203,82,106,239,102,123,232,7,0,3566,8,3993,3574,239,4,260,231,2020-04-01 20:10:55.124664
033,ESCAMBIA,934,41,33,92,188,138,157,141,90,40,14,0,1,1,17,19,18,14,14,9,2,1,43,0 to 100,41,2 to 94,89,0,573,352,9,866,68,0,53,844,37,50,35,11,69,25,2,0,932,96,836,0,2,47,37,17,96,48,46,89,7,0,775,61,934,836,96,0,86,60,2020-04-01 20:10:55.124664
035,FLAGLER,223,1,1,14,24,27,32,45,55,17,7,0,0,0,1,1,2,2,10,7,1,0,54,1 to 93,58,17 to 77,22,0,132,90,1,220,3,0,22,184,17,15,2,7,20,0,4,0,223,24,198,1,0,4,51,14,24,14,10,22,2,0,197,1,223,198,24,0,56,31,2020-04-01 20:10:55.124664
037,FRANKLIN,20,0,1,2,0,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,56,7 to 84,NA,NA,0,0,8,11,1,20,0,0,4,15,1,0,0,0,0,0,0,0,20,0,20,0,0,6,1,0,0,0,0,0,0,0,20,0,20,20,0,0,2,2,2020-04-01 20:10:55.124664
039,GADSDEN,48,3,0,2,7,5,15,6,6,3,1,0,0,0,0,0,0,1,0,0,0,0,48,0 to 90,54,54 to 54,1,0,30,18,0,47,0,1,3,42,3,0,1,0,0,1,0,0,48,1,47,0,0,1,3,2,1,1,0,0,0,1,47,0,48,47,1,0,2,2,2020-04-01 20:10:55.124664
041,GILCHRIST,40,3,1,7,4,9,3,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,43,0 to 89,NA,NA,0,0,23,17,0,40,0,0,5,35,0,0,0,0,0,0,0,0,40,0,40,0,0,1,2,0,0,0,0,0,0,0,40,0,40,40,0,0,1,1,2020-04-01 20:10:55.124664
043,GLADES,7,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,1,1,64,39 to 89,79,67 to 89,3,0,2,5,0,7,0,0,3,4,0,0,1,2,0,0,3,1,7,3,4,0,0,0,1,2,3,2,1,3,0,0,4,0,7,4,3,1,2,1,2020-04-01 20:10:55.124664
045,GULF,41,2,2,2,5,4,6,9,8,3,0,0,0,0,0,0,1,0,0,0,0,0,49,2 to 77,42,42 to 42,1,0,23,18,0,39,2,0,14,19,8,0,0,1,1,0,0,0,41,1,40,0,0,14,10,1,1,0,1,1,0,0,38,2,41,40,1,0,3,2,2020-04-01 20:10:55.124664
047,HAMILTON,26,0,0,5,0,4,3,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,54,19 to 93,NA,NA,0,0,11,15,0,24,2,0,8,17,1,0,0,0,0,0,0,0,23,0,23,0,3,6,1,3,0,0,0,0,0,0,22,1,26,23,0,0,2,0,2020-04-01 20:10:55.124664
049,HARDEE,21,2,1,0,2,2,3,3,7,0,1,0,0,0,0,0,0,0,0,1,0,0,50,0 to 89,73,73 to 73,0,0,14,7,0,19,2,0,1,19,1,0,0,1,0,0,1,0,21,1,20,0,0,1,2,0,1,0,1,0,1,0,19,1,21,20,1,0,0,0,2020-04-01 20:10:55.124664
051,HENDRY,68,0,4,3,10,14,6,14,7,4,6,0,0,0,0,1,1,1,0,1,0,0,50,7 to 90,46,28 to 70,4,0,36,30,2,67,1,0,7,60,1,2,0,2,2,0,2,0,66,4,62,0,2,8,3,0,4,2,2,4,0,0,61,1,68,62,4,0,9,8,2020-04-01 20:10:55.124664
053,HERNANDO,349,7,11,30,46,44,55,60,58,28,10,0,0,0,3,6,2,2,5,7,2,1,50,0 to 93,51,19 to 85,27,0,208,138,3,341,8,0,65,257,27,15,3,10,21,1,6,0,343,28,315,0,6,37,65,25,28,13,15,27,1,0,308,7,349,315,28,0,27,21,2020-04-01 20:10:55.124664
055,HIGHLANDS,127,6,1,5,26,14,13,21,23,14,4,0,1,0,1,6,2,2,2,2,5,0,50,0 to 95,49,0 to 82,21,0,72,46,9,127,0,0,12,105,10,9,3,9,13,3,5,1,118,21,95,2,9,13,6,7,21,12,9,21,0,0,95,0,127,95,21,1,45,40,2020-04-01 20:10:55.124664
057,HILLSBOROUGH,4824,171,123,464,898,859,728,697,500,257,124,3,2,7,50,69,63,69,55,29,12,6,45,0 to 119,44,0 to 93,351,0,2841,1957,26,4768,56,0,209,4480,135,113,151,98,236,66,60,3,4813,362,4451,0,11,231,139,152,362,182,180,351,11,0,4407,44,4824,4451,362,3,629,312,2020-04-01 20:10:55.124664
059,HOLMES,33,3,2,1,4,4,9,5,3,1,0,1,0,0,0,1,0,0,0,0,0,0,43,0 to 79,27,27 to 27,1,0,19,9,5,33,0,0,1,31,1,0,0,1,1,0,0,0,28,1,27,0,5,0,2,0,1,1,0,1,0,0,27,0,33,27,1,0,3,3,2020-04-01 20:10:55.124664
061,INDIAN RIVER,384,7,4,21,27,34,56,74,86,55,19,1,0,1,1,5,1,8,4,10,5,0,57,0 to 105,56,8 to 84,30,0,229,151,4,377,7,0,38,313,33,16,6,13,21,8,6,0,376,35,341,0,8,42,15,16,35,20,15,30,5,0,340,1,384,341,35,0,86,56,2020-04-01 20:10:55.124664
063,JACKSON,91,0,0,11,17,13,14,16,8,8,3,1,0,0,0,3,1,0,0,0,0,0,48,18 to 88,32,28 to 38,3,0,52,30,9,89,2,0,16,61,14,3,0,1,4,0,0,0,78,4,74,0,13,18,5,7,4,1,3,3,1,0,73,1,91,74,4,0,7,4,2020-04-01 20:10:55.124664
065,JEFFERSON,19,2,2,1,1,2,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,1 to 75,NA,NA,0,0,9,10,0,19,0,0,1,18,0,0,0,0,0,0,0,0,19,0,19,0,0,1,0,0,0,0,0,0,0,0,19,0,19,19,0,0,7,1,2020-04-01 20:10:55.124664
067,LAFAYETTE,11,0,0,1,1,2,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,57,19 to 86,NA,NA,0,0,6,5,0,11,0,0,4,7,0,0,0,0,0,0,0,0,11,0,11,0,0,4,0,0,0,0,0,0,0,0,11,0,11,11,0,0,0,0,2020-04-01 20:10:55.124664
069,LAKE,1216,36,18,89,143,137,179,196,196,169,52,1,0,0,4,3,6,13,17,11,16,1,53,0 to 101,59,18 to 85,64,0,722,469,25,1206,10,0,50,1134,32,13,36,22,32,25,14,0,1210,71,1135,4,6,43,36,48,71,35,36,64,7,0,1133,3,1216,1136,71,0,153,124,2020-04-01 20:10:55.124664
071,LEE,2285,37,27,141,307,295,351,386,408,247,84,2,0,1,11,30,25,25,40,51,43,9,52,0 to 98,57,10 to 96,227,0,1356,910,19,2270,14,1,191,2049,45,64,125,46,90,97,48,10,2272,235,2037,0,13,68,75,149,235,119,116,226,8,1,2032,5,2285,2037,235,10,413,338,2020-04-01 20:10:55.124664
073,LEON,684,23,15,96,126,101,99,107,79,29,9,0,0,0,2,9,10,4,4,3,0,0,43,0 to 95,41,19 to 71,29,0,424,257,3,678,5,1,18,637,29,16,3,13,24,3,5,0,682,32,650,0,2,15,19,20,32,16,16,28,3,1,648,2,684,650,32,0,138,96,2020-04-01 20:10:55.124664
075,LEVY,105,3,6,5,15,11,15,13,21,14,2,0,0,0,0,0,0,0,2,0,0,0,50,0 to 87,62,60 to 64,2,0,66,39,0,105,0,0,18,87,0,1,0,1,1,0,1,0,104,2,102,0,1,7,11,2,2,1,1,2,0,0,102,0,105,102,2,0,7,6,2020-04-01 20:10:55.124664
077,LIBERTY,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,29 to 76,NA,NA,0,0,1,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,2020-04-01 20:10:55.124664
079,MADISON,33,0,0,4,5,3,6,4,6,3,2,0,0,0,1,0,0,0,0,1,0,0,52,18 to 88,44,23 to 66,1,0,23,10,0,32,1,0,3,28,2,1,0,1,1,0,1,0,32,2,30,0,1,3,1,1,2,0,2,1,1,0,30,0,33,30,2,0,6,6,2020-04-01 20:10:55.124664
081,MANATEE,499,11,13,27,46,59,82,92,94,45,28,2,0,1,1,6,8,13,17,13,10,1,53,0 to 100,57,14 to 86,70,0,281,211,7,495,4,0,51,435,13,4,53,13,23,28,19,3,495,70,425,0,4,37,46,24,70,35,33,70,0,0,421,4,499,425,70,3,164,102,2020-04-01 20:10:55.124664
083,MARION,865,15,15,76,83,119,128,136,162,87,42,2,0,0,3,5,3,7,5,6,0,1,52,0 to 97,48,19 to 88,29,0,511,334,20,862,3,0,42,780,43,24,0,6,27,0,3,0,702,30,672,0,163,141,307,49,30,12,18,29,1,0,671,1,865,672,30,0,84,76,2020-04-01 20:10:55.124664
085,MARTIN,412,6,5,22,38,57,53,65,90,47,29,0,0,0,2,2,2,9,8,4,6,0,56,1 to 99,56,20 to 80,31,0,229,164,19,410,2,0,18,375,19,17,4,12,23,4,6,0,406,33,373,0,6,20,14,12,33,20,13,31,2,0,373,0,412,373,33,0,57,51,2020-04-01 20:10:55.124664
087,MONROE,308,2,1,22,48,46,58,67,39,15,10,0,0,0,4,4,1,10,4,2,5,0,50,0 to 92,50,19 to 80,26,0,174,128,6,290,18,0,43,220,45,9,16,5,22,3,5,0,242,30,212,0,66,70,84,22,30,18,12,26,4,0,201,11,308,212,30,0,95,91,2020-04-01 20:10:55.124664
089,NASSAU,182,2,4,7,25,32,22,42,24,18,6,0,0,0,1,1,3,1,2,3,0,0,51,1 to 92,50,24 to 73,11,0,109,66,7,180,2,0,10,160,12,4,3,4,10,0,1,0,182,11,171,0,0,15,5,6,11,5,6,11,0,0,169,2,182,171,11,0,18,15,2020-04-01 20:10:55.124664
091,OKALOOSA,340,15,14,22,56,58,56,60,36,19,3,1,1,0,2,7,5,6,7,7,8,1,45,0 to 93,54,3 to 87,41,0,196,127,17,335,4,1,61,243,36,23,5,16,36,1,7,1,285,44,241,0,55,44,15,58,44,22,22,40,3,1,240,1,340,241,44,1,153,100,2020-04-01 20:10:55.124664
093,OKEECHOBEE,56,1,3,6,4,9,6,10,7,9,1,0,0,0,0,0,1,0,0,0,0,0,50,4 to 91,41,41 to 41,1,0,29,27,0,55,1,0,22,27,7,0,1,0,1,0,0,0,55,1,54,0,1,25,2,1,1,1,0,1,0,0,53,1,56,54,1,0,2,1,2020-04-01 20:10:55.124664
095,ORANGE,4332,183,126,381,717,756,722,642,455,233,117,0,4,2,36,64,84,102,90,37,28,11,45,0 to 99,48,0 to 91,426,0,2457,1862,13,4207,124,1,171,4061,100,84,246,128,160,226,72,4,4319,458,3861,0,13,162,93,92,458,264,194,425,32,1,3769,92,4332,3861,458,4,549,393,2020-04-01 20:10:55.124664
097,OSCEOLA,943,18,27,79,171,183,154,139,103,57,10,2,1,1,9,18,27,25,29,19,10,1,45,0 to 97,50,0 to 91,136,0,554,386,3,935,8,0,181,659,103,52,27,61,72,25,43,1,881,140,741,0,62,162,39,120,140,72,67,136,4,0,739,2,943,741,140,1,169,116,2020-04-01 20:10:55.124664
099,PALM BEACH,3521,54,67,251,501,520,555,556,518,344,139,16,2,2,39,57,76,75,97,117,111,40,51,0 to 104,58,0 to 99,594,0,1975,1493,53,3487,32,2,202,3226,93,62,439,115,129,407,80,22,3449,616,2833,0,72,119,249,143,616,316,291,592,22,2,2823,10,3521,2833,616,22,582,481,2020-04-01 20:10:55.124664
101,PASCO,1139,30,31,66,132,179,202,211,173,88,27,0,0,0,6,6,10,11,7,10,1,0,50,0 to 95,47,17 to 75,49,0,692,442,5,1125,14,0,80,1014,45,22,16,13,36,7,8,2,1123,51,1071,1,16,74,45,43,51,21,30,49,2,0,1061,10,1139,1071,51,2,181,106,2020-04-01 20:10:55.124664
103,PINELLAS,3068,56,46,188,435,392,481,547,509,262,146,6,0,1,21,35,24,43,52,37,16,3,52,0 to 104,51,10 to 91,212,0,1774,1273,21,3016,52,0,279,2601,188,84,84,65,110,72,51,5,2977,233,2740,4,91,319,40,91,233,122,111,212,21,0,2712,29,3068,2741,233,5,307,241,2020-04-01 20:10:55.124664
105,POLK,1279,26,27,92,160,188,215,209,196,124,42,0,1,4,5,8,17,15,18,11,10,2,50,0 to 97,51,3 to 88,91,0,760,515,4,1273,6,0,125,1091,63,32,16,43,42,12,37,1,1249,91,1158,0,30,116,39,54,91,39,52,91,0,0,1152,6,1279,1158,91,1,147,110,2020-04-01 20:10:55.124664
107,PUTNAM,314,11,3,25,46,42,46,56,39,34,12,0,0,0,2,0,2,4,0,4,1,0,50,0 to 97,51,22 to 82,13,0,192,115,7,313,1,0,93,209,12,10,1,2,12,0,1,0,308,13,294,1,6,52,20,87,13,6,7,13,0,0,294,1,314,295,13,0,15,14,2020-04-01 20:10:55.124664
113,SANTA ROSA,384,21,16,37,64,63,62,44,51,23,3,0,2,0,8,8,6,6,7,7,2,0,43,0 to 90,44,0 to 81,46,0,229,154,1,384,0,0,33,324,27,15,22,9,37,2,7,2,381,46,335,0,3,40,3,19,46,26,20,46,0,0,335,0,384,335,46,2,391,204,2020-04-01 20:10:55.124664
115,SARASOTA,929,10,10,43,77,81,119,137,165,178,109,0,1,0,3,4,6,12,12,23,27,11,60,0 to 100,65,4 to 99,89,0,517,406,6,899,30,0,365,520,44,32,24,43,46,13,40,3,899,99,799,1,30,286,65,89,99,44,53,89,10,0,784,16,929,800,99,3,213,134,2020-04-01 20:10:55.124664
117,SEMINOLE,1280,21,27,117,210,239,204,190,164,58,50,0,0,0,9,23,19,26,21,28,2,0,47,0 to 104,49,19 to 80,124,0,768,498,14,1273,7,0,90,1133,57,47,25,56,77,23,28,0,1261,128,1132,1,19,94,43,65,128,58,70,124,4,0,1129,3,1280,1132,128,0,269,228,2020-04-01 20:10:55.124664
