County Name,Scrape Time,Total Cases,Total Deaths,Total Hospitalized
King,2020-07-30 20:44:49.898051,15025,649,2004
Kitsap,2020-07-30 20:44:49.898051,598,3,54
Kittitas,2020-07-30 20:44:49.898051,326,17,15
Klickitat,2020-07-30 20:44:49.898051,100,3,9
Lewis,2020-07-30 20:44:49.898051,166,3,20
Lincoln,2020-07-30 20:44:49.898051,10,0,0
Mason,2020-07-30 20:44:49.898051,145,1,8
Okanogan,2020-07-30 20:44:49.898051,689,2,19
Pacific,2020-07-30 20:44:49.898051,33,2,3
Pend Oreille,2020-07-30 20:44:49.898051,36,0,4
Pierce,2020-07-30 20:44:49.898051,4836,125,577
San Juan,2020-07-30 20:44:49.898051,28,0,1
Skagit,2020-07-30 20:44:49.898051,783,20,79
Skamania,2020-07-30 20:44:49.898051,47,1,5
Snohomish,2020-07-30 20:44:49.898051,4949,186,674
Spokane,2020-07-30 20:44:49.898051,3613,57,256
Stevens,2020-07-30 20:44:49.898051,82,1,8
Thurston,2020-07-30 20:44:49.898051,603,7,59
Wahkiakum,2020-07-30 20:44:49.898051,5,0,0
Walla Walla,2020-07-30 20:44:49.898051,395,3,32
Whatcom,2020-07-30 20:44:49.898051,894,37,77
Whitman,2020-07-30 20:44:49.898051,84,0,1
Yakima,2020-07-30 20:44:49.898051,9865,204,691
Adams,2020-07-31 20:12:46.515346,374,3,20
Asotin,2020-07-31 20:12:46.515346,24,2,1
Benton,2020-07-31 20:12:46.515346,3434,107,307
Chelan,2020-07-31 20:12:46.515346,1019,9,40
Clallam,2020-07-31 20:12:46.515346,91,0,4
Clark,2020-07-31 20:12:46.515346,1411,39,149
Columbia,2020-07-31 20:12:46.515346,13,0,3
Cowlitz,2020-07-31 20:12:46.515346,426,5,36
Douglas,2020-07-31 20:12:46.515346,726,7,31
Ferry,2020-07-31 20:12:46.515346,12,0,0
Franklin,2020-07-31 20:12:46.515346,3210,46,244
Garfield,2020-07-31 20:12:46.515346,2,0,0
Grant,2020-07-31 20:12:46.515346,1186,12,77
Grays Harbor,2020-07-31 20:12:46.515346,92,2,11
Island,2020-07-31 20:12:46.515346,234,11,33
Jefferson,2020-07-31 20:12:46.515346,51,0,10
King,2020-07-31 20:12:46.515346,15025,649,2004
Kitsap,2020-07-31 20:12:46.515346,598,3,54
Kittitas,2020-07-31 20:12:46.515346,326,17,15
Klickitat,2020-07-31 20:12:46.515346,100,3,9
Lewis,2020-07-31 20:12:46.515346,166,3,20
Lincoln,2020-07-31 20:12:46.515346,10,0,0
Mason,2020-07-31 20:12:46.515346,145,1,8
Okanogan,2020-07-31 20:12:46.515346,689,2,19
Pacific,2020-07-31 20:12:46.515346,33,2,3
Pend Oreille,2020-07-31 20:12:46.515346,36,0,4
Pierce,2020-07-31 20:12:46.515346,4836,125,577
San Juan,2020-07-31 20:12:46.515346,28,0,1
Skagit,2020-07-31 20:12:46.515346,783,20,79
Skamania,2020-07-31 20:12:46.515346,47,1,5
Snohomish,2020-07-31 20:12:46.515346,4949,186,674
Spokane,2020-07-31 20:12:46.515346,3613,57,256
Stevens,2020-07-31 20:12:46.515346,82,1,8
Thurston,2020-07-31 20:12:46.515346,603,7,59
Wahkiakum,2020-07-31 20:12:46.515346,5,0,0
Walla Walla,2020-07-31 20:12:46.515346,395,3,32
Whatcom,2020-07-31 20:12:46.515346,894,37,77
Whitman,2020-07-31 20:12:46.515346,84,0,1
Yakima,2020-07-31 20:12:46.515346,9865,204,691
Adams,2020-08-01 20:19:53.909004,374,3,20
Asotin,2020-08-01 20:19:53.909004,24,2,1
Benton,2020-08-01 20:19:53.909004,3434,107,307
Chelan,2020-08-01 20:19:53.909004,1019,9,40
Clallam,2020-08-01 20:19:53.909004,91,0,4
Clark,2020-08-01 20:19:53.909004,1411,39,149
Columbia,2020-08-01 20:19:53.909004,13,0,3
Cowlitz,2020-08-01 20:19:53.909004,426,5,36
Douglas,2020-08-01 20:19:53.909004,726,7,31
Ferry,2020-08-01 20:19:53.909004,12,0,0
Franklin,2020-08-01 20:19:53.909004,3210,46,244
Garfield,2020-08-01 20:19:53.909004,2,0,0
Grant,2020-08-01 20:19:53.909004,1186,12,77
Grays Harbor,2020-08-01 20:19:53.909004,92,2,11
Island,2020-08-01 20:19:53.909004,234,11,33
Jefferson,2020-08-01 20:19:53.909004,51,0,10
King,2020-08-01 20:19:53.909004,15025,649,2004
Kitsap,2020-08-01 20:19:53.909004,598,3,54
Kittitas,2020-08-01 20:19:53.909004,326,17,15
Klickitat,2020-08-01 20:19:53.909004,100,3,9
Lewis,2020-08-01 20:19:53.909004,166,3,20
Lincoln,2020-08-01 20:19:53.909004,10,0,0
Mason,2020-08-01 20:19:53.909004,145,1,8
Okanogan,2020-08-01 20:19:53.909004,689,2,19
Pacific,2020-08-01 20:19:53.909004,33,2,3
Pend Oreille,2020-08-01 20:19:53.909004,36,0,4
Pierce,2020-08-01 20:19:53.909004,4836,125,577
San Juan,2020-08-01 20:19:53.909004,28,0,1
Skagit,2020-08-01 20:19:53.909004,783,20,79
Skamania,2020-08-01 20:19:53.909004,47,1,5
Snohomish,2020-08-01 20:19:53.909004,4949,186,674
Spokane,2020-08-01 20:19:53.909004,3613,57,256
Stevens,2020-08-01 20:19:53.909004,82,1,8
Thurston,2020-08-01 20:19:53.909004,603,7,59
Wahkiakum,2020-08-01 20:19:53.909004,5,0,0
Walla Walla,2020-08-01 20:19:53.909004,395,3,32
Whatcom,2020-08-01 20:19:53.909004,894,37,77
Whitman,2020-08-01 20:19:53.909004,84,0,1
Yakima,2020-08-01 20:19:53.909004,9865,204,691
Adams,2020-08-02 20:31:31.272928,386,4,19
Asotin,2020-08-02 20:31:31.272928,24,2,1
Benton,2020-08-02 20:31:31.272928,3485,109,310
Chelan,2020-08-02 20:31:31.272928,1106,10,43
Clallam,2020-08-02 20:31:31.272928,91,0,4
Clark,2020-08-02 20:31:31.272928,1513,42,156
Columbia,2020-08-02 20:31:31.272928,13,0,3
Cowlitz,2020-08-02 20:31:31.272928,441,5,39
Douglas,2020-08-02 20:31:31.272928,788,7,33
Ferry,2020-08-02 20:31:31.272928,13,0,0
Franklin,2020-08-02 20:31:31.272928,3281,47,247
Garfield,2020-08-02 20:31:31.272928,2,0,0
Grant,2020-08-02 20:31:31.272928,1231,13,80
Grays Harbor,2020-08-02 20:31:31.272928,96,1,11
Island,2020-08-02 20:31:31.272928,237,11,33
Jefferson,2020-08-02 20:31:31.272928,51,0,10
King,2020-08-02 20:31:31.272928,15390,655,2014
Kitsap,2020-08-02 20:31:31.272928,633,4,54
Kittitas,2020-08-02 20:31:31.272928,347,17,16
Klickitat,2020-08-02 20:31:31.272928,103,3,9
Lewis,2020-08-02 20:31:31.272928,176,3,22
Lincoln,2020-08-02 20:31:31.272928,13,0,0
Mason,2020-08-02 20:31:31.272928,149,1,8
Okanogan,2020-08-02 20:31:31.272928,735,2,21
Pacific,2020-08-02 20:31:31.272928,40,2,3
Pend Oreille,2020-08-02 20:31:31.272928,35,0,4
Pierce,2020-08-02 20:31:31.272928,5064,127,589
San Juan,2020-08-02 20:31:31.272928,28,0,1
Skagit,2020-08-02 20:31:31.272928,805,21,79
Skamania,2020-08-02 20:31:31.272928,52,1,5
Snohomish,2020-08-02 20:31:31.272928,5087,189,684
Spokane,2020-08-02 20:31:31.272928,3806,60,271
Stevens,2020-08-02 20:31:31.272928,89,1,8
Thurston,2020-08-02 20:31:31.272928,636,8,62
Wahkiakum,2020-08-02 20:31:31.272928,5,0,0
Walla Walla,2020-08-02 20:31:31.272928,413,3,33
Whatcom,2020-08-02 20:31:31.272928,910,38,79
Whitman,2020-08-02 20:31:31.272928,88,0,1
Yakima,2020-08-02 20:31:31.272928,9961,204,696
Adams,2020-08-03 20:21:42.290733,396,4,19
Asotin,2020-08-03 20:21:42.290733,24,2,1
Benton,2020-08-03 20:21:42.290733,3501,110,312
Chelan,2020-08-03 20:21:42.290733,1133,10,44
Clallam,2020-08-03 20:21:42.290733,94,0,4
Clark,2020-08-03 20:21:42.290733,1610,42,158
Columbia,2020-08-03 20:21:42.290733,13,1,3
Cowlitz,2020-08-03 20:21:42.290733,446,5,39
Douglas,2020-08-03 20:21:42.290733,808,7,33
Ferry,2020-08-03 20:21:42.290733,18,0,0
Franklin,2020-08-03 20:21:42.290733,3309,47,247
Garfield,2020-08-03 20:21:42.290733,2,0,0
Grant,2020-08-03 20:21:42.290733,1276,13,82
Grays Harbor,2020-08-03 20:21:42.290733,97,1,11
Island,2020-08-03 20:21:42.290733,239,11,33
Jefferson,2020-08-03 20:21:42.290733,53,0,10
King,2020-08-03 20:21:42.290733,15501,657,2026
Kitsap,2020-08-03 20:21:42.290733,645,4,54
Kittitas,2020-08-03 20:21:42.290733,348,17,16
Klickitat,2020-08-03 20:21:42.290733,106,3,9
Lewis,2020-08-03 20:21:42.290733,186,3,22
Lincoln,2020-08-03 20:21:42.290733,13,0,0
Mason,2020-08-03 20:21:42.290733,157,1,10
Okanogan,2020-08-03 20:21:42.290733,755,2,22
Pacific,2020-08-03 20:21:42.290733,40,2,3
Pend Oreille,2020-08-03 20:21:42.290733,36,0,5
Pierce,2020-08-03 20:21:42.290733,5127,127,593
San Juan,2020-08-03 20:21:42.290733,28,0,1
Skagit,2020-08-03 20:21:42.290733,815,21,81
Skamania,2020-08-03 20:21:42.290733,53,1,5
Snohomish,2020-08-03 20:21:42.290733,5143,189,687
Spokane,2020-08-03 20:21:42.290733,3863,60,276
Stevens,2020-08-03 20:21:42.290733,89,1,8
Thurston,2020-08-03 20:21:42.290733,638,8,62
Wahkiakum,2020-08-03 20:21:42.290733,5,0,0
Walla Walla,2020-08-03 20:21:42.290733,420,3,34
Whatcom,2020-08-03 20:21:42.290733,922,38,79
Whitman,2020-08-03 20:21:42.290733,88,0,1
Yakima,2020-08-03 20:21:42.290733,10017,204,698
Adams,2020-08-04 20:07:21.252783,400,4,19
Asotin,2020-08-04 20:07:21.252783,24,2,1
Benton,2020-08-04 20:07:21.252783,3514,110,313
Chelan,2020-08-04 20:07:21.252783,1177,10,47
Clallam,2020-08-04 20:07:21.252783,94,0,4
Clark,2020-08-04 20:07:21.252783,1620,42,158
Columbia,2020-08-04 20:07:21.252783,13,1,3
Cowlitz,2020-08-04 20:07:21.252783,446,5,39
Douglas,2020-08-04 20:07:21.252783,830,7,33
Ferry,2020-08-04 20:07:21.252783,18,0,0
Franklin,2020-08-04 20:07:21.252783,3325,47,250
Garfield,2020-08-04 20:07:21.252783,2,0,0
Grant,2020-08-04 20:07:21.252783,1294,12,81
Grays Harbor,2020-08-04 20:07:21.252783,99,1,11
Island,2020-08-04 20:07:21.252783,239,11,33
Jefferson,2020-08-04 20:07:21.252783,53,0,10
King,2020-08-04 20:07:21.252783,15603,658,2033
Kitsap,2020-08-04 20:07:21.252783,658,4,56
Kittitas,2020-08-04 20:07:21.252783,348,17,16
Klickitat,2020-08-04 20:07:21.252783,106,3,9
Lewis,2020-08-04 20:07:21.252783,189,3,22
Lincoln,2020-08-04 20:07:21.252783,13,0,0
Mason,2020-08-04 20:07:21.252783,163,1,10
Okanogan,2020-08-04 20:07:21.252783,771,2,22
Pacific,2020-08-04 20:07:21.252783,40,2,3
Pend Oreille,2020-08-04 20:07:21.252783,36,0,5
Pierce,2020-08-04 20:07:21.252783,5216,129,607
San Juan,2020-08-04 20:07:21.252783,28,0,1
Skagit,2020-08-04 20:07:21.252783,826,21,83
Skamania,2020-08-04 20:07:21.252783,53,1,5
Snohomish,2020-08-04 20:07:21.252783,5159,190,690
Spokane,2020-08-04 20:07:21.252783,3909,61,283
Stevens,2020-08-04 20:07:21.252783,92,1,9
Thurston,2020-08-04 20:07:21.252783,640,8,63
Wahkiakum,2020-08-04 20:07:21.252783,5,0,0
Walla Walla,2020-08-04 20:07:21.252783,454,3,35
Whatcom,2020-08-04 20:07:21.252783,936,38,80
Whitman,2020-08-04 20:07:21.252783,87,0,1
Yakima,2020-08-04 20:07:21.252783,10047,205,704
Adams,2020-08-05 20:24:04.735375,407,4,20
Asotin,2020-08-05 20:24:04.735375,24,2,1
Benton,2020-08-05 20:24:04.735375,3613,111,315
Chelan,2020-08-05 20:24:04.735375,1224,10,47
Clallam,2020-08-05 20:24:04.735375,98,0,4
Clark,2020-08-05 20:24:04.735375,1705,42,163
Columbia,2020-08-05 20:24:04.735375,13,1,3
Cowlitz,2020-08-05 20:24:04.735375,454,5,39
Douglas,2020-08-05 20:24:04.735375,868,7,34
Ferry,2020-08-05 20:24:04.735375,24,0,0
Franklin,2020-08-05 20:24:04.735375,3390,47,251
Garfield,2020-08-05 20:24:04.735375,2,0,0
Grant,2020-08-05 20:24:04.735375,1333,12,80
Grays Harbor,2020-08-05 20:24:04.735375,109,2,12
Island,2020-08-05 20:24:04.735375,241,11,33
Jefferson,2020-08-05 20:24:04.735375,54,0,10
King,2020-08-05 20:24:04.735375,15865,659,2058
Kitsap,2020-08-05 20:24:04.735375,690,4,59
Kittitas,2020-08-05 20:24:04.735375,354,18,16
Klickitat,2020-08-05 20:24:04.735375,108,3,9
Lewis,2020-08-05 20:24:04.735375,194,3,22
Lincoln,2020-08-05 20:24:04.735375,19,0,1
Mason,2020-08-05 20:24:04.735375,181,1,15
Okanogan,2020-08-05 20:24:04.735375,795,2,22
Pacific,2020-08-05 20:24:04.735375,44,2,3
Pend Oreille,2020-08-05 20:24:04.735375,39,0,5
Pierce,2020-08-05 20:24:04.735375,5348,129,621
San Juan,2020-08-05 20:24:04.735375,28,0,1
Skagit,2020-08-05 20:24:04.735375,849,21,82
Skamania,2020-08-05 20:24:04.735375,56,1,5
Snohomish,2020-08-05 20:24:04.735375,5261,190,699
Spokane,2020-08-05 20:24:04.735375,4088,72,294
Stevens,2020-08-05 20:24:04.735375,96,1,12
Thurston,2020-08-05 20:24:04.735375,659,10,63
Wahkiakum,2020-08-05 20:24:04.735375,5,0,0
Walla Walla,2020-08-05 20:24:04.735375,470,3,36
Whatcom,2020-08-05 20:24:04.735375,957,38,80
Whitman,2020-08-05 20:24:04.735375,87,0,1
Yakima,2020-08-05 20:24:04.735375,10142,210,720
Adams,2020-08-06 20:16:58.172711,407,4,20
Asotin,2020-08-06 20:16:58.172711,24,2,1
Benton,2020-08-06 20:16:58.172711,3613,111,315
Chelan,2020-08-06 20:16:58.172711,1224,10,47
Clallam,2020-08-06 20:16:58.172711,98,0,4
Clark,2020-08-06 20:16:58.172711,1705,42,163
Columbia,2020-08-06 20:16:58.172711,13,1,3
Cowlitz,2020-08-06 20:16:58.172711,454,5,39
Douglas,2020-08-06 20:16:58.172711,868,7,34
Ferry,2020-08-06 20:16:58.172711,24,0,0
Franklin,2020-08-06 20:16:58.172711,3390,47,251
Garfield,2020-08-06 20:16:58.172711,2,0,0
Grant,2020-08-06 20:16:58.172711,1333,12,80
Grays Harbor,2020-08-06 20:16:58.172711,109,2,12
Island,2020-08-06 20:16:58.172711,241,11,33
Jefferson,2020-08-06 20:16:58.172711,54,0,10
King,2020-08-06 20:16:58.172711,15865,659,2058
Kitsap,2020-08-06 20:16:58.172711,690,4,59
Kittitas,2020-08-06 20:16:58.172711,354,18,16
Klickitat,2020-08-06 20:16:58.172711,108,3,9
Lewis,2020-08-06 20:16:58.172711,194,3,22
Lincoln,2020-08-06 20:16:58.172711,19,0,1
Mason,2020-08-06 20:16:58.172711,181,1,15
Okanogan,2020-08-06 20:16:58.172711,795,2,22
Pacific,2020-08-06 20:16:58.172711,44,2,3
Pend Oreille,2020-08-06 20:16:58.172711,39,0,5
Pierce,2020-08-06 20:16:58.172711,5348,129,621
San Juan,2020-08-06 20:16:58.172711,28,0,1
Skagit,2020-08-06 20:16:58.172711,849,21,82
Skamania,2020-08-06 20:16:58.172711,56,1,5
Snohomish,2020-08-06 20:16:58.172711,5261,190,699
Spokane,2020-08-06 20:16:58.172711,4088,72,294
Stevens,2020-08-06 20:16:58.172711,96,1,12
Thurston,2020-08-06 20:16:58.172711,659,10,63
Wahkiakum,2020-08-06 20:16:58.172711,5,0,0
Walla Walla,2020-08-06 20:16:58.172711,470,3,36
Whatcom,2020-08-06 20:16:58.172711,957,38,80
Whitman,2020-08-06 20:16:58.172711,87,0,1
Yakima,2020-08-06 20:16:58.172711,10142,210,720
Adams,2020-08-07 20:10:21.310897,417,4,21
Asotin,2020-08-07 20:10:21.310897,25,2,1
Benton,2020-08-07 20:10:21.310897,3632,113,317
Chelan,2020-08-07 20:10:21.310897,1255,10,48
Clallam,2020-08-07 20:10:21.310897,100,0,4
Clark,2020-08-07 20:10:21.310897,1712,42,162
Columbia,2020-08-07 20:10:21.310897,13,1,3
Cowlitz,2020-08-07 20:10:21.310897,462,5,41
Douglas,2020-08-07 20:10:21.310897,890,7,35
Ferry,2020-08-07 20:10:21.310897,21,0,0
Franklin,2020-08-07 20:10:21.310897,3412,48,255
Garfield,2020-08-07 20:10:21.310897,2,0,0
Grant,2020-08-07 20:10:21.310897,1393,13,84
Grays Harbor,2020-08-07 20:10:21.310897,109,2,12
Island,2020-08-07 20:10:21.310897,241,11,33
Jefferson,2020-08-07 20:10:21.310897,54,0,10
King,2020-08-07 20:10:21.310897,16078,664,2061
Kitsap,2020-08-07 20:10:21.310897,707,5,61
Kittitas,2020-08-07 20:10:21.310897,355,18,16
Klickitat,2020-08-07 20:10:21.310897,108,3,9
Lewis,2020-08-07 20:10:21.310897,197,3,23
Lincoln,2020-08-07 20:10:21.310897,20,0,1
Mason,2020-08-07 20:10:21.310897,187,1,15
Okanogan,2020-08-07 20:10:21.310897,820,2,22
Pacific,2020-08-07 20:10:21.310897,47,2,5
Pend Oreille,2020-08-07 20:10:21.310897,38,0,5
Pierce,2020-08-07 20:10:21.310897,5477,137,627
San Juan,2020-08-07 20:10:21.310897,28,0,1
Skagit,2020-08-07 20:10:21.310897,858,21,82
Skamania,2020-08-07 20:10:21.310897,55,1,5
Snohomish,2020-08-07 20:10:21.310897,5326,191,702
Spokane,2020-08-07 20:10:21.310897,4192,79,297
Stevens,2020-08-07 20:10:21.310897,99,1,12
Thurston,2020-08-07 20:10:21.310897,680,11,64
Wahkiakum,2020-08-07 20:10:21.310897,5,0,0
Walla Walla,2020-08-07 20:10:21.310897,487,3,36
Whatcom,2020-08-07 20:10:21.310897,965,38,81
Whitman,2020-08-07 20:10:21.310897,89,0,1
Yakima,2020-08-07 20:10:21.310897,10167,211,719
Adams,2020-08-08 20:07:51.571903,434,5,21
Asotin,2020-08-08 20:07:51.571903,27,2,1
Benton,2020-08-08 20:07:51.571903,3714,115,319
Chelan,2020-08-08 20:07:51.571903,1306,10,47
Clallam,2020-08-08 20:07:51.571903,103,0,4
Clark,2020-08-08 20:07:51.571903,1767,43,162
Columbia,2020-08-08 20:07:51.571903,13,1,3
Cowlitz,2020-08-08 20:07:51.571903,477,5,42
Douglas,2020-08-08 20:07:51.571903,938,7,37
Ferry,2020-08-08 20:07:51.571903,22,0,0
Franklin,2020-08-08 20:07:51.571903,3486,49,253
Garfield,2020-08-08 20:07:51.571903,4,0,0
Grant,2020-08-08 20:07:51.571903,1459,13,84
Grays Harbor,2020-08-08 20:07:51.571903,119,2,12
Island,2020-08-08 20:07:51.571903,249,11,32
Jefferson,2020-08-08 20:07:51.571903,54,0,10
King,2020-08-08 20:07:51.571903,16439,674,2073
Kitsap,2020-08-08 20:07:51.571903,730,7,58
Kittitas,2020-08-08 20:07:51.571903,373,19,16
Klickitat,2020-08-08 20:07:51.571903,111,3,9
Lewis,2020-08-08 20:07:51.571903,213,3,26
Lincoln,2020-08-08 20:07:51.571903,28,0,1
Mason,2020-08-08 20:07:51.571903,212,1,15
Okanogan,2020-08-08 20:07:51.571903,861,5,26
Pacific,2020-08-08 20:07:51.571903,49,2,7
Pend Oreille,2020-08-08 20:07:51.571903,40,0,5
Pierce,2020-08-08 20:07:51.571903,5606,140,626
San Juan,2020-08-08 20:07:51.571903,28,0,1
Skagit,2020-08-08 20:07:51.571903,876,21,81
Skamania,2020-08-08 20:07:51.571903,57,1,5
Snohomish,2020-08-08 20:07:51.571903,5423,192,704
Spokane,2020-08-08 20:07:51.571903,4415,89,302
Stevens,2020-08-08 20:07:51.571903,108,1,12
Thurston,2020-08-08 20:07:51.571903,708,11,65
Wahkiakum,2020-08-08 20:07:51.571903,5,0,0
Walla Walla,2020-08-08 20:07:51.571903,522,2,35
Whatcom,2020-08-08 20:07:51.571903,982,40,81
Whitman,2020-08-08 20:07:51.571903,104,0,1
Yakima,2020-08-08 20:07:51.571903,10269,212,719
Adams,2020-08-09 20:11:11.673757,440,5,21
Asotin,2020-08-09 20:11:11.673757,27,2,1
Benton,2020-08-09 20:11:11.673757,3723,115,323
Chelan,2020-08-09 20:11:11.673757,1334,10,49
Clallam,2020-08-09 20:11:11.673757,120,0,4
Clark,2020-08-09 20:11:11.673757,1777,43,166
Columbia,2020-08-09 20:11:11.673757,13,1,3
Cowlitz,2020-08-09 20:11:11.673757,482,5,42
Douglas,2020-08-09 20:11:11.673757,948,7,40
Ferry,2020-08-09 20:11:11.673757,22,0,0
Franklin,2020-08-09 20:11:11.673757,3507,49,256
Garfield,2020-08-09 20:11:11.673757,4,0,0
Grant,2020-08-09 20:11:11.673757,1491,13,89
Grays Harbor,2020-08-09 20:11:11.673757,120,2,13
Island,2020-08-09 20:11:11.673757,250,11,32
Jefferson,2020-08-09 20:11:11.673757,54,0,10
King,2020-08-09 20:11:11.673757,16570,675,2090
Kitsap,2020-08-09 20:11:11.673757,739,7,59
Kittitas,2020-08-09 20:11:11.673757,373,19,16
Klickitat,2020-08-09 20:11:11.673757,113,3,9
Lewis,2020-08-09 20:11:11.673757,220,3,26
Lincoln,2020-08-09 20:11:11.673757,27,0,1
Mason,2020-08-09 20:11:11.673757,217,1,15
Okanogan,2020-08-09 20:11:11.673757,864,4,28
Pacific,2020-08-09 20:11:11.673757,51,2,7
Pend Oreille,2020-08-09 20:11:11.673757,41,0,5
Pierce,2020-08-09 20:11:11.673757,5682,140,655
San Juan,2020-08-09 20:11:11.673757,28,0,1
Skagit,2020-08-09 20:11:11.673757,880,21,81
Skamania,2020-08-09 20:11:11.673757,57,1,5
Snohomish,2020-08-09 20:11:11.673757,5465,193,712
Spokane,2020-08-09 20:11:11.673757,4442,89,315
Stevens,2020-08-09 20:11:11.673757,110,1,12
Thurston,2020-08-09 20:11:11.673757,717,11,66
Wahkiakum,2020-08-09 20:11:11.673757,5,0,0
Walla Walla,2020-08-09 20:11:11.673757,533,3,39
Whatcom,2020-08-09 20:11:11.673757,989,39,81
Whitman,2020-08-09 20:11:11.673757,104,0,1
Yakima,2020-08-09 20:11:11.673757,10325,211,727
Adams,2020-08-10 20:09:46.441673,452,5,24
Asotin,2020-08-10 20:09:46.441673,27,2,1
Benton,2020-08-10 20:09:46.441673,3748,116,323
Chelan,2020-08-10 20:09:46.441673,1358,10,51
Clallam,2020-08-10 20:09:46.441673,122,0,4
Clark,2020-08-10 20:09:46.441673,1787,43,169
Columbia,2020-08-10 20:09:46.441673,13,1,3
Cowlitz,2020-08-10 20:09:46.441673,485,5,42
Douglas,2020-08-10 20:09:46.441673,961,7,40
Ferry,2020-08-10 20:09:46.441673,23,0,0
Franklin,2020-08-10 20:09:46.441673,3540,49,256
Garfield,2020-08-10 20:09:46.441673,4,0,0
Grant,2020-08-10 20:09:46.441673,1540,13,91
Grays Harbor,2020-08-10 20:09:46.441673,122,2,13
Island,2020-08-10 20:09:46.441673,247,11,33
Jefferson,2020-08-10 20:09:46.441673,54,0,10
King,2020-08-10 20:09:46.441673,16707,676,2101
Kitsap,2020-08-10 20:09:46.441673,746,7,62
Kittitas,2020-08-10 20:09:46.441673,375,20,17
Klickitat,2020-08-10 20:09:46.441673,113,3,9
Lewis,2020-08-10 20:09:46.441673,225,3,25
Lincoln,2020-08-10 20:09:46.441673,27,0,1
Mason,2020-08-10 20:09:46.441673,226,1,16
Okanogan,2020-08-10 20:09:46.441673,877,4,28
Pacific,2020-08-10 20:09:46.441673,50,2,7
Pend Oreille,2020-08-10 20:09:46.441673,44,0,5
Pierce,2020-08-10 20:09:46.441673,5751,142,661
San Juan,2020-08-10 20:09:46.441673,28,0,1
Skagit,2020-08-10 20:09:46.441673,890,22,85
Skamania,2020-08-10 20:09:46.441673,57,1,5
Snohomish,2020-08-10 20:09:46.441673,5486,193,714
Spokane,2020-08-10 20:09:46.441673,4504,90,321
Stevens,2020-08-10 20:09:46.441673,110,1,12
Thurston,2020-08-10 20:09:46.441673,732,11,66
Wahkiakum,2020-08-10 20:09:46.441673,5,0,0
Walla Walla,2020-08-10 20:09:46.441673,547,3,40
Whatcom,2020-08-10 20:09:46.441673,990,40,81
Whitman,2020-08-10 20:09:46.441673,105,0,2
Yakima,2020-08-10 20:09:46.441673,10367,212,729
Adams,2020-08-11 20:10:07.750142,457,5,24
Asotin,2020-08-11 20:10:07.750142,28,2,1
Benton,2020-08-11 20:10:07.750142,3776,117,324
Chelan,2020-08-11 20:10:07.750142,1363,10,53
Clallam,2020-08-11 20:10:07.750142,139,0,4
Clark,2020-08-11 20:10:07.750142,1823,43,172
Columbia,2020-08-11 20:10:07.750142,13,1,3
Cowlitz,2020-08-11 20:10:07.750142,495,5,43
Douglas,2020-08-11 20:10:07.750142,965,7,41
Ferry,2020-08-11 20:10:07.750142,23,0,0
Franklin,2020-08-11 20:10:07.750142,3560,49,258
Garfield,2020-08-11 20:10:07.750142,4,0,0
Grant,2020-08-11 20:10:07.750142,1562,13,96
Grays Harbor,2020-08-11 20:10:07.750142,122,2,13
Island,2020-08-11 20:10:07.750142,249,11,33
Jefferson,2020-08-11 20:10:07.750142,55,0,10
King,2020-08-11 20:10:07.750142,16808,686,2114
Kitsap,2020-08-11 20:10:07.750142,761,7,61
Kittitas,2020-08-11 20:10:07.750142,394,20,18
Klickitat,2020-08-11 20:10:07.750142,118,3,9
Lewis,2020-08-11 20:10:07.750142,229,4,26
Lincoln,2020-08-11 20:10:07.750142,27,0,1
Mason,2020-08-11 20:10:07.750142,229,1,17
Okanogan,2020-08-11 20:10:07.750142,877,5,28
Pacific,2020-08-11 20:10:07.750142,51,2,7
Pend Oreille,2020-08-11 20:10:07.750142,44,0,5
Pierce,2020-08-11 20:10:07.750142,5801,143,667
San Juan,2020-08-11 20:10:07.750142,30,0,1
Skagit,2020-08-11 20:10:07.750142,891,21,85
Skamania,2020-08-11 20:10:07.750142,57,1,5
Snohomish,2020-08-11 20:10:07.750142,5532,198,719
Spokane,2020-08-11 20:10:07.750142,4561,93,326
Stevens,2020-08-11 20:10:07.750142,112,1,12
Thurston,2020-08-11 20:10:07.750142,742,11,67
Wahkiakum,2020-08-11 20:10:07.750142,5,0,0
