County Name,Scrape Time,Total Cases,Total Deaths,Total Tested: Negative
Polk,2020-08-17 19:54:50.055375,367,12,6058
Sherman,2020-08-17 19:54:50.055375,16,0,284
Tillamook,2020-08-17 19:54:50.055375,35,0,2311
Umatilla,2020-08-17 19:54:50.055375,2456,32,10254
Union,2020-08-17 19:54:50.055375,398,2,2737
Wallowa,2020-08-17 19:54:50.055375,21,1,743
Wasco,2020-08-17 19:54:50.055375,203,3,4029
Washington,2020-08-17 19:54:50.055375,3358,27,67743
Wheeler,2020-08-17 19:54:50.055375,0,0,143
Yamhill,2020-08-17 19:54:50.055375,523,13,12062
Baker,2020-08-18 20:02:28.581764,54,0,1274
Benton,2020-08-18 20:02:28.581764,189,6,9531
Clackamas,2020-08-18 20:02:28.581764,1709,52,45878
Clatsop,2020-08-18 20:02:28.581764,91,0,4214
Columbia,2020-08-18 20:02:28.581764,115,1,5127
Coos,2020-08-18 20:02:28.581764,93,0,4566
Crook,2020-08-18 20:02:28.581764,53,1,2004
Curry,2020-08-18 20:02:28.581764,19,0,1170
Deschutes,2020-08-18 20:02:28.581764,650,11,21064
Douglas,2020-08-18 20:02:28.581764,165,1,9236
Gilliam,2020-08-18 20:02:28.581764,4,0,209
Grant,2020-08-18 20:02:28.581764,4,0,614
Harney,2020-08-18 20:02:28.581764,11,0,633
Hood River,2020-08-18 20:02:28.581764,220,0,4136
Jackson,2020-08-18 20:02:28.581764,594,2,21756
Jefferson,2020-08-18 20:02:28.581764,417,6,3825
Josephine,2020-08-18 20:02:28.581764,148,2,7777
Klamath,2020-08-18 20:02:28.581764,216,2,8030
Lake,2020-08-18 20:02:28.581764,32,0,590
Lane,2020-08-18 20:02:28.581764,632,4,47919
Lincoln,2020-08-18 20:02:28.581764,440,11,7235
Linn,2020-08-18 20:02:28.581764,342,11,12153
Malheur,2020-08-18 20:02:28.581764,947,16,3782
Marion,2020-08-18 20:02:28.581764,3284,73,35316
Morrow,2020-08-18 20:02:28.581764,410,3,1359
Multnomah,2020-08-18 20:02:28.581764,5410,102,105879
Polk,2020-08-18 20:02:28.581764,370,12,6134
Sherman,2020-08-18 20:02:28.581764,16,0,284
Tillamook,2020-08-18 20:02:28.581764,35,0,2326
Umatilla,2020-08-18 20:02:28.581764,2468,32,10321
Union,2020-08-18 20:02:28.581764,400,2,2774
Wallowa,2020-08-18 20:02:28.581764,21,1,750
Wasco,2020-08-18 20:02:28.581764,204,3,4046
Washington,2020-08-18 20:02:28.581764,3380,30,68358
Wheeler,2020-08-18 20:02:28.581764,0,0,145
Yamhill,2020-08-18 20:02:28.581764,533,13,12247
Baker,2020-08-19 20:16:58.578822,55,0,1281
Benton,2020-08-19 20:16:58.578822,190,6,9628
Clackamas,2020-08-19 20:16:58.578822,1725,55,46349
Clatsop,2020-08-19 20:16:58.578822,91,0,4247
Columbia,2020-08-19 20:16:58.578822,118,1,5165
Coos,2020-08-19 20:16:58.578822,93,0,4630
Crook,2020-08-19 20:16:58.578822,54,1,2037
Curry,2020-08-19 20:16:58.578822,19,0,1177
Deschutes,2020-08-19 20:16:58.578822,654,11,21277
Douglas,2020-08-19 20:16:58.578822,166,1,9313
Gilliam,2020-08-19 20:16:58.578822,4,0,228
Grant,2020-08-19 20:16:58.578822,4,0,621
Harney,2020-08-19 20:16:58.578822,11,0,639
Hood River,2020-08-19 20:16:58.578822,221,0,4147
Jackson,2020-08-19 20:16:58.578822,618,2,21894
Jefferson,2020-08-19 20:16:58.578822,426,6,3841
Josephine,2020-08-19 20:16:58.578822,150,2,7877
Klamath,2020-08-19 20:16:58.578822,217,2,8057
Lake,2020-08-19 20:16:58.578822,32,0,598
Lane,2020-08-19 20:16:58.578822,636,4,48267
Lincoln,2020-08-19 20:16:58.578822,440,11,7279
Linn,2020-08-19 20:16:58.578822,344,11,12273
Malheur,2020-08-19 20:16:58.578822,956,16,3814
Marion,2020-08-19 20:16:58.578822,3315,73,35591
Morrow,2020-08-19 20:16:58.578822,410,3,1370
Multnomah,2020-08-19 20:16:58.578822,5448,108,106913
Polk,2020-08-19 20:16:58.578822,374,13,6218
Sherman,2020-08-19 20:16:58.578822,16,0,285
Tillamook,2020-08-19 20:16:58.578822,36,0,2351
Umatilla,2020-08-19 20:16:58.578822,2478,32,10444
Union,2020-08-19 20:16:58.578822,403,2,2782
Wallowa,2020-08-19 20:16:58.578822,21,1,756
Wasco,2020-08-19 20:16:58.578822,204,3,4055
Washington,2020-08-19 20:16:58.578822,3403,31,69197
Wheeler,2020-08-19 20:16:58.578822,0,0,145
Yamhill,2020-08-19 20:16:58.578822,538,13,12540
Baker,2020-08-20 20:18:15.679354,55,1,1289
Benton,2020-08-20 20:18:15.679354,194,6,9697
Clackamas,2020-08-20 20:18:15.679354,1756,55,46764
Clatsop,2020-08-20 20:18:15.679354,92,0,4290
Columbia,2020-08-20 20:18:15.679354,120,1,5236
Coos,2020-08-20 20:18:15.679354,93,0,4762
Crook,2020-08-20 20:18:15.679354,54,1,2046
Curry,2020-08-20 20:18:15.679354,19,0,1192
Deschutes,2020-08-20 20:18:15.679354,655,11,21557
Douglas,2020-08-20 20:18:15.679354,168,2,9453
Gilliam,2020-08-20 20:18:15.679354,4,0,230
Grant,2020-08-20 20:18:15.679354,4,0,623
Harney,2020-08-20 20:18:15.679354,11,0,647
Hood River,2020-08-20 20:18:15.679354,221,0,4166
Jackson,2020-08-20 20:18:15.679354,636,2,22087
Jefferson,2020-08-20 20:18:15.679354,430,6,3875
Josephine,2020-08-20 20:18:15.679354,149,2,7987
Klamath,2020-08-20 20:18:15.679354,219,2,8175
Lake,2020-08-20 20:18:15.679354,32,0,601
Lane,2020-08-20 20:18:15.679354,643,4,48594
Lincoln,2020-08-20 20:18:15.679354,444,11,7330
Linn,2020-08-20 20:18:15.679354,350,12,12396
Malheur,2020-08-20 20:18:15.679354,963,16,3840
Marion,2020-08-20 20:18:15.679354,3369,73,35980
Morrow,2020-08-20 20:18:15.679354,415,3,1374
Multnomah,2020-08-20 20:18:15.679354,5505,108,108008
Polk,2020-08-20 20:18:15.679354,379,13,6307
Sherman,2020-08-20 20:18:15.679354,17,0,288
Tillamook,2020-08-20 20:18:15.679354,37,0,2367
Umatilla,2020-08-20 20:18:15.679354,2497,32,10512
Union,2020-08-20 20:18:15.679354,406,2,2791
Wallowa,2020-08-20 20:18:15.679354,21,1,767
Wasco,2020-08-20 20:18:15.679354,205,3,4078
Washington,2020-08-20 20:18:15.679354,3452,32,69953
Wheeler,2020-08-20 20:18:15.679354,0,0,146
Yamhill,2020-08-20 20:18:15.679354,550,13,12794
Baker,2020-08-21 22:05:44.129064,55,1,1296
Benton,2020-08-21 22:05:44.129064,196,6,9803
Clackamas,2020-08-21 22:05:44.129064,1769,55,47083
Clatsop,2020-08-21 22:05:44.129064,92,0,4363
Columbia,2020-08-21 22:05:44.129064,121,1,5291
Coos,2020-08-21 22:05:44.129064,94,0,4829
Crook,2020-08-21 22:05:44.129064,54,1,2073
Curry,2020-08-21 22:05:44.129064,20,0,1210
Deschutes,2020-08-21 22:05:44.129064,657,11,21875
Douglas,2020-08-21 22:05:44.129064,169,2,9498
Gilliam,2020-08-21 22:05:44.129064,4,0,233
Grant,2020-08-21 22:05:44.129064,4,0,633
Harney,2020-08-21 22:05:44.129064,11,0,654
Hood River,2020-08-21 22:05:44.129064,223,0,4182
Jackson,2020-08-21 22:05:44.129064,654,2,22350
Jefferson,2020-08-21 22:05:44.129064,436,6,3908
Josephine,2020-08-21 22:05:44.129064,149,2,8109
Klamath,2020-08-21 22:05:44.129064,221,2,8326
Lake,2020-08-21 22:05:44.129064,32,0,606
Lane,2020-08-21 22:05:44.129064,647,5,49030
Lincoln,2020-08-21 22:05:44.129064,450,11,7369
Linn,2020-08-21 22:05:44.129064,353,12,12621
Malheur,2020-08-21 22:05:44.129064,991,16,3856
Marion,2020-08-21 22:05:44.129064,3425,74,36412
Morrow,2020-08-21 22:05:44.129064,418,3,1386
Multnomah,2020-08-21 22:05:44.129064,5543,108,108882
Polk,2020-08-21 22:05:44.129064,387,13,6378
Sherman,2020-08-21 22:05:44.129064,17,0,290
Tillamook,2020-08-21 22:05:44.129064,36,0,2383
Umatilla,2020-08-21 22:05:44.129064,2514,32,10639
Union,2020-08-21 22:05:44.129064,407,2,2802
Wallowa,2020-08-21 22:05:44.129064,21,1,784
Wasco,2020-08-21 22:05:44.129064,206,3,4104
Washington,2020-08-21 22:05:44.129064,3477,32,70535
Wheeler,2020-08-21 22:05:44.129064,0,0,146
Yamhill,2020-08-21 22:05:44.129064,568,13,12961
Baker,2020-08-22 19:17:37.400507,55,1,1296
Benton,2020-08-22 19:17:37.400507,196,6,9803
Clackamas,2020-08-22 19:17:37.400507,1769,55,47083
Clatsop,2020-08-22 19:17:37.400507,92,0,4363
Columbia,2020-08-22 19:17:37.400507,121,1,5291
Coos,2020-08-22 19:17:37.400507,94,0,4829
Crook,2020-08-22 19:17:37.400507,54,1,2073
Curry,2020-08-22 19:17:37.400507,20,0,1210
Deschutes,2020-08-22 19:17:37.400507,657,11,21875
Douglas,2020-08-22 19:17:37.400507,169,2,9498
Gilliam,2020-08-22 19:17:37.400507,4,0,233
Grant,2020-08-22 19:17:37.400507,4,0,633
Harney,2020-08-22 19:17:37.400507,11,0,654
Hood River,2020-08-22 19:17:37.400507,223,0,4182
Jackson,2020-08-22 19:17:37.400507,654,2,22350
Jefferson,2020-08-22 19:17:37.400507,436,6,3908
Josephine,2020-08-22 19:17:37.400507,149,2,8109
Klamath,2020-08-22 19:17:37.400507,221,2,8326
Lake,2020-08-22 19:17:37.400507,32,0,606
Lane,2020-08-22 19:17:37.400507,647,5,49030
Lincoln,2020-08-22 19:17:37.400507,450,11,7369
Linn,2020-08-22 19:17:37.400507,353,12,12621
Malheur,2020-08-22 19:17:37.400507,991,16,3856
Marion,2020-08-22 19:17:37.400507,3425,74,36412
Morrow,2020-08-22 19:17:37.400507,418,3,1386
Multnomah,2020-08-22 19:17:37.400507,5543,108,108882
Polk,2020-08-22 19:17:37.400507,387,13,6378
Sherman,2020-08-22 19:17:37.400507,17,0,290
Tillamook,2020-08-22 19:17:37.400507,36,0,2383
Umatilla,2020-08-22 19:17:37.400507,2514,32,10639
Union,2020-08-22 19:17:37.400507,407,2,2802
Wallowa,2020-08-22 19:17:37.400507,21,1,784
Wasco,2020-08-22 19:17:37.400507,206,3,4104
Washington,2020-08-22 19:17:37.400507,3477,32,70535
Wheeler,2020-08-22 19:17:37.400507,0,0,146
Yamhill,2020-08-22 19:17:37.400507,568,13,12961
Baker,2020-08-23 20:13:08.461957,55,1,1296
Benton,2020-08-23 20:13:08.461957,196,6,9803
Clackamas,2020-08-23 20:13:08.461957,1769,55,47083
Clatsop,2020-08-23 20:13:08.461957,92,0,4363
Columbia,2020-08-23 20:13:08.461957,121,1,5291
Coos,2020-08-23 20:13:08.461957,94,0,4829
Crook,2020-08-23 20:13:08.461957,54,1,2073
Curry,2020-08-23 20:13:08.461957,20,0,1210
Deschutes,2020-08-23 20:13:08.461957,657,11,21875
Douglas,2020-08-23 20:13:08.461957,169,2,9498
Gilliam,2020-08-23 20:13:08.461957,4,0,233
Grant,2020-08-23 20:13:08.461957,4,0,633
Harney,2020-08-23 20:13:08.461957,11,0,654
Hood River,2020-08-23 20:13:08.461957,223,0,4182
Jackson,2020-08-23 20:13:08.461957,654,2,22350
Jefferson,2020-08-23 20:13:08.461957,436,6,3908
Josephine,2020-08-23 20:13:08.461957,149,2,8109
Klamath,2020-08-23 20:13:08.461957,221,2,8326
Lake,2020-08-23 20:13:08.461957,32,0,606
Lane,2020-08-23 20:13:08.461957,647,5,49030
Lincoln,2020-08-23 20:13:08.461957,450,11,7369
Linn,2020-08-23 20:13:08.461957,353,12,12621
Malheur,2020-08-23 20:13:08.461957,991,16,3856
Marion,2020-08-23 20:13:08.461957,3425,74,36412
Morrow,2020-08-23 20:13:08.461957,418,3,1386
Multnomah,2020-08-23 20:13:08.461957,5543,108,108882
Polk,2020-08-23 20:13:08.461957,387,13,6378
Sherman,2020-08-23 20:13:08.461957,17,0,290
Tillamook,2020-08-23 20:13:08.461957,36,0,2383
Umatilla,2020-08-23 20:13:08.461957,2514,32,10639
Union,2020-08-23 20:13:08.461957,407,2,2802
Wallowa,2020-08-23 20:13:08.461957,21,1,784
Wasco,2020-08-23 20:13:08.461957,206,3,4104
Washington,2020-08-23 20:13:08.461957,3477,32,70535
Wheeler,2020-08-23 20:13:08.461957,0,0,146
Yamhill,2020-08-23 20:13:08.461957,568,13,12961
Baker,2020-08-24 19:18:02.563339,64,1,1313
Benton,2020-08-24 19:18:02.563339,202,6,9955
Clackamas,2020-08-24 19:18:02.563339,1833,55,48107
Clatsop,2020-08-24 19:18:02.563339,93,0,4497
Columbia,2020-08-24 19:18:02.563339,125,1,5482
Coos,2020-08-24 19:18:02.563339,99,0,4963
Crook,2020-08-24 19:18:02.563339,54,1,2156
Curry,2020-08-24 19:18:02.563339,20,0,1244
Deschutes,2020-08-24 19:18:02.563339,672,11,22790
Douglas,2020-08-24 19:18:02.563339,169,2,9704
Gilliam,2020-08-24 19:18:02.563339,4,0,236
Grant,2020-08-24 19:18:02.563339,8,0,647
Harney,2020-08-24 19:18:02.563339,11,0,663
Hood River,2020-08-24 19:18:02.563339,225,0,4253
Jackson,2020-08-24 19:18:02.563339,713,2,22885
Jefferson,2020-08-24 19:18:02.563339,448,6,4023
Josephine,2020-08-24 19:18:02.563339,151,2,8288
Klamath,2020-08-24 19:18:02.563339,225,2,8555
Lake,2020-08-24 19:18:02.563339,32,0,613
Lane,2020-08-24 19:18:02.563339,656,5,50003
Lincoln,2020-08-24 19:18:02.563339,453,11,7412
Linn,2020-08-24 19:18:02.563339,362,12,12817
Malheur,2020-08-24 19:18:02.563339,1044,16,3986
Marion,2020-08-24 19:18:02.563339,3547,75,37325
Morrow,2020-08-24 19:18:02.563339,424,3,1399
Multnomah,2020-08-24 19:18:02.563339,5718,109,111427
Polk,2020-08-24 19:18:02.563339,395,13,6581
Sherman,2020-08-24 19:18:02.563339,16,0,296
Tillamook,2020-08-24 19:18:02.563339,37,0,2430
Umatilla,2020-08-24 19:18:02.563339,2547,32,10778
Union,2020-08-24 19:18:02.563339,408,2,2821
Wallowa,2020-08-24 19:18:02.563339,21,1,791
Wasco,2020-08-24 19:18:02.563339,207,3,4178
Washington,2020-08-24 19:18:02.563339,3575,35,72172
Wheeler,2020-08-24 19:18:02.563339,0,0,147
Yamhill,2020-08-24 19:18:02.563339,597,14,13245
Baker,2020-08-25 20:15:27.820448,67,1,1316
Benton,2020-08-25 20:15:27.820448,206,6,10073
Clackamas,2020-08-25 20:15:27.820448,1852,55,48534
Clatsop,2020-08-25 20:15:27.820448,94,0,4522
Columbia,2020-08-25 20:15:27.820448,126,1,5540
Coos,2020-08-25 20:15:27.820448,101,0,5021
Crook,2020-08-25 20:15:27.820448,54,1,2177
Curry,2020-08-25 20:15:27.820448,20,0,1250
Deschutes,2020-08-25 20:15:27.820448,673,11,22870
Douglas,2020-08-25 20:15:27.820448,169,2,9848
Gilliam,2020-08-25 20:15:27.820448,4,0,236
Grant,2020-08-25 20:15:27.820448,8,0,656
Harney,2020-08-25 20:15:27.820448,11,0,671
Hood River,2020-08-25 20:15:27.820448,225,0,4262
Jackson,2020-08-25 20:15:27.820448,728,2,23065
Jefferson,2020-08-25 20:15:27.820448,452,6,4057
Josephine,2020-08-25 20:15:27.820448,151,2,8380
Klamath,2020-08-25 20:15:27.820448,225,2,8596
Lake,2020-08-25 20:15:27.820448,32,0,620
Lane,2020-08-25 20:15:27.820448,659,5,50520
Lincoln,2020-08-25 20:15:27.820448,456,13,7439
Linn,2020-08-25 20:15:27.820448,365,12,13055
Malheur,2020-08-25 20:15:27.820448,1064,16,4019
Marion,2020-08-25 20:15:27.820448,3587,76,37707
Morrow,2020-08-25 20:15:27.820448,430,3,1401
Multnomah,2020-08-25 20:15:27.820448,5761,110,112242
Polk,2020-08-25 20:15:27.820448,396,13,6703
Sherman,2020-08-25 20:15:27.820448,16,0,296
Tillamook,2020-08-25 20:15:27.820448,37,0,2476
Umatilla,2020-08-25 20:15:27.820448,2570,35,10822
Union,2020-08-25 20:15:27.820448,409,2,2853
Wallowa,2020-08-25 20:15:27.820448,22,1,799
Wasco,2020-08-25 20:15:27.820448,207,3,4184
Washington,2020-08-25 20:15:27.820448,3610,35,72804
Wheeler,2020-08-25 20:15:27.820448,0,0,148
Yamhill,2020-08-25 20:15:27.820448,604,14,13456
Baker,2020-08-26 20:19:48.092773,67,2,1334
Benton,2020-08-26 20:19:48.092773,206,6,10154
Clackamas,2020-08-26 20:19:48.092773,1861,55,48981
Clatsop,2020-08-26 20:19:48.092773,94,0,4615
Columbia,2020-08-26 20:19:48.092773,127,1,5595
Coos,2020-08-26 20:19:48.092773,106,0,5045
Crook,2020-08-26 20:19:48.092773,54,1,2183
Curry,2020-08-26 20:19:48.092773,20,0,1259
Deschutes,2020-08-26 20:19:48.092773,677,11,22939
Douglas,2020-08-26 20:19:48.092773,173,2,9915
Gilliam,2020-08-26 20:19:48.092773,4,0,237
Grant,2020-08-26 20:19:48.092773,8,0,659
Harney,2020-08-26 20:19:48.092773,11,0,680
Hood River,2020-08-26 20:19:48.092773,222,0,4306
Jackson,2020-08-26 20:19:48.092773,747,2,23282
Jefferson,2020-08-26 20:19:48.092773,450,7,4087
Josephine,2020-08-26 20:19:48.092773,152,2,8491
Klamath,2020-08-26 20:19:48.092773,225,2,8617
Lake,2020-08-26 20:19:48.092773,30,0,621
Lane,2020-08-26 20:19:48.092773,667,5,50960
Lincoln,2020-08-26 20:19:48.092773,458,13,7481
Linn,2020-08-26 20:19:48.092773,366,12,13140
Malheur,2020-08-26 20:19:48.092773,1073,16,4050
Marion,2020-08-26 20:19:48.092773,3624,77,38023
Morrow,2020-08-26 20:19:48.092773,425,3,1446
Multnomah,2020-08-26 20:19:48.092773,5810,113,113110
Polk,2020-08-26 20:19:48.092773,396,13,6782
Sherman,2020-08-26 20:19:48.092773,16,0,298
Tillamook,2020-08-26 20:19:48.092773,38,0,2522
Umatilla,2020-08-26 20:19:48.092773,2594,35,11053
Union,2020-08-26 20:19:48.092773,410,2,2891
Wallowa,2020-08-26 20:19:48.092773,22,1,812
Wasco,2020-08-26 20:19:48.092773,206,3,4209
Washington,2020-08-26 20:19:48.092773,3626,35,73483
Wheeler,2020-08-26 20:19:48.092773,0,0,149
Yamhill,2020-08-26 20:19:48.092773,606,14,13758
Baker,2020-08-27 20:09:36.151237,67,2,1342
Benton,2020-08-27 20:09:36.151237,207,6,10205
Clackamas,2020-08-27 20:09:36.151237,1878,55,49532
Clatsop,2020-08-27 20:09:36.151237,95,0,4683
Columbia,2020-08-27 20:09:36.151237,128,1,5669
Coos,2020-08-27 20:09:36.151237,106,0,5108
Crook,2020-08-27 20:09:36.151237,54,1,2192
Curry,2020-08-27 20:09:36.151237,20,0,1267
Deschutes,2020-08-27 20:09:36.151237,681,11,23143
Douglas,2020-08-27 20:09:36.151237,174,2,9957
Gilliam,2020-08-27 20:09:36.151237,4,0,239
Grant,2020-08-27 20:09:36.151237,8,0,661
Harney,2020-08-27 20:09:36.151237,11,0,681
Hood River,2020-08-27 20:09:36.151237,223,0,4342
Jackson,2020-08-27 20:09:36.151237,762,2,23495
Jefferson,2020-08-27 20:09:36.151237,452,7,4103
Josephine,2020-08-27 20:09:36.151237,154,2,8584
Klamath,2020-08-27 20:09:36.151237,230,2,8641
Lake,2020-08-27 20:09:36.151237,30,0,634
Lane,2020-08-27 20:09:36.151237,672,5,51536
Lincoln,2020-08-27 20:09:36.151237,459,13,7533
Linn,2020-08-27 20:09:36.151237,371,12,13269
Malheur,2020-08-27 20:09:36.151237,1085,17,4068
Marion,2020-08-27 20:09:36.151237,3662,77,38389
Morrow,2020-08-27 20:09:36.151237,420,3,1461
Multnomah,2020-08-27 20:09:36.151237,5833,113,114574
Polk,2020-08-27 20:09:36.151237,399,13,6872
Sherman,2020-08-27 20:09:36.151237,16,0,301
Tillamook,2020-08-27 20:09:36.151237,38,0,2549
Umatilla,2020-08-27 20:09:36.151237,2599,35,11227
Union,2020-08-27 20:09:36.151237,412,2,2903
Wallowa,2020-08-27 20:09:36.151237,22,1,816
Wasco,2020-08-27 20:09:36.151237,206,3,4237
Washington,2020-08-27 20:09:36.151237,3673,39,74666
Wheeler,2020-08-27 20:09:36.151237,0,0,149
Yamhill,2020-08-27 20:09:36.151237,610,14,13927
Baker,2020-08-28 20:01:25.066074,68,2,1350
Benton,2020-08-28 20:01:25.066074,208,6,10289
Clackamas,2020-08-28 20:01:25.066074,1904,55,49946
Clatsop,2020-08-28 20:01:25.066074,95,0,4724
Columbia,2020-08-28 20:01:25.066074,128,1,5723
Coos,2020-08-28 20:01:25.066074,110,0,5234
Crook,2020-08-28 20:01:25.066074,54,1,2205
Curry,2020-08-28 20:01:25.066074,20,0,1281
Deschutes,2020-08-28 20:01:25.066074,687,11,23574
Douglas,2020-08-28 20:01:25.066074,177,2,10025
Gilliam,2020-08-28 20:01:25.066074,4,0,242
Grant,2020-08-28 20:01:25.066074,8,0,667
Harney,2020-08-28 20:01:25.066074,11,0,687
Hood River,2020-08-28 20:01:25.066074,223,0,4368
Jackson,2020-08-28 20:01:25.066074,776,2,23549
Jefferson,2020-08-28 20:01:25.066074,454,7,4143
Josephine,2020-08-28 20:01:25.066074,154,2,8666
Klamath,2020-08-28 20:01:25.066074,234,2,8700
Lake,2020-08-28 20:01:25.066074,30,0,666
Lane,2020-08-28 20:01:25.066074,682,5,51923
Lincoln,2020-08-28 20:01:25.066074,463,13,7607
Linn,2020-08-28 20:01:25.066074,377,12,13411
Malheur,2020-08-28 20:01:25.066074,1122,19,4104
Marion,2020-08-28 20:01:25.066074,3706,78,38769
Morrow,2020-08-28 20:01:25.066074,429,3,1477
Multnomah,2020-08-28 20:01:25.066074,5902,115,115615
Polk,2020-08-28 20:01:25.066074,408,14,6960
Sherman,2020-08-28 20:01:25.066074,16,0,302
Tillamook,2020-08-28 20:01:25.066074,38,0,2586
Umatilla,2020-08-28 20:01:25.066074,2616,37,11414
Union,2020-08-28 20:01:25.066074,414,2,2917
Wallowa,2020-08-28 20:01:25.066074,22,1,821
Wasco,2020-08-28 20:01:25.066074,206,3,4259
Washington,2020-08-28 20:01:25.066074,3694,40,75391
Wheeler,2020-08-28 20:01:25.066074,0,0,150
Yamhill,2020-08-28 20:01:25.066074,614,14,14068
Baker,2020-08-29 20:03:48.316103,68,2,1350
Benton,2020-08-29 20:03:48.316103,208,6,10289
Clackamas,2020-08-29 20:03:48.316103,1904,55,49946
Clatsop,2020-08-29 20:03:48.316103,95,0,4724
Columbia,2020-08-29 20:03:48.316103,128,1,5723
Coos,2020-08-29 20:03:48.316103,110,0,5234
Crook,2020-08-29 20:03:48.316103,54,1,2205
Curry,2020-08-29 20:03:48.316103,20,0,1281
Deschutes,2020-08-29 20:03:48.316103,687,11,23574
Douglas,2020-08-29 20:03:48.316103,177,2,10025
Gilliam,2020-08-29 20:03:48.316103,4,0,242
Grant,2020-08-29 20:03:48.316103,8,0,667
Harney,2020-08-29 20:03:48.316103,11,0,687
Hood River,2020-08-29 20:03:48.316103,223,0,4368
Jackson,2020-08-29 20:03:48.316103,776,2,23549
Jefferson,2020-08-29 20:03:48.316103,454,7,4143
Josephine,2020-08-29 20:03:48.316103,154,2,8666
Klamath,2020-08-29 20:03:48.316103,234,2,8700
Lake,2020-08-29 20:03:48.316103,30,0,666
Lane,2020-08-29 20:03:48.316103,682,5,51923
Lincoln,2020-08-29 20:03:48.316103,463,13,7607
Linn,2020-08-29 20:03:48.316103,377,12,13411
Malheur,2020-08-29 20:03:48.316103,1122,19,4104
Marion,2020-08-29 20:03:48.316103,3706,78,38769
Morrow,2020-08-29 20:03:48.316103,429,3,1477
Multnomah,2020-08-29 20:03:48.316103,5902,115,115615
Polk,2020-08-29 20:03:48.316103,408,14,6960
Sherman,2020-08-29 20:03:48.316103,16,0,302
Tillamook,2020-08-29 20:03:48.316103,38,0,2586
Umatilla,2020-08-29 20:03:48.316103,2616,37,11414
Union,2020-08-29 20:03:48.316103,414,2,2917
Wallowa,2020-08-29 20:03:48.316103,22,1,821
Wasco,2020-08-29 20:03:48.316103,206,3,4259
Washington,2020-08-29 20:03:48.316103,3694,40,75391
Wheeler,2020-08-29 20:03:48.316103,0,0,150
Yamhill,2020-08-29 20:03:48.316103,614,14,14068
Baker,2020-08-30 19:55:38.752343,68,2,1350
Benton,2020-08-30 19:55:38.752343,208,6,10289
Clackamas,2020-08-30 19:55:38.752343,1904,55,49946
Clatsop,2020-08-30 19:55:38.752343,95,0,4724
Columbia,2020-08-30 19:55:38.752343,128,1,5723
Coos,2020-08-30 19:55:38.752343,110,0,5234
Crook,2020-08-30 19:55:38.752343,54,1,2205
Curry,2020-08-30 19:55:38.752343,20,0,1281
Deschutes,2020-08-30 19:55:38.752343,687,11,23574
Douglas,2020-08-30 19:55:38.752343,177,2,10025
Gilliam,2020-08-30 19:55:38.752343,4,0,242
Grant,2020-08-30 19:55:38.752343,8,0,667
Harney,2020-08-30 19:55:38.752343,11,0,687
Hood River,2020-08-30 19:55:38.752343,223,0,4368
Jackson,2020-08-30 19:55:38.752343,776,2,23549
Jefferson,2020-08-30 19:55:38.752343,454,7,4143
Josephine,2020-08-30 19:55:38.752343,154,2,8666
Klamath,2020-08-30 19:55:38.752343,234,2,8700
Lake,2020-08-30 19:55:38.752343,30,0,666
Lane,2020-08-30 19:55:38.752343,682,5,51923
Lincoln,2020-08-30 19:55:38.752343,463,13,7607
Linn,2020-08-30 19:55:38.752343,377,12,13411
Malheur,2020-08-30 19:55:38.752343,1122,19,4104
Marion,2020-08-30 19:55:38.752343,3706,78,38769
Morrow,2020-08-30 19:55:38.752343,429,3,1477
Multnomah,2020-08-30 19:55:38.752343,5902,115,115615
Polk,2020-08-30 19:55:38.752343,408,14,6960
Sherman,2020-08-30 19:55:38.752343,16,0,302
Tillamook,2020-08-30 19:55:38.752343,38,0,2586
Umatilla,2020-08-30 19:55:38.752343,2616,37,11414
Union,2020-08-30 19:55:38.752343,414,2,2917
Wallowa,2020-08-30 19:55:38.752343,22,1,821
Wasco,2020-08-30 19:55:38.752343,206,3,4259
Washington,2020-08-30 19:55:38.752343,3694,40,75391
Wheeler,2020-08-30 19:55:38.752343,0,0,150
Yamhill,2020-08-30 19:55:38.752343,614,14,14068
Baker,2020-08-31 21:25:03.254053,70,2,1364
Benton,2020-08-31 21:25:03.254053,213,6,10510
Clackamas,2020-08-31 21:25:03.254053,1953,56,51027
Clatsop,2020-08-31 21:25:03.254053,95,0,4798
Columbia,2020-08-31 21:25:03.254053,130,1,5857
Coos,2020-08-31 21:25:03.254053,116,0,5435
Crook,2020-08-31 21:25:03.254053,55,1,2276
Curry,2020-08-31 21:25:03.254053,20,0,1308
Deschutes,2020-08-31 21:25:03.254053,693,11,24270
Douglas,2020-08-31 21:25:03.254053,177,3,10342
Gilliam,2020-08-31 21:25:03.254053,4,0,244
Grant,2020-08-31 21:25:03.254053,8,0,749
Harney,2020-08-31 21:25:03.254053,12,0,696
Hood River,2020-08-31 21:25:03.254053,234,0,4421
Jackson,2020-08-31 21:25:03.254053,811,2,24070
Jefferson,2020-08-31 21:25:03.254053,457,7,4192
Josephine,2020-08-31 21:25:03.254053,154,2,8890
Klamath,2020-08-31 21:25:03.254053,235,2,8850
Lake,2020-08-31 21:25:03.254053,30,0,697
Lane,2020-08-31 21:25:03.254053,717,6,53101
Lincoln,2020-08-31 21:25:03.254053,466,13,7673
Linn,2020-08-31 21:25:03.254053,389,12,13621
Malheur,2020-08-31 21:25:03.254053,1179,19,4163
