# Cases Race/Ethnicity: American Indian or Alaska Native (Hispanic),# Cases Race/Ethnicity: American Indian or Alaska Native (Not Hispanic),# Cases Race/Ethnicity: American Indian or Alaska Native (Unknown Ethnicity),# Cases Race/Ethnicity: Asian (Hispanic),# Cases Race/Ethnicity: Asian (Not Hispanic),# Cases Race/Ethnicity: Asian (Unknown Ethnicity),# Cases Race/Ethnicity: Black or African American (Hispanic),# Cases Race/Ethnicity: Black or African American (Not Hispanic),# Cases Race/Ethnicity: Black or African American (Unknown Ethnicity),# Cases Race/Ethnicity: Other Race (Hispanic),# Cases Race/Ethnicity: Other Race (Not Hispanic),# Cases Race/Ethnicity: Other Race (Unknown Ethnicity),# Cases Race/Ethnicity: Unknown Race (Hispanic),# Cases Race/Ethnicity: Unknown Race (Not Hispanic),# Cases Race/Ethnicity: Unknown Race (Unknown Ethnicity),# Cases Race/Ethnicity: White (Hispanic),# Cases Race/Ethnicity: White (Not Hispanic),# Cases Race/Ethnicity: White (Unknown Ethnicity),County Name,Report Date,Total Cases
0,0,0,0,0,0,2,240,56,11,3,31,1,6,80,5,336,73,COVINGTON,010/3/2020,844
0,6,0,3,22,6,11,1248,295,149,91,165,29,22,1898,128,1330,386,DESOTO,010/3/2020,5789
0,0,2,0,9,4,3,654,204,117,27,169,6,8,329,22,810,276,FORREST,010/3/2020,2640
0,0,1,0,0,0,1,83,17,0,1,6,0,2,10,1,71,10,FRANKLIN,010/3/2020,203
0,0,0,0,6,1,0,68,97,2,6,38,1,1,86,11,284,219,GEORGE,010/3/2020,820
0,0,1,0,1,0,0,53,22,0,3,38,0,1,45,0,166,73,GREENE,010/3/2020,403
0,0,18,0,0,0,2,555,53,0,15,25,0,4,66,0,305,77,GRENADA,010/3/2020,1120
0,0,1,0,1,1,0,66,10,2,12,37,0,0,73,13,326,75,HANCOCK,010/3/2020,617
5,4,2,1,40,19,5,809,167,45,49,186,4,23,560,106,1439,595,HARRISON,010/3/2020,4059
1,6,4,0,24,6,21,3944,794,81,68,588,5,17,584,28,953,149,HINDS,010/3/2020,7273
0,1,1,0,1,0,0,753,165,2,17,35,0,1,59,0,64,8,HOLMES,010/3/2020,1107
0,0,0,0,1,0,1,191,91,0,2,33,0,1,31,1,20,8,HUMPHREYS,010/3/2020,380
0,0,0,0,0,0,1,50,17,0,0,5,0,2,13,0,14,4,ISSAQUENA,010/3/2020,106
0,0,1,0,1,1,1,30,4,3,5,12,0,4,66,3,542,236,ITAWAMBA,010/3/2020,909
0,5,0,0,33,12,3,413,139,61,25,242,8,13,1373,50,816,544,JACKSON,010/3/2020,3737
0,1,1,0,1,0,1,304,35,0,9,29,0,2,62,1,135,15,JASPER,010/3/2020,596
0,0,0,0,1,0,1,168,33,0,4,9,0,0,19,0,8,1,JEFFERSON,010/3/2020,244
0,2,0,0,0,1,1,181,33,1,6,3,0,1,14,1,92,14,JEFFERSON DAVIS,010/3/2020,350
0,14,2,0,5,2,1,733,96,187,34,197,3,6,136,40,913,201,JONES,010/3/2020,2570
0,12,21,0,1,2,2,152,26,0,4,7,0,0,16,0,41,8,KEMPER,010/3/2020,292
0,0,0,0,15,3,2,276,109,27,32,90,2,16,449,23,848,366,LAFAYETTE,010/3/2020,2258
0,2,1,0,5,2,4,306,83,56,13,149,4,12,205,21,771,221,LAMAR,010/3/2020,1855
0,5,6,0,8,0,2,844,128,7,15,69,1,2,118,8,737,156,LAUDERDALE,010/3/2020,2106
0,0,0,0,1,0,0,164,18,1,5,12,0,12,65,1,148,14,LAWRENCE,010/3/2020,441
1,61,133,0,1,0,1,296,42,71,6,23,3,2,47,13,240,40,LEAKE,010/3/2020,980
0,2,0,2,12,3,2,741,135,28,31,41,21,16,269,27,1381,316,LEE,010/3/2020,3027
0,1,9,0,4,1,1,674,384,2,6,84,1,2,66,2,135,89,LEFLORE,010/3/2020,1461
0,1,0,0,0,0,1,265,37,5,24,67,0,10,125,5,521,83,LINCOLN,010/3/2020,1144
0,2,0,1,5,0,2,586,100,16,12,49,2,3,313,4,406,143,LOWNDES,010/3/2020,1644
1,8,1,0,28,3,6,1141,228,161,55,203,7,16,258,18,1053,200,MADISON,010/3/2020,3387
0,1,0,0,2,0,0,235,28,9,23,18,0,6,79,3,437,45,MARION,010/3/2020,886
0,1,0,0,1,0,0,380,105,17,18,62,1,2,262,16,173,89,MARSHALL,010/3/2020,1127
0,1,1,0,1,0,0,341,55,0,10,30,1,7,104,0,600,132,MONROE,010/3/2020,1283
0,4,17,0,0,1,0,195,26,0,4,8,0,0,20,0,174,35,MONTGOMERY,010/3/2020,484
2,289,428,1,4,1,2,227,48,13,14,38,0,0,84,4,379,111,NESHOBA,010/3/2020,1645
1,45,95,0,0,0,0,193,28,2,5,25,0,1,79,2,251,66,NEWTON,010/3/2020,793
0,0,1,0,0,0,0,304,65,1,6,33,0,2,68,0,66,24,NOXUBEE,010/3/2020,570
0,1,0,0,1,0,0,552,134,9,27,139,1,5,145,3,673,158,OKTIBBEHA,010/3/2020,1848
0,0,1,0,1,0,2,628,300,15,11,35,0,9,221,4,220,95,PANOLA,010/3/2020,1542
0,1,1,0,0,0,0,118,18,3,7,58,1,1,221,8,409,100,PEARL RIVER,010/3/2020,946
0,0,1,0,1,0,0,56,27,1,5,34,0,4,75,0,169,68,PERRY,010/3/2020,441
0,1,0,1,2,0,1,514,30,1,18,12,0,4,252,2,394,25,PIKE,010/3/2020,1257
1,0,0,0,1,1,0,138,38,97,6,53,17,9,191,30,511,230,PONTOTOC,010/3/2020,1323
0,2,2,0,0,0,0,120,15,1,6,11,1,3,153,1,500,81,PRENTISS,010/3/2020,896
0,0,0,0,0,0,2,181,79,0,6,33,0,2,60,0,27,8,QUITMAN,010/3/2020,398
0,4,1,2,16,2,5,692,114,90,47,208,2,19,398,18,1515,298,RANKIN,010/3/2020,3431
3,4,4,0,0,0,1,393,40,199,11,30,2,1,148,20,279,48,SCOTT,010/3/2020,1183
0,0,1,0,0,0,0,70,49,1,0,10,0,1,92,0,36,8,SHARKEY,010/3/2020,268
0,2,1,0,1,0,0,289,109,5,7,26,0,24,146,0,376,90,SIMPSON,010/3/2020,1076
0,0,0,0,0,0,0,124,18,2,7,12,0,2,41,0,302,44,SMITH,010/3/2020,552
0,1,0,0,0,0,0,75,18,0,8,29,0,0,56,7,156,38,STONE,010/3/2020,388
0,1,3,0,3,0,3,766,219,1,28,93,0,8,147,2,177,60,SUNFLOWER,010/3/2020,1511
0,0,0,0,0,0,2,276,195,12,8,14,0,5,69,1,94,112,TALLAHATCHIE,010/3/2020,788
0,0,1,0,1,0,4,284,117,5,13,27,1,4,202,5,276,97,TATE,010/3/2020,1037
0,0,0,0,1,1,1,79,11,38,15,32,11,3,159,7,304,67,TIPPAH,010/3/2020,729
0,1,0,0,0,0,0,14,1,2,11,13,5,2,64,11,527,70,TISHOMINGO,010/3/2020,721
0,1,0,0,1,0,0,202,67,1,3,10,1,2,174,0,32,10,TUNICA,010/3/2020,504
1,1,0,0,0,0,1,164,40,55,7,12,3,9,154,10,456,130,UNION,010/3/2020,1043
0,0,0,0,1,0,0,224,14,1,8,12,0,6,87,3,241,8,WALTHALL,010/3/2020,605
0,3,1,0,3,2,4,585,211,3,19,87,0,12,115,1,284,98,WARREN,010/3/2020,1428
0,0,1,0,1,1,2,1157,343,4,22,232,0,12,279,2,202,54,WASHINGTON,010/3/2020,2312
0,1,0,0,0,0,0,472,60,4,34,84,0,2,31,3,184,52,WAYNE,010/3/2020,927
0,0,1,0,0,0,0,70,8,1,3,9,0,0,23,1,195,36,WEBSTER,010/3/2020,347
0,2,0,0,0,0,1,152,34,0,5,11,0,1,63,0,31,9,WILKINSON,010/3/2020,309
0,0,6,0,0,0,2,228,142,2,5,10,0,1,69,1,147,147,WINSTON,010/3/2020,760
0,0,0,0,0,0,1,167,22,0,4,8,0,0,120,2,112,17,YALOBUSHA,010/3/2020,453
0,3,0,0,2,2,5,561,86,2,2,51,1,4,153,33,152,21,YAZOO,010/3/2020,1078
17,514,785,12,283,80,132,31311,7690,1758,1142,4735,150,442,13697,878,28494,8047,Total,010/3/2020,100167
0,1,0,0,5,0,0,436,89,4,18,26,0,3,42,82,192,69,ADAMS,010/4/2020,967
0,1,0,0,0,1,0,52,7,13,8,26,1,17,243,3,402,86,ALCORN,010/4/2020,860
0,0,0,0,1,0,0,92,21,0,5,10,0,3,72,3,121,27,AMITE,010/4/2020,355
0,2,2,0,0,0,0,271,68,5,8,12,0,1,61,1,200,60,ATTALA,010/4/2020,691
0,0,0,0,0,0,0,68,26,7,1,23,0,2,56,2,38,25,BENTON,010/4/2020,248
0,3,5,0,4,0,4,793,366,5,25,45,0,17,276,4,267,88,BOLIVAR,010/4/2020,1902
0,1,0,1,0,0,0,152,12,29,3,16,0,4,95,22,187,23,CALHOUN,010/4/2020,545
0,0,5,0,0,0,1,96,23,0,1,12,0,1,18,3,114,58,CARROLL,010/4/2020,332
1,0,0,0,0,0,6,297,63,8,9,31,1,2,62,11,199,28,CHICKASAW,010/4/2020,718
0,0,0,0,0,0,0,53,16,0,2,5,0,0,30,0,61,22,CHOCTAW,010/4/2020,189
0,0,0,0,1,0,1,231,92,0,2,26,1,0,88,0,23,12,CLAIBORNE,010/4/2020,477
0,0,0,0,1,0,0,224,16,3,9,19,0,1,31,0,265,56,CLARKE,010/4/2020,625
0,1,0,0,0,0,0,337,53,1,7,16,0,0,32,1,141,22,CLAY,010/4/2020,611
0,0,0,0,0,1,0,426,187,3,11,106,1,8,248,10,137,51,COAHOMA,010/4/2020,1189
0,2,1,0,1,0,3,578,127,48,20,112,1,5,113,5,188,38,COPIAH,010/4/2020,1242
0,0,0,0,0,0,2,240,57,11,3,31,1,6,80,5,337,72,COVINGTON,010/4/2020,845
0,6,0,3,22,6,11,1249,295,150,92,165,29,22,1904,129,1341,387,DESOTO,010/4/2020,5811
0,0,2,0,9,4,3,656,206,117,27,169,6,8,327,22,817,277,FORREST,010/4/2020,2650
0,0,1,0,0,0,1,84,17,0,1,6,0,2,10,1,71,10,FRANKLIN,010/4/2020,204
0,0,0,0,6,1,0,68,97,2,6,38,1,1,86,11,286,217,GEORGE,010/4/2020,820
0,0,1,0,1,0,0,53,22,0,3,38,0,1,45,0,166,75,GREENE,010/4/2020,405
0,0,18,0,0,0,2,555,54,0,15,25,0,4,66,0,307,77,GRENADA,010/4/2020,1123
0,0,1,0,1,1,0,66,11,2,12,37,0,0,75,13,327,76,HANCOCK,010/4/2020,622
5,4,2,1,40,19,5,813,167,46,49,186,4,23,561,106,1447,599,HARRISON,010/4/2020,4077
1,6,4,0,24,6,21,3951,795,81,68,589,5,17,585,28,958,150,HINDS,010/4/2020,7289
0,1,1,0,1,0,0,756,166,2,17,35,0,1,59,0,64,8,HOLMES,010/4/2020,1111
0,0,0,0,1,0,1,192,91,0,2,33,0,1,32,1,20,8,HUMPHREYS,010/4/2020,382
0,0,0,0,0,0,1,50,17,0,0,5,0,2,13,0,14,4,ISSAQUENA,010/4/2020,106
0,0,1,0,1,1,1,31,5,3,5,13,0,4,66,3,544,239,ITAWAMBA,010/4/2020,917
0,5,0,0,33,12,3,413,139,61,25,242,8,13,1374,50,816,545,JACKSON,010/4/2020,3739
0,1,1,0,1,0,1,310,35,0,9,29,0,2,60,1,135,16,JASPER,010/4/2020,601
0,0,0,0,1,0,1,169,34,0,4,9,0,0,19,0,8,1,JEFFERSON,010/4/2020,246
0,2,0,0,0,1,1,181,33,1,6,3,0,1,14,1,92,14,JEFFERSON DAVIS,010/4/2020,350
0,14,2,0,5,2,1,735,97,187,34,197,3,7,141,40,916,202,JONES,010/4/2020,2583
0,12,21,0,1,2,2,152,26,0,4,7,0,0,18,0,41,8,KEMPER,010/4/2020,294
0,0,0,0,15,3,2,278,108,29,32,90,2,16,449,23,853,366,LAFAYETTE,010/4/2020,2266
0,2,1,0,5,2,4,307,83,56,13,149,4,12,206,21,778,226,LAMAR,010/4/2020,1869
0,5,6,0,8,0,2,847,129,7,15,74,1,2,126,8,737,156,LAUDERDALE,010/4/2020,2123
1,0,0,0,1,0,0,164,18,1,5,12,0,12,65,1,148,15,LAWRENCE,010/4/2020,443
1,61,133,0,1,0,1,296,42,71,6,23,3,2,47,13,240,40,LEAKE,010/4/2020,980
0,3,0,2,12,3,2,743,136,28,31,41,21,16,270,27,1388,317,LEE,010/4/2020,3040
0,1,9,0,4,1,1,676,387,2,6,83,1,2,64,2,135,89,LEFLORE,010/4/2020,1463
0,1,0,0,0,0,1,267,36,5,24,67,0,10,126,5,521,87,LINCOLN,010/4/2020,1150
0,2,0,1,5,0,2,586,100,16,12,49,2,3,313,4,406,143,LOWNDES,010/4/2020,1644
1,8,1,0,28,3,6,1142,228,161,55,203,7,16,258,18,1053,201,MADISON,010/4/2020,3389
0,1,0,0,2,0,0,235,28,9,23,18,0,6,79,3,437,46,MARION,010/4/2020,887
0,1,0,0,1,0,0,379,106,17,18,62,1,2,262,16,174,89,MARSHALL,010/4/2020,1128
0,1,1,0,1,0,0,342,55,0,10,30,1,7,104,0,603,132,MONROE,010/4/2020,1287
0,4,17,0,0,1,0,195,27,0,4,8,0,0,21,0,178,35,MONTGOMERY,010/4/2020,490
2,289,428,1,4,1,2,227,48,13,15,39,0,0,83,4,379,111,NESHOBA,010/4/2020,1646
1,45,95,0,0,0,0,193,28,2,5,26,0,1,81,2,254,67,NEWTON,010/4/2020,800
0,0,1,0,0,0,0,304,65,1,6,33,0,2,69,0,66,24,NOXUBEE,010/4/2020,571
0,1,0,0,1,0,0,552,134,9,27,139,1,5,145,3,675,158,OKTIBBEHA,010/4/2020,1850
0,0,1,0,1,0,2,630,301,15,11,35,0,9,221,4,221,95,PANOLA,010/4/2020,1546
0,1,1,0,0,0,0,118,18,3,7,58,1,1,222,8,409,105,PEARL RIVER,010/4/2020,952
0,0,1,0,1,0,0,56,27,1,5,34,0,4,74,0,170,68,PERRY,010/4/2020,441
0,1,0,1,2,0,1,514,30,1,18,12,0,4,253,2,395,26,PIKE,010/4/2020,1260
1,0,0,0,1,1,0,139,38,97,6,53,17,9,191,30,515,230,PONTOTOC,010/4/2020,1328
0,2,2,0,0,0,0,121,14,1,6,11,1,3,152,1,501,81,PRENTISS,010/4/2020,896
0,0,0,0,0,0,2,181,79,0,6,33,0,2,60,0,27,8,QUITMAN,010/4/2020,398
0,5,1,2,16,3,5,693,114,90,47,208,2,19,399,18,1524,300,RANKIN,010/4/2020,3446
3,4,4,0,0,0,1,394,40,199,11,30,2,1,148,20,279,48,SCOTT,010/4/2020,1184
0,0,1,0,0,0,0,70,49,1,0,10,0,1,92,0,36,8,SHARKEY,010/4/2020,268
0,2,1,0,1,0,0,289,115,5,7,26,0,24,146,0,376,93,SIMPSON,010/4/2020,1085
0,0,0,0,0,0,0,124,18,2,7,12,0,2,41,0,302,45,SMITH,010/4/2020,553
0,1,0,0,0,0,0,75,18,0,8,29,0,0,57,7,156,38,STONE,010/4/2020,389
0,1,3,0,3,0,3,768,220,1,28,93,0,8,147,2,177,60,SUNFLOWER,010/4/2020,1514
0,0,0,0,0,0,2,276,195,12,8,14,0,5,69,1,94,112,TALLAHATCHIE,010/4/2020,788
0,0,1,0,1,0,4,285,117,5,13,27,1,4,201,6,279,97,TATE,010/4/2020,1041
0,0,0,0,1,1,1,81,11,38,15,32,11,3,159,7,308,68,TIPPAH,010/4/2020,736
0,1,0,0,0,0,0,14,1,2,11,13,5,2,63,11,531,70,TISHOMINGO,010/4/2020,724
0,1,0,0,1,0,0,203,68,1,3,10,1,2,173,0,32,10,TUNICA,010/4/2020,505
1,1,0,0,0,0,1,164,40,55,8,12,3,9,154,10,458,130,UNION,010/4/2020,1046
0,0,0,0,1,0,0,224,15,1,8,12,0,6,87,3,241,8,WALTHALL,010/4/2020,606
0,3,1,0,3,2,4,586,211,3,19,87,0,12,115,1,284,98,WARREN,010/4/2020,1429
0,0,1,0,1,1,2,1157,341,4,22,234,0,12,284,2,202,54,WASHINGTON,010/4/2020,2317
0,1,0,0,0,0,0,472,60,4,34,84,0,2,32,3,185,52,WAYNE,010/4/2020,929
0,0,1,0,0,0,0,70,8,1,3,9,0,0,23,1,195,36,WEBSTER,010/4/2020,347
0,2,0,0,0,0,1,152,34,0,5,11,0,1,63,0,31,9,WILKINSON,010/4/2020,309
0,0,6,0,0,0,2,228,142,2,5,10,0,1,69,1,148,149,WINSTON,010/4/2020,763
0,0,0,0,0,0,1,167,22,0,4,8,0,0,120,2,112,17,YALOBUSHA,010/4/2020,453
0,3,0,0,2,2,5,561,86,2,2,51,1,4,158,33,152,21,YAZOO,010/4/2020,1083
18,516,785,12,283,81,132,31375,7720,1762,1145,4746,151,443,13743,881,28607,8088,Total,010/4/2020,100488
0,1,0,0,5,0,0,436,89,4,18,26,0,3,42,82,196,69,ADAMS,010/5/2020,971
0,1,0,0,0,1,0,52,7,13,8,26,1,17,243,3,402,86,ALCORN,010/5/2020,860
0,0,0,0,1,0,0,92,21,0,5,10,0,3,72,3,121,27,AMITE,010/5/2020,355
0,2,2,0,0,0,0,271,68,5,8,12,0,1,61,1,200,60,ATTALA,010/5/2020,691
0,0,0,0,0,0,0,68,27,7,1,23,0,2,55,2,38,25,BENTON,010/5/2020,248
0,3,5,0,4,0,4,793,366,5,25,45,0,17,276,4,267,88,BOLIVAR,010/5/2020,1902
0,1,0,1,0,0,0,152,12,29,3,16,0,4,95,22,187,23,CALHOUN,010/5/2020,545
0,0,5,0,0,0,1,96,23,0,1,12,0,1,18,3,114,58,CARROLL,010/5/2020,332
1,0,0,0,0,0,6,298,63,8,9,31,1,2,62,11,199,28,CHICKASAW,010/5/2020,719
0,0,0,0,0,0,0,53,16,0,2,5,0,0,30,0,61,22,CHOCTAW,010/5/2020,189
0,0,0,0,1,0,1,231,92,0,2,26,1,0,88,0,23,12,CLAIBORNE,010/5/2020,477
0,0,0,0,1,0,0,224,16,3,9,20,0,1,31,0,265,56,CLARKE,010/5/2020,626
0,1,0,0,0,0,0,338,53,1,7,16,0,0,32,1,142,22,CLAY,010/5/2020,613
0,0,0,0,0,1,0,426,188,3,11,106,1,8,247,10,137,51,COAHOMA,010/5/2020,1189
0,2,1,0,1,0,3,578,129,48,20,112,1,5,115,5,188,39,COPIAH,010/5/2020,1247
0,0,0,0,0,0,2,240,57,11,3,31,1,6,80,5,339,72,COVINGTON,010/5/2020,847
0,6,0,3,22,6,11,1250,295,150,92,165,29,22,1911,129,1347,387,DESOTO,010/5/2020,5825
0,0,2,0,9,4,3,657,207,117,27,169,6,8,328,22,818,279,FORREST,010/5/2020,2656
0,0,1,0,0,0,1,84,17,0,1,6,0,2,10,1,71,10,FRANKLIN,010/5/2020,204
0,0,0,0,6,1,0,68,97,2,6,38,1,1,86,11,288,217,GEORGE,010/5/2020,822
0,0,1,0,1,0,0,53,22,0,3,38,0,1,45,0,167,74,GREENE,010/5/2020,405
0,0,18,0,0,0,2,558,54,0,15,25,0,4,66,0,307,78,GRENADA,010/5/2020,1127
0,0,1,0,1,1,0,66,11,2,12,37,0,0,73,13,330,77,HANCOCK,010/5/2020,624
5,4,2,1,41,19,5,816,168,46,50,186,4,23,562,107,1454,604,HARRISON,010/5/2020,4097
1,6,4,0,24,6,21,3955,796,81,68,589,5,17,585,28,959,150,HINDS,010/5/2020,7295
0,1,1,0,1,0,0,757,166,2,17,35,0,1,59,0,64,8,HOLMES,010/5/2020,1112
0,0,0,0,1,0,1,192,91,0,2,33,0,1,32,1,20,8,HUMPHREYS,010/5/2020,382
0,0,0,0,0,0,1,50,17,0,0,5,0,2,13,0,14,4,ISSAQUENA,010/5/2020,106
0,0,1,0,1,1,1,31,5,3,5,13,0,4,66,3,547,239,ITAWAMBA,010/5/2020,920
0,6,0,0,33,13,3,414,139,61,25,242,8,13,1377,50,820,550,JACKSON,010/5/2020,3754
0,1,1,0,1,0,1,311,35,0,9,29,0,2,60,1,135,16,JASPER,010/5/2020,602
0,0,0,0,1,0,1,169,34,0,4,9,0,0,19,0,8,1,JEFFERSON,010/5/2020,246
0,2,0,0,0,1,1,183,33,1,6,3,0,1,14,1,94,14,JEFFERSON DAVIS,010/5/2020,354
0,14,2,0,5,2,1,740,97,187,35,196,3,6,139,40,925,205,JONES,010/5/2020,2597
0,12,21,0,1,2,2,152,26,0,4,7,0,0,18,0,41,8,KEMPER,010/5/2020,294
0,0,0,0,15,3,2,278,108,30,32,90,2,16,449,23,855,366,LAFAYETTE,010/5/2020,2269
0,2,1,0,5,2,4,307,83,56,13,149,4,12,206,21,781,230,LAMAR,010/5/2020,1876
0,5,6,0,8,0,2,847,129,7,15,74,1,2,126,8,737,156,LAUDERDALE,010/5/2020,2123
1,0,0,0,1,0,0,164,19,1,5,12,0,12,65,1,148,15,LAWRENCE,010/5/2020,444
1,61,133,0,1,0,1,296,42,71,6,23,3,2,47,13,240,40,LEAKE,010/5/2020,980
0,3,0,2,12,3,2,743,136,28,31,41,22,16,270,27,1393,317,LEE,010/5/2020,3046
0,1,9,0,4,1,1,676,389,2,6,83,1,2,64,2,135,89,LEFLORE,010/5/2020,1465
0,1,0,0,0,0,1,267,36,5,24,67,0,11,130,5,522,87,LINCOLN,010/5/2020,1156
0,2,0,1,5,0,2,586,100,16,12,49,2,3,313,4,406,143,LOWNDES,010/5/2020,1644
1,8,1,0,28,3,6,1148,228,162,55,203,7,16,258,18,1062,201,MADISON,010/5/2020,3405
0,1,0,0,2,0,0,235,28,9,23,18,0,6,79,3,437,46,MARION,010/5/2020,887
0,1,0,0,1,0,0,379,106,17,18,62,1,2,262,16,174,89,MARSHALL,010/5/2020,1128
0,1,1,0,1,0,0,345,55,0,10,30,1,7,104,0,607,132,MONROE,010/5/2020,1294
0,4,17,0,0,1,0,195,28,0,4,8,0,0,21,0,178,35,MONTGOMERY,010/5/2020,491
2,289,428,1,4,1,2,227,48,13,15,39,0,0,83,4,379,112,NESHOBA,010/5/2020,1647
1,45,95,0,0,0,0,193,28,2,5,26,0,1,81,2,254,67,NEWTON,010/5/2020,800
0,0,1,0,0,0,0,304,66,1,6,33,0,2,69,0,66,24,NOXUBEE,010/5/2020,572
0,1,0,0,1,0,0,553,134,9,27,139,1,5,146,3,677,158,OKTIBBEHA,010/5/2020,1854
0,0,1,0,1,0,2,631,301,15,11,35,0,9,222,4,221,95,PANOLA,010/5/2020,1548
0,1,1,0,0,0,0,118,18,3,7,58,1,1,222,8,409,105,PEARL RIVER,010/5/2020,952
0,0,1,0,1,0,0,56,27,1,5,34,0,4,74,0,170,68,PERRY,010/5/2020,441
0,1,0,1,2,0,1,514,30,1,18,13,0,4,253,2,395,26,PIKE,010/5/2020,1261
1,0,0,0,1,1,0,139,38,97,6,53,17,9,191,30,518,229,PONTOTOC,010/5/2020,1330
0,2,2,0,0,0,0,122,14,1,6,11,1,3,152,1,502,81,PRENTISS,010/5/2020,898
0,0,0,0,0,0,2,181,79,0,6,33,0,2,61,0,27,8,QUITMAN,010/5/2020,399
0,5,1,2,16,3,5,696,114,92,47,208,3,19,399,18,1529,301,RANKIN,010/5/2020,3458
3,4,4,0,0,0,1,394,40,199,11,30,2,1,148,20,280,48,SCOTT,010/5/2020,1185
0,0,1,0,0,0,0,70,49,1,0,10,0,1,92,0,36,8,SHARKEY,010/5/2020,268
0,2,1,0,1,0,0,289,115,5,7,26,0,24,147,0,376,94,SIMPSON,010/5/2020,1087
0,0,0,0,0,0,0,124,18,2,7,12,0,2,41,0,303,47,SMITH,010/5/2020,556
0,1,0,0,0,0,0,75,18,0,8,29,0,0,58,7,157,42,STONE,010/5/2020,395
0,1,3,0,3,0,3,768,220,1,28,93,0,8,147,2,177,61,SUNFLOWER,010/5/2020,1515
0,0,0,0,0,0,2,277,194,12,8,14,0,5,69,1,94,114,TALLAHATCHIE,010/5/2020,790
0,0,1,0,1,0,4,285,117,5,13,27,1,4,201,6,279,97,TATE,010/5/2020,1041
0,0,0,0,1,1,1,81,11,38,15,32,11,3,159,7,309,67,TIPPAH,010/5/2020,736
0,1,0,0,0,0,0,14,1,2,11,13,5,2,63,11,532,70,TISHOMINGO,010/5/2020,725
0,1,0,0,1,0,0,204,68,1,3,10,1,2,174,0,32,10,TUNICA,010/5/2020,507
1,1,0,0,0,0,1,164,40,55,8,12,3,9,154,10,462,129,UNION,010/5/2020,1049
0,0,0,0,1,0,0,224,15,1,8,12,0,6,87,3,241,8,WALTHALL,010/5/2020,606
0,3,1,0,3,2,4,587,211,3,19,85,0,12,115,1,287,98,WARREN,010/5/2020,1431
0,0,1,0,1,1,2,1157,341,4,22,235,0,12,284,2,203,54,WASHINGTON,010/5/2020,2319
0,1,0,0,0,0,0,472,60,4,34,84,0,2,34,3,187,53,WAYNE,010/5/2020,934
0,0,1,0,0,0,0,71,8,1,3,9,0,0,23,1,195,36,WEBSTER,010/5/2020,348
0,2,0,0,0,0,1,152,34,0,5,11,0,1,64,0,31,9,WILKINSON,010/5/2020,310
0,0,6,0,0,0,2,228,142,2,5,10,0,1,69,1,148,149,WINSTON,010/5/2020,763
0,0,0,0,0,0,1,167,22,0,4,8,0,0,120,2,112,17,YALOBUSHA,010/5/2020,453
0,3,0,0,2,2,5,561,87,2,2,51,1,4,158,33,152,21,YAZOO,010/5/2020,1084
18,517,785,12,284,82,132,31418,7732,1766,1147,4746,153,443,13764,882,28703,8119,Total,010/5/2020,100703
0,1,0,0,5,0,0,444,87,4,18,26,0,3,41,82,197,70,ADAMS,010/7/2020,978
0,1,0,0,0,1,0,53,7,13,8,26,1,17,247,4,405,86,ALCORN,010/7/2020,869
0,0,0,0,1,0,0,95,21,0,5,10,0,3,72,3,123,30,AMITE,010/7/2020,363
0,2,2,0,0,0,0,271,68,5,8,12,0,1,62,1,200,64,ATTALA,010/7/2020,696
0,0,0,0,0,0,0,70,27,7,1,23,0,2,58,2,41,25,BENTON,010/7/2020,256
0,3,5,0,5,0,4,806,363,5,25,44,0,17,278,5,272,92,BOLIVAR,010/7/2020,1924
0,1,0,1,0,0,0,153,12,29,3,16,0,4,97,22,193,24,CALHOUN,010/7/2020,555
0,0,5,0,0,0,1,97,23,0,1,12,0,1,18,3,119,56,CARROLL,010/7/2020,336
1,0,0,0,0,0,6,305,64,8,10,31,1,2,67,11,207,28,CHICKASAW,010/7/2020,741
0,0,0,0,0,0,0,55,16,0,2,5,0,0,32,0,61,22,CHOCTAW,010/7/2020,193
0,0,0,0,1,0,1,243,95,2,2,26,1,0,91,1,25,12,CLAIBORNE,010/7/2020,500
0,0,0,0,1,0,0,228,17,2,9,20,0,1,31,0,267,56,CLARKE,010/7/2020,632
0,1,0,0,0,0,0,342,54,1,7,16,0,1,31,1,147,23,CLAY,010/7/2020,624
0,0,0,0,0,1,0,427,191,3,11,106,1,9,250,10,138,51,COAHOMA,010/7/2020,1198
0,3,1,0,1,0,3,583,128,48,21,112,1,5,112,5,192,41,COPIAH,010/7/2020,1256
0,0,0,0,0,0,2,241,58,11,3,30,1,6,82,5,343,71,COVINGTON,010/7/2020,853
0,6,0,3,22,6,11,1269,299,151,96,165,30,24,2002,128,1388,394,DESOTO,010/7/2020,5994
0,0,2,0,9,4,3,668,206,118,27,169,6,8,336,23,846,289,FORREST,010/7/2020,2714
0,0,1,0,0,0,1,85,16,0,1,6,0,2,10,1,73,10,FRANKLIN,010/7/2020,206
0,0,0,0,6,1,0,68,97,2,7,38,1,2,100,11,293,220,GEORGE,010/7/2020,846
0,0,1,0,1,0,0,53,23,0,3,38,0,1,50,0,171,76,GREENE,010/7/2020,417
0,0,18,0,0,0,2,561,54,0,16,24,0,4,68,0,310,76,GRENADA,010/7/2020,1133
0,0,1,0,1,1,0,68,10,2,12,37,0,0,85,13,341,77,HANCOCK,010/7/2020,648
